t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
1.5,-10.2,-12.8,-10.2,-12.8,-10.2,-12.8,-10.26,-12.752,0.04001,-10.26,-12.752,0.0,-0.0517
2.0,-10.2,-12.8,-10.2,-12.8,-10.2,-12.8,-10.26,-12.727,0.04002,-10.26,-12.727,0.0,-0.0517
2.5,-10.209,-12.792,-10.211,-12.791,-10.211,-12.791,-10.27,-12.723,0.04003,-10.27,-12.723,0.0,-0.0517
3.0,-10.243,-12.779,-10.244,-12.782,-10.243,-12.78,-10.289,-12.709,0.04004,-10.289,-12.709,0.0,-0.0517
3.5,-10.243,-12.779,-10.244,-12.782,-10.243,-12.78,-10.309,-12.728,0.04002,-10.309,-12.728,-0.0001,-0.0517
4.0,-10.244,-12.779,-10.245,-12.781,-10.244,-12.78,-10.311,-12.76,0.04002,-10.311,-12.76,0.0001,-0.0517
4.5,-10.271,-12.691,-10.267,-12.697,-10.266,-12.695,-10.341,-12.668,0.04011,-10.341,-12.668,-0.0,-0.0517
5.0,-10.184,-12.469,-10.175,-12.482,-10.173,-12.481,-10.309,-12.347,0.04049,-10.309,-12.347,-0.003,-0.0517
5.5,-10.04,-12.287,-10.039,-12.312,-10.036,-12.312,-10.144,-12.124,0.04073,-10.143,-12.122,-0.0059,-0.0517
6.0,-9.812,-12.08,-9.819,-12.116,-9.815,-12.116,-9.922,-11.943,0.04145,-9.92,-11.94,-0.0048,-0.0517
6.5,-9.6,-11.912,-9.609,-11.951,-9.604,-11.953,-9.709,-11.761,0.04177,-9.705,-11.757,-0.0067,-0.0517
7.0,-9.344,-11.69,-9.371,-11.744,-9.367,-11.745,-9.497,-11.541,0.04271,-9.492,-11.537,-0.0059,-0.0517
7.5,-9.083,-11.45,-9.125,-11.515,-9.12,-11.516,-9.245,-11.366,0.0454,-9.246,-11.364,0.0011,-0.0517
8.0,-8.842,-11.205,-8.893,-11.274,-8.887,-11.277,-8.989,-11.111,0.04739,-8.984,-11.102,-0.0051,-0.0517
8.5,-8.666,-10.956,-8.734,-11.034,-8.723,-11.04,-8.804,-10.891,0.04937,-8.799,-10.877,-0.0055,-0.0517
9.0,-8.669,-10.591,-8.754,-10.686,-8.734,-10.692,-8.855,-10.481,0.05004,-8.84,-10.47,-0.0107,-0.0517
9.5,-8.737,-10.27,-8.824,-10.386,-8.797,-10.391,-8.918,-10.193,0.05034,-8.908,-10.184,-0.0069,-0.0517
10.0,-8.72,-10.066,-8.804,-10.194,-8.776,-10.198,-8.92,-10.039,0.05087,-8.925,-10.05,0.0073,-0.0517
10.5,-8.55,-9.902,-8.633,-10.04,-8.606,-10.044,-8.739,-9.909,0.05099,-8.755,-9.926,0.0129,-0.0517
11.0,-8.195,-9.779,-8.296,-9.938,-8.27,-9.936,-8.403,-9.791,0.05152,-8.417,-9.805,0.0096,-0.0517
