t,tx,rx,relayed,dup_dropped
2.0,5,7,7,7
4.0,15,27,27,26
6.0,25,47,47,46
8.0,35,67,67,66
10.0,45,88,87,86
12.0,55,110,107,106
14.0,65,131,127,123
16.0,75,151,145,138
18.0,85,172,165,158
20.0,95,195,185,178
22.0,105,215,205,198
24.0,115,237,225,218
26.0,125,259,243,235
28.0,135,279,263,255
30.0,145,299,283,274
32.0,155,320,303,292
34.0,165,343,323,312
36.0,175,367,343,331
38.0,185,388,363,349
40.0,197,415,387,372
42.0,208,441,410,394
44.0,219,467,432,416
46.0,229,489,452,436
48.0,239,511,472,456
50.0,249,535,492,476
52.0,259,558,512,496
54.0,269,580,532,516
56.0,279,602,551,532
58.0,289,623,570,541
60.0,299,644,589,554
62.0,309,666,609,573
64.0,319,687,629,593
66.0,329,711,649,611
68.0,341,735,671,632
70.0,351,761,694,653
72.0,363,787,717,676
74.0,375,813,741,700
76.0,386,838,764,723
78.0,398,864,787,746
80.0,410,889,810,769
82.0,420,911,830,789
84.0,430,933,850,809
86.0,440,955,870,829
88.0,450,977,890,849
90.0,460,999,910,869
92.0,470,1021,930,889
94.0,480,1043,950,909
96.0,490,1065,970,929
98.0,500,1086,990,946
100.0,510,1106,1009,959
102.0,520,1128,1029,978
104.0,530,1150,1049,997
106.0,540,1171,1069,1016
108.0,550,1193,1089,1036
110.0,560,1215,1109,1055
112.0,570,1237,1129,1075
114.0,580,1260,1149,1093
116.0,591,1284,1170,1112
118.0,603,1310,1194,1135
120.0,614,1335,1217,1158
122.0,626,1360,1240,1181
124.0,638,1386,1264,1205
126.0,649,1411,1287,1228
128.0,661,1436,1310,1251
130.0,672,1461,1333,1274
132.0,682,1483,1353,1294
134.0,692,1506,1373,1314
136.0,702,1528,1393,1334
138.0,712,1550,1413,1354
140.0,722,1572,1433,1374
142.0,732,1594,1453,1394
144.0,742,1617,1473,1414
146.0,752,1639,1493,1434
148.0,762,1661,1513,1454
150.0,772,1683,1533,1473
152.0,782,1704,1553,1493
154.0,792,1724,1573,1512
156.0,802,1746,1593,1532
158.0,812,1767,1613,1552
160.0,822,1787,1633,1572
162.0,832,1808,1653,1592
164.0,842,1829,1673,1612
166.0,852,1849,1693,1632
168.0,862,1869,1713,1652
170.0,872,1890,1733,1672
172.0,882,1911,1753,1692
174.0,892,1932,1773,1712
176.0,902,1952,1793,1732
178.0,912,1972,1813,1752
180.0,922,1992,1833,1772
182.0,932,2013,1853,1792
184.0,942,2033,1873,1812
186.0,952,2053,1893,1832
188.0,962,2073,1913,1852
190.0,972,2093,1933,1872
192.0,982,2113,1953,1892
194.0,992,2133,1973,1912
196.0,1002,2153,1993,1932
198.0,1012,2174,2013,1952
200.0,1022,2196,2033,1972
202.0,1032,2217,2053,1992
204.0,1042,2238,2073,2012
206.0,1052,2258,2093,2032
208.0,1062,2280,2113,2052
210.0,1072,2300,2133,2072
212.0,1082,2321,2153,2092
214.0,1092,2342,2173,2112
216.0,1102,2363,2193,2132
218.0,1112,2384,2213,2152
220.0,1122,2404,2233,2172
222.0,1132,2424,2253,2192
224.0,1142,2445,2273,2212
226.0,1152,2466,2293,2232
228.0,1162,2487,2313,2252
230.0,1172,2507,2333,2272
232.0,1182,2527,2353,2292
234.0,1192,2547,2373,2312
236.0,1202,2567,2393,2332
238.0,1212,2588,2413,2352
240.0,1222,2609,2433,2372
242.0,1232,2629,2453,2392
244.0,1242,2649,2473,2412
246.0,1252,2669,2493,2432
248.0,1262,2689,2513,2452
250.0,1272,2709,2533,2472
252.0,1282,2730,2553,2492
254.0,1292,2751,2573,2512
256.0,1302,2771,2593,2532
258.0,1312,2792,2613,2552
260.0,1322,2812,2633,2572
262.0,1332,2832,2653,2592
264.0,1342,2852,2673,2612
266.0,1352,2873,2693,2632
268.0,1362,2894,2713,2652
270.0,1372,2914,2733,2672
272.0,1381,2934,2753,2692
274.0,1391,2954,2773,2712
276.0,1401,2975,2793,2732
