t,tx,rx,relayed,dup_dropped
2.0,4,8,8,8
4.0,14,28,28,28
6.0,24,48,48,48
8.0,34,69,68,68
10.0,44,89,88,88
12.0,54,109,107,107
14.0,64,130,126,120
16.0,74,152,145,138
18.0,84,173,164,155
20.0,94,194,183,174
22.0,104,215,203,194
24.0,114,238,223,214
26.0,124,260,243,233
28.0,134,282,263,252
30.0,144,306,283,272
32.0,154,329,303,289
34.0,164,351,323,309
36.0,174,373,343,329
38.0,184,395,362,348
40.0,196,421,386,371
42.0,208,446,408,392
44.0,219,470,430,414
46.0,229,492,450,434
48.0,239,514,470,454
50.0,249,537,490,474
52.0,259,560,510,494
54.0,269,582,530,514
56.0,279,604,548,529
58.0,289,624,564,529
60.0,299,645,582,544
62.0,309,668,602,564
64.0,319,690,622,584
66.0,329,711,641,603
68.0,340,735,662,622
70.0,352,759,683,641
72.0,363,786,707,665
74.0,375,812,731,689
76.0,387,836,753,711
78.0,398,862,777,735
80.0,410,888,800,758
82.0,420,910,820,778
84.0,430,932,840,798
86.0,440,954,860,818
88.0,450,975,880,838
90.0,460,997,900,858
92.0,470,1019,920,878
94.0,480,1040,940,898
96.0,490,1062,960,917
98.0,500,1083,977,927
100.0,510,1103,994,936
102.0,520,1126,1013,953
104.0,530,1148,1032,970
106.0,540,1170,1052,989
108.0,550,1192,1072,1008
110.0,560,1214,1091,1026
112.0,570,1236,1111,1044
114.0,580,1258,1131,1062
116.0,591,1282,1153,1083
118.0,603,1309,1176,1105
120.0,615,1333,1198,1127
122.0,626,1359,1222,1151
124.0,638,1386,1246,1175
126.0,650,1410,1268,1197
128.0,661,1437,1292,1221
130.0,672,1462,1315,1244
132.0,682,1485,1335,1264
134.0,692,1507,1355,1284
136.0,702,1529,1375,1304
138.0,712,1552,1395,1324
140.0,722,1575,1415,1343
142.0,732,1597,1435,1363
144.0,742,1619,1455,1383
146.0,752,1641,1475,1403
148.0,762,1662,1495,1423
150.0,772,1682,1515,1443
152.0,782,1702,1535,1463
154.0,792,1722,1555,1483
156.0,802,1743,1575,1502
158.0,812,1763,1595,1522
160.0,822,1783,1615,1542
162.0,832,1803,1635,1562
164.0,842,1823,1655,1582
166.0,852,1843,1675,1602
168.0,862,1864,1695,1622
170.0,872,1884,1715,1641
172.0,882,1904,1735,1661
174.0,892,1925,1755,1680
176.0,902,1945,1775,1700
178.0,912,1965,1795,1719
180.0,922,1985,1815,1739
182.0,932,2005,1835,1759
184.0,942,2026,1855,1779
186.0,952,2046,1875,1799
188.0,962,2066,1895,1819
190.0,972,2086,1915,1839
192.0,982,2106,1935,1859
194.0,992,2127,1955,1879
196.0,1002,2147,1975,1899
198.0,1012,2168,1995,1919
200.0,1022,2188,2015,1939
202.0,1032,2208,2035,1959
204.0,1042,2228,2055,1979
206.0,1052,2248,2075,1999
208.0,1062,2268,2095,2019
210.0,1072,2288,2115,2039
212.0,1082,2308,2135,2059
214.0,1092,2328,2155,2079
216.0,1102,2349,2175,2099
218.0,1112,2370,2195,2119
220.0,1122,2390,2215,2139
222.0,1132,2410,2235,2159
224.0,1142,2430,2255,2179
226.0,1152,2450,2275,2199
228.0,1162,2471,2295,2219
230.0,1172,2491,2315,2239
232.0,1182,2511,2335,2259
234.0,1192,2531,2355,2279
236.0,1202,2551,2375,2299
238.0,1212,2571,2395,2319
240.0,1222,2592,2415,2339
242.0,1232,2612,2435,2359
244.0,1242,2632,2455,2379
246.0,1252,2652,2475,2399
248.0,1262,2672,2495,2419
250.0,1272,2693,2515,2439
252.0,1282,2713,2535,2459
254.0,1292,2733,2555,2479
256.0,1302,2754,2575,2499
258.0,1312,2774,2595,2518
260.0,1322,2794,2615,2538
262.0,1332,2814,2635,2558
264.0,1342,2835,2655,2578
266.0,1352,2855,2675,2598
268.0,1362,2875,2695,2618
270.0,1372,2895,2715,2638
272.0,1382,2914,2734,2657
274.0,1392,2935,2754,2677
276.0,1402,2956,2774,2697
