t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
0.5,-12.707,-10.108,-12.709,-10.111,-12.709,-10.112,-12.709,-10.112,0.0202,-12.709,-10.112,0.0,-0.05
1.01,-12.342,-9.768,-12.361,-9.786,-12.358,-9.789,-12.365,-9.782,0.04176,-12.365,-9.782,-0.0,-0.05
1.5,-12.128,-9.57,-12.158,-9.599,-12.158,-9.6,-12.154,-9.599,0.04155,-12.153,-9.598,-0.0005,-0.05
2.0,-11.981,-9.438,-12.022,-9.479,-12.022,-9.479,-12.037,-9.453,0.04172,-12.036,-9.453,-0.0009,-0.05
2.5,-11.981,-9.438,-12.022,-9.479,-12.022,-9.479,-12.06,-9.429,0.04048,-12.058,-9.431,-0.0007,-0.05
3.0,-11.946,-9.552,-11.993,-9.589,-11.994,-9.589,-12.041,-9.525,0.03972,-12.037,-9.528,-0.0011,-0.05
3.5,-12.039,-9.843,-12.086,-9.861,-12.087,-9.862,-12.135,-9.779,0.03885,-12.13,-9.782,-0.0028,-0.05
4.0,-12.122,-9.978,-12.165,-9.988,-12.166,-9.988,-12.222,-9.895,0.03956,-12.218,-9.899,-0.0023,-0.05
4.5,-12.128,-9.986,-12.17,-9.996,-12.172,-9.996,-12.206,-10.008,0.03999,-12.202,-10.011,-0.002,-0.05
5.0,-12.128,-9.986,-12.17,-9.995,-12.172,-9.996,-12.2,-10.012,0.04002,-12.197,-10.015,-0.0023,-0.05
5.5,-12.128,-9.986,-12.17,-9.996,-12.172,-9.996,-12.094,-10.062,0.04002,-12.091,-10.065,-0.0091,-0.05
6.0,-12.042,-9.996,-12.088,-9.999,-12.09,-10.002,-12.029,-10.038,0.04031,-12.025,-10.041,-0.0084,-0.05
6.5,-11.818,-9.884,-11.885,-9.878,-11.881,-9.89,-11.855,-9.933,0.04121,-11.851,-9.935,-0.0055,-0.05
7.0,-11.577,-9.618,-11.666,-9.612,-11.653,-9.632,-11.605,-9.716,0.04211,-11.599,-9.716,-0.0068,-0.05
7.5,-11.368,-9.332,-11.477,-9.337,-11.457,-9.362,-11.43,-9.424,0.04332,-11.422,-9.423,-0.0056,-0.05
8.0,-11.156,-9.055,-11.289,-9.073,-11.259,-9.105,-11.23,-9.163,0.04483,-11.221,-9.16,-0.0063,-0.05
8.5,-10.922,-8.711,-11.071,-8.726,-11.03,-8.766,-11.001,-8.796,0.04795,-10.984,-8.788,-0.0101,-0.05
9.0,-10.697,-8.364,-10.868,-8.393,-10.819,-8.437,-10.831,-8.466,0.0524,-10.818,-8.468,-0.0023,-0.05
9.5,-10.466,-8.072,-10.653,-8.106,-10.596,-8.157,-10.632,-8.179,0.05658,-10.619,-8.187,0.0009,-0.05
10.0,-10.18,-7.774,-10.391,-7.819,-10.324,-7.879,-10.316,-7.958,0.06021,-10.324,-7.971,0.006,-0.05
10.5,-9.894,-7.538,-10.121,-7.584,-10.048,-7.652,-10.025,-7.793,0.06295,-10.069,-7.829,0.0193,-0.05
11.0,-9.541,-7.329,-9.789,-7.378,-9.708,-7.459,-9.691,-7.581,0.0696,-9.73,-7.615,0.0156,-0.05
11.5,-9.171,-7.181,-9.444,-7.227,-9.359,-7.318,-9.33,-7.488,0.07503,-9.406,-7.539,0.0253,-0.05
12.0,-8.818,-7.088,-9.108,-7.127,-9.021,-7.227,-8.983,-7.443,0.08039,-9.096,-7.505,0.0336,-0.05
12.5,-8.53,-7.035,-8.841,-7.071,-8.752,-7.179,-8.72,-7.365,0.08574,-8.826,-7.425,0.029,-0.05
13.0,-8.353,-7.161,-8.668,-7.198,-8.584,-7.311,-8.543,-7.531,0.08646,-8.668,-7.586,0.0326,-0.05
13.5,-8.214,-7.51,-8.531,-7.534,-8.454,-7.65,-8.406,-7.885,0.08486,-8.533,-7.925,0.0321,-0.05
14.0,-8.05,-7.868,-8.36,-7.87,-8.292,-7.99,-8.256,-8.214,0.08331,-8.399,-8.256,0.036,-0.05
14.5,-7.801,-8.125,-8.115,-8.104,-8.053,-8.231,-8.016,-8.455,0.08014,-8.15,-8.484,0.0327,-0.05
15.0,-7.45,-8.331,-7.777,-8.285,-7.719,-8.42,-7.675,-8.641,0.07236,-7.781,-8.652,0.0249,-0.05
15.5,-7.118,-8.457,-7.458,-8.39,-7.404,-8.536,-7.401,-8.77,0.0697,-7.558,-8.791,0.039,-0.05
16.0,-6.759,-8.43,-7.126,-8.353,-7.071,-8.507,-7.088,-8.744,0.06601,-7.254,-8.765,0.0416,-0.05
16.5,-6.348,-8.433,-6.743,-8.343,-6.688,-8.51,-6.718,-8.763,0.06131,-6.881,-8.776,0.0408,-0.05
17.0,-5.991,-8.382,-6.41,-8.277,-6.353,-8.458,-6.416,-8.712,0.05953,-6.601,-8.727,0.0473,-0.05
17.5,-5.618,-8.221,-6.071,-8.113,-6.009,-8.304,-6.025,-8.495,0.05527,-6.144,-8.496,0.0287,-0.05
18.0,-5.272,-7.996,-5.76,-7.89,-5.69,-8.093,-5.772,-8.321,0.05468,-5.938,-8.336,0.0435,-0.05
18.5,-4.999,-7.748,-5.507,-7.636,-5.43,-7.846,-5.433,-8.025,0.04903,-5.52,-8.02,0.0196,-0.05
19.0,-4.737,-7.429,-5.271,-7.323,-5.183,-7.542,-5.171,-7.722,0.04619,-5.242,-7.714,0.0146,-0.05
19.5,-4.537,-7.115,-5.098,-7.02,-4.997,-7.247,-4.988,-7.415,0.04454,-5.053,-7.408,0.0137,-0.05
20.0,-4.347,-6.746,-4.929,-6.657,-4.816,-6.89,-4.836,-7.059,0.0437,-4.904,-7.062,0.0177,-0.05
20.5,-4.177,-6.367,-4.789,-6.306,-4.663,-6.544,-4.642,-6.715,0.04189,-4.698,-6.708,0.0102,-0.05
21.0,-4.031,-6.023,-4.662,-5.971,-4.528,-6.213,-4.521,-6.39,0.04209,-4.576,-6.389,0.0119,-0.05
21.5,-3.864,-5.642,-4.517,-5.602,-4.368,-5.85,-4.36,-6.026,0.04267,-4.412,-6.027,0.011,-0.05
22.0,-3.695,-5.261,-4.369,-5.234,-4.205,-5.489,-4.221,-5.669,0.04332,-4.275,-5.681,0.014,-0.05
22.5,-3.541,-4.92,-4.233,-4.901,-4.058,-5.161,-3.955,-5.333,0.04378,-3.992,-5.299,-0.0024,-0.05
23.0,-3.365,-4.544,-4.075,-4.53,-3.887,-4.795,-3.769,-4.966,0.04466,-3.8,-4.924,-0.0046,-0.05
23.5,-3.197,-4.209,-3.926,-4.207,-3.729,-4.476,-3.603,-4.64,0.04523,-3.629,-4.592,-0.0063,-0.05
24.0,-2.999,-3.844,-3.752,-3.857,-3.54,-4.134,-3.442,-4.299,0.04633,-3.468,-4.26,-0.0033,-0.05
24.5,-2.792,-3.483,-3.566,-3.504,-3.346,-3.786,-3.278,-3.956,0.04746,-3.307,-3.93,0.0002,-0.05
25.0,-2.595,-3.165,-3.391,-3.199,-3.164,-3.486,-3.029,-3.645,0.04798,-3.046,-3.584,-0.0079,-0.05
25.5,-2.371,-2.815,-3.188,-2.856,-2.951,-3.148,-2.837,-3.307,0.04925,-2.853,-3.254,-0.0058,-0.05
26.0,-2.17,-2.499,-2.998,-2.532,-2.747,-2.833,-2.641,-2.972,0.05002,-2.648,-2.913,-0.0071,-0.05
26.5,-1.948,-2.147,-2.798,-2.188,-2.535,-2.496,-2.464,-2.635,0.05118,-2.472,-2.591,-0.0038,-0.05
27.0,-1.72,-1.8,-2.589,-1.847,-2.315,-2.162,-2.182,-2.312,0.05237,-2.189,-2.24,-0.0085,-0.05
27.5,-1.509,-1.49,-2.399,-1.546,-2.117,-1.867,-2.003,-2.014,0.05325,-2.008,-1.948,-0.0071,-0.05
28.0,-1.268,-1.152,-2.175,-1.208,-1.88,-1.538,-1.782,-1.672,0.05445,-1.781,-1.605,-0.0071,-0.05
28.5,-0.997,-0.841,-1.915,-0.894,-1.612,-1.231,-1.524,-1.366,0.05568,-1.522,-1.304,-0.006,-0.05
29.0,-0.717,-0.597,-1.648,-0.65,-1.339,-0.994,-1.25,-1.122,0.05626,-1.243,-1.054,-0.0068,-0.05
29.5,-0.396,-0.333,-1.358,-0.394,-1.038,-0.75,-0.933,-0.88,0.05704,-0.924,-0.803,-0.008,-0.05
30.0,-0.132,-0.071,-1.111,-0.13,-0.782,-0.496,-0.704,-0.633,0.05805,-0.7,-0.576,-0.0047,-0.05
