t,tx,rx,relayed,dup_dropped
2.0,4,10,10,10
4.0,14,30,30,30
6.0,24,50,50,50
8.0,34,70,70,70
10.0,44,90,90,90
12.0,54,110,110,109
14.0,64,130,130,128
16.0,74,151,150,147
18.0,84,171,170,166
20.0,94,191,190,186
22.0,104,214,210,206
24.0,114,235,230,225
26.0,124,257,250,245
28.0,134,279,270,265
30.0,144,299,290,284
32.0,154,321,310,303
34.0,164,344,330,323
36.0,174,367,350,341
38.0,184,390,370,359
40.0,195,416,392,380
42.0,207,442,416,403
44.0,217,466,438,423
46.0,227,488,458,442
48.0,237,510,478,462
50.0,247,533,498,482
52.0,257,556,518,502
54.0,267,578,538,520
56.0,277,600,557,538
58.0,287,623,577,558
60.0,297,645,597,578
62.0,307,667,617,597
64.0,317,690,637,615
66.0,327,712,656,631
68.0,338,735,678,652
70.0,349,760,701,672
72.0,361,786,724,695
74.0,373,812,748,719
76.0,384,837,771,742
78.0,396,862,794,765
80.0,408,888,818,789
82.0,419,913,841,812
84.0,431,938,864,835
86.0,442,963,887,858
88.0,452,985,907,878
90.0,462,1008,927,898
92.0,472,1031,947,918
94.0,482,1053,967,938
96.0,492,1075,987,958
98.0,502,1097,1007,978
100.0,512,1119,1027,998
102.0,522,1141,1047,1018
104.0,532,1163,1067,1038
106.0,542,1185,1087,1057
108.0,552,1207,1106,1075
110.0,562,1231,1126,1095
112.0,572,1253,1146,1115
114.0,582,1278,1166,1135
116.0,592,1302,1186,1155
118.0,602,1325,1206,1174
120.0,612,1349,1226,1194
122.0,623,1373,1248,1215
124.0,634,1398,1271,1238
126.0,646,1423,1294,1260
128.0,658,1449,1318,1284
130.0,669,1474,1341,1307
132.0,681,1500,1364,1330
134.0,693,1526,1387,1353
136.0,703,1548,1407,1373
138.0,713,1571,1427,1393
140.0,723,1593,1447,1413
142.0,733,1615,1467,1433
144.0,743,1637,1487,1453
146.0,753,1659,1507,1473
148.0,763,1681,1527,1493
150.0,773,1703,1547,1512
152.0,783,1725,1567,1532
154.0,793,1746,1587,1552
156.0,803,1766,1607,1571
158.0,813,1788,1627,1591
160.0,823,1809,1647,1611
162.0,833,1829,1667,1631
164.0,843,1849,1687,1651
166.0,853,1870,1707,1671
168.0,863,1891,1727,1691
170.0,873,1911,1747,1711
172.0,883,1931,1767,1731
174.0,893,1951,1787,1751
176.0,903,1971,1807,1771
178.0,913,1992,1827,1791
180.0,923,2012,1847,1811
182.0,933,2032,1867,1831
184.0,943,2052,1887,1851
186.0,953,2072,1907,1871
188.0,963,2092,1927,1891
190.0,973,2112,1947,1911
192.0,983,2132,1967,1931
194.0,993,2152,1987,1951
196.0,1003,2174,2007,1971
198.0,1013,2194,2027,1991
200.0,1023,2214,2047,2011
202.0,1033,2234,2067,2031
204.0,1043,2255,2087,2051
206.0,1053,2275,2107,2071
208.0,1063,2295,2127,2091
210.0,1073,2315,2147,2111
212.0,1083,2336,2167,2131
214.0,1093,2357,2187,2151
216.0,1103,2377,2207,2171
218.0,1113,2397,2227,2191
220.0,1123,2418,2247,2210
222.0,1133,2438,2267,2230
224.0,1143,2458,2287,2250
226.0,1153,2479,2307,2270
228.0,1163,2500,2327,2290
230.0,1173,2521,2347,2310
232.0,1183,2541,2367,2330
234.0,1193,2561,2387,2350
236.0,1203,2583,2407,2370
238.0,1213,2604,2427,2390
240.0,1223,2624,2447,2410
242.0,1233,2644,2467,2430
244.0,1243,2664,2487,2450
246.0,1253,2684,2507,2469
248.0,1263,2704,2527,2489
250.0,1273,2724,2547,2509
252.0,1283,2744,2567,2529
254.0,1293,2764,2587,2549
256.0,1303,2784,2607,2569
258.0,1313,2804,2627,2589
260.0,1323,2824,2647,2609
262.0,1333,2844,2667,2629
264.0,1343,2864,2687,2648
266.0,1353,2884,2707,2668
268.0,1363,2904,2727,2688
270.0,1373,2924,2747,2708
272.0,1383,2945,2767,2728
274.0,1393,2965,2787,2748
276.0,1403,2985,2807,2768
