t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
1.5,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.07,-10.935,0.04001,-11.07,-10.935,0.0,-0.0813
2.0,-10.731,-10.735,-10.754,-10.756,-10.754,-10.756,-10.815,-10.702,0.04079,-10.815,-10.702,0.0,-0.0813
2.5,-10.434,-10.444,-10.478,-10.486,-10.477,-10.486,-10.544,-10.477,0.04186,-10.545,-10.478,0.0018,-0.0813
3.0,-10.169,-10.18,-10.235,-10.244,-10.237,-10.242,-10.299,-10.201,0.04248,-10.299,-10.2,-0.0008,-0.0813
3.5,-9.871,-9.89,-9.966,-9.981,-9.968,-9.98,-10.018,-9.936,0.04346,-10.017,-9.934,-0.0023,-0.0813
4.0,-9.603,-9.628,-9.716,-9.736,-9.717,-9.736,-9.81,-9.71,0.04361,-9.813,-9.715,0.0055,-0.0813
4.5,-9.311,-9.333,-9.446,-9.461,-9.446,-9.461,-9.488,-9.392,0.04574,-9.48,-9.384,-0.0084,-0.0813
5.0,-9.018,-9.037,-9.181,-9.192,-9.18,-9.195,-9.194,-9.113,0.04755,-9.177,-9.094,-0.0155,-0.0813
5.5,-8.756,-8.77,-8.934,-8.94,-8.93,-8.944,-8.914,-8.831,0.04999,-8.88,-8.792,-0.0275,-0.0813
6.0,-8.46,-8.477,-8.66,-8.668,-8.659,-8.671,-8.729,-8.631,0.04875,-8.74,-8.644,0.0087,-0.0813
6.5,-8.163,-8.187,-8.392,-8.404,-8.39,-8.407,-8.46,-8.382,0.05002,-8.479,-8.399,0.0117,-0.0813
7.0,-7.898,-7.922,-8.14,-8.151,-8.137,-8.156,-8.177,-8.104,0.05271,-8.175,-8.098,-0.0025,-0.0813
7.5,-7.592,-7.648,-7.848,-7.893,-7.847,-7.896,-7.883,-7.821,0.05524,-7.865,-7.805,-0.0092,-0.0813
8.0,-7.379,-7.558,-7.659,-7.821,-7.659,-7.822,-7.678,-7.725,0.0545,-7.638,-7.69,-0.0194,-0.0813
8.5,-7.052,-7.693,-7.356,-7.943,-7.357,-7.946,-7.388,-7.884,0.05115,-7.378,-7.873,-0.0058,-0.0813
9.0,-6.668,-7.763,-6.999,-7.993,-7.0,-8.002,-7.031,-7.979,0.04994,-7.045,-7.973,0.0025,-0.0813
9.5,-6.306,-7.721,-6.659,-7.944,-6.66,-7.96,-6.666,-7.913,0.05155,-6.651,-7.892,-0.0092,-0.0813
10.0,-5.909,-7.606,-6.294,-7.83,-6.294,-7.849,-6.303,-7.811,0.05279,-6.296,-7.793,-0.0061,-0.0813
10.5,-5.57,-7.457,-5.976,-7.684,-5.973,-7.712,-5.985,-7.664,0.05348,-5.973,-7.646,-0.0067,-0.0813
11.0,-5.218,-7.241,-5.651,-7.478,-5.648,-7.506,-5.619,-7.446,0.05633,-5.565,-7.397,-0.0208,-0.0813
11.5,-4.891,-6.986,-5.358,-7.244,-5.353,-7.274,-5.301,-7.207,0.05749,-5.225,-7.14,-0.0273,-0.0813
12.0,-4.621,-6.729,-5.109,-7.003,-5.103,-7.034,-5.042,-6.958,0.06041,-4.946,-6.876,-0.0314,-0.0813
12.5,-4.335,-6.427,-4.848,-6.722,-4.839,-6.756,-4.771,-6.673,0.06359,-4.66,-6.579,-0.0337,-0.0813
13.0,-4.086,-6.148,-4.62,-6.465,-4.61,-6.499,-4.528,-6.398,0.06716,-4.377,-6.276,-0.0416,-0.0813
13.5,-3.81,-5.837,-4.363,-6.171,-4.353,-6.206,-4.262,-6.109,0.07334,-4.094,-5.965,-0.0436,-0.0813
14.0,-3.534,-5.525,-4.107,-5.876,-4.094,-5.914,-4.001,-5.813,0.07588,-3.828,-5.664,-0.0428,-0.0813
14.5,-3.287,-5.245,-3.881,-5.617,-3.867,-5.655,-3.772,-5.548,0.07437,-3.597,-5.396,-0.042,-0.0813
