t,tx,rx,relayed,dup_dropped
2.0,3,11,11,11
4.0,13,31,31,31
6.0,23,51,51,51
8.0,33,71,71,71
10.0,43,91,91,90
12.0,53,112,110,109
14.0,63,133,130,124
16.0,73,154,150,143
18.0,83,174,169,161
20.0,93,195,188,180
22.0,103,216,208,199
24.0,113,238,228,218
26.0,123,259,248,234
28.0,133,283,268,253
30.0,143,306,288,271
32.0,153,329,308,291
34.0,163,351,328,310
36.0,173,373,348,329
38.0,183,395,367,348
40.0,195,419,389,368
42.0,206,446,413,386
44.0,218,468,433,405
46.0,228,490,453,424
48.0,238,512,473,444
50.0,248,535,493,464
52.0,258,558,513,483
54.0,268,581,533,503
56.0,278,604,553,521
58.0,288,627,573,540
60.0,298,650,593,559
62.0,308,671,613,577
64.0,318,693,630,592
66.0,328,716,649,610
68.0,340,742,671,631
70.0,351,765,692,649
72.0,362,791,716,673
74.0,374,817,740,696
76.0,386,841,762,718
78.0,398,869,786,742
80.0,409,894,810,766
82.0,421,918,832,788
84.0,432,944,856,812
86.0,443,969,879,835
88.0,453,991,899,855
90.0,463,1013,919,875
92.0,473,1035,938,894
94.0,483,1057,958,914
96.0,493,1079,978,934
98.0,504,1101,998,954
100.0,513,1123,1018,973
102.0,523,1146,1038,992
104.0,533,1168,1058,1010
106.0,543,1189,1078,1030
108.0,553,1212,1098,1050
110.0,563,1235,1118,1070
112.0,573,1257,1138,1090
114.0,583,1281,1158,1110
116.0,593,1303,1177,1128
118.0,603,1325,1197,1148
120.0,613,1347,1217,1167
122.0,624,1371,1239,1187
124.0,636,1395,1261,1207
126.0,647,1421,1285,1231
128.0,659,1447,1309,1255
130.0,671,1471,1331,1277
132.0,682,1498,1355,1301
134.0,694,1524,1378,1324
136.0,704,1547,1398,1344
138.0,714,1569,1418,1364
140.0,724,1591,1438,1384
142.0,735,1614,1458,1404
144.0,744,1635,1478,1424
146.0,754,1657,1498,1444
148.0,764,1679,1518,1464
150.0,774,1701,1538,1484
152.0,784,1723,1558,1504
154.0,794,1743,1578,1524
156.0,804,1763,1598,1544
158.0,814,1783,1618,1564
160.0,824,1803,1638,1584
162.0,834,1823,1658,1604
164.0,844,1843,1678,1624
166.0,854,1863,1698,1644
168.0,864,1883,1718,1664
170.0,874,1903,1738,1684
172.0,884,1923,1758,1704
174.0,894,1943,1778,1724
176.0,904,1963,1798,1744
178.0,914,1983,1818,1764
180.0,924,2003,1838,1784
182.0,934,2024,1858,1804
184.0,944,2045,1878,1824
186.0,954,2065,1898,1844
188.0,964,2085,1918,1864
190.0,974,2106,1938,1884
192.0,984,2126,1958,1904
194.0,994,2146,1978,1924
196.0,1004,2167,1998,1944
198.0,1014,2187,2018,1964
200.0,1024,2207,2038,1984
202.0,1034,2228,2058,2004
204.0,1044,2248,2078,2024
206.0,1054,2268,2098,2044
208.0,1064,2288,2118,2064
210.0,1074,2308,2138,2084
212.0,1084,2328,2158,2104
214.0,1094,2348,2178,2124
216.0,1104,2368,2198,2144
218.0,1114,2389,2218,2164
220.0,1124,2409,2238,2184
222.0,1134,2430,2258,2204
224.0,1144,2451,2278,2224
226.0,1154,2471,2298,2244
228.0,1164,2491,2318,2264
230.0,1174,2511,2338,2284
232.0,1184,2531,2358,2304
234.0,1194,2551,2378,2324
236.0,1204,2571,2398,2344
238.0,1214,2591,2418,2364
240.0,1224,2611,2438,2384
242.0,1234,2633,2458,2404
244.0,1244,2653,2478,2424
246.0,1254,2673,2498,2444
248.0,1264,2694,2518,2464
250.0,1274,2714,2538,2484
252.0,1284,2735,2558,2504
254.0,1294,2755,2578,2524
256.0,1304,2776,2598,2544
258.0,1314,2796,2618,2564
260.0,1324,2816,2638,2584
262.0,1334,2836,2658,2604
264.0,1344,2857,2677,2623
266.0,1354,2877,2697,2643
268.0,1364,2897,2717,2663
270.0,1374,2918,2737,2683
272.0,1384,2938,2757,2703
274.0,1394,2958,2777,2723
276.0,1404,2978,2797,2743
