t,tx,rx,relayed,dup_dropped
2.0,6,10,10,10
4.0,16,31,30,30
6.0,26,52,50,50
8.0,36,72,70,70
10.0,46,92,90,89
12.0,56,112,109,106
14.0,66,133,129,125
16.0,76,154,149,145
18.0,86,175,169,165
20.0,96,196,189,183
22.0,106,217,209,203
24.0,116,238,229,223
26.0,126,261,249,243
28.0,136,283,269,262
30.0,146,307,289,282
32.0,156,329,309,302
34.0,166,351,329,322
36.0,176,373,349,342
38.0,187,397,371,364
40.0,199,423,395,388
42.0,211,447,417,410
44.0,221,469,437,430
46.0,232,492,457,450
48.0,241,514,477,470
50.0,251,536,497,490
52.0,261,558,517,510
54.0,271,580,537,530
56.0,281,603,557,550
58.0,291,626,577,570
60.0,301,648,597,590
62.0,311,671,617,610
64.0,321,694,637,630
66.0,332,716,656,648
68.0,343,743,680,671
70.0,355,769,704,695
72.0,367,793,726,717
74.0,378,820,750,741
76.0,390,846,774,765
78.0,401,871,797,788
80.0,411,893,817,808
82.0,421,915,837,828
84.0,431,937,857,848
86.0,441,959,877,868
88.0,451,981,897,887
90.0,461,1003,917,907
92.0,471,1025,937,926
94.0,481,1047,956,942
96.0,491,1070,975,958
98.0,501,1093,995,978
100.0,511,1113,1015,998
102.0,521,1134,1035,1018
104.0,531,1154,1055,1038
106.0,541,1174,1075,1057
108.0,551,1193,1090,1069
110.0,561,1213,1106,1077
112.0,571,1235,1126,1097
114.0,581,1257,1145,1116
116.0,593,1283,1169,1138
118.0,605,1307,1191,1159
120.0,616,1333,1215,1183
122.0,628,1359,1239,1207
124.0,640,1383,1261,1229
126.0,651,1409,1285,1253
128.0,662,1432,1306,1274
130.0,672,1455,1326,1294
132.0,682,1477,1346,1314
134.0,692,1499,1366,1334
136.0,702,1521,1386,1354
138.0,712,1544,1406,1374
140.0,722,1566,1426,1394
142.0,732,1587,1446,1414
144.0,742,1608,1466,1434
146.0,752,1629,1486,1454
148.0,762,1649,1506,1474
150.0,772,1669,1526,1493
152.0,782,1689,1546,1513
154.0,792,1710,1566,1533
156.0,802,1730,1586,1553
158.0,812,1750,1606,1573
160.0,822,1770,1626,1593
162.0,832,1790,1646,1613
164.0,842,1810,1666,1633
166.0,852,1830,1686,1653
168.0,862,1851,1706,1673
170.0,872,1871,1726,1693
172.0,882,1891,1746,1713
174.0,892,1911,1766,1733
176.0,902,1931,1786,1753
178.0,912,1953,1806,1773
180.0,922,1973,1826,1793
182.0,932,1993,1846,1813
184.0,942,2013,1866,1833
186.0,952,2033,1886,1853
188.0,962,2053,1906,1873
190.0,972,2073,1926,1893
192.0,982,2093,1946,1913
194.0,992,2113,1966,1933
196.0,1002,2134,1986,1953
198.0,1012,2154,2006,1973
200.0,1022,2174,2026,1993
202.0,1032,2194,2046,2013
204.0,1042,2214,2066,2033
206.0,1052,2234,2086,2053
208.0,1062,2254,2106,2073
210.0,1072,2274,2126,2093
212.0,1082,2294,2146,2113
214.0,1092,2314,2166,2133
216.0,1102,2334,2186,2153
218.0,1112,2354,2206,2173
220.0,1122,2374,2226,2193
222.0,1132,2394,2246,2212
224.0,1142,2414,2266,2232
226.0,1152,2434,2286,2252
228.0,1162,2454,2306,2271
230.0,1172,2474,2326,2291
232.0,1182,2494,2346,2311
234.0,1192,2514,2366,2331
236.0,1202,2534,2386,2351
238.0,1212,2554,2406,2371
240.0,1222,2574,2426,2391
242.0,1232,2594,2446,2411
244.0,1242,2614,2466,2431
246.0,1252,2634,2486,2451
248.0,1262,2654,2506,2471
250.0,1272,2674,2526,2491
252.0,1282,2694,2546,2511
254.0,1292,2714,2566,2531
256.0,1302,2734,2586,2551
258.0,1312,2754,2606,2571
260.0,1322,2774,2626,2591
262.0,1332,2795,2646,2611
264.0,1342,2815,2666,2631
266.0,1352,2836,2686,2651
268.0,1362,2856,2706,2670
270.0,1372,2876,2726,2690
272.0,1382,2896,2746,2710
274.0,1392,2917,2766,2730
276.0,1402,2937,2786,2750
