t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
1.01,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-10.978,-11.009,0.04,-10.978,-11.009,-0.0,0.0777
1.5,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-10.939,-11.087,0.04001,-10.939,-11.087,0.0,0.0777
2.0,-10.738,-10.737,-10.72,-10.718,-10.719,-10.718,-10.723,-10.757,0.04102,-10.723,-10.757,0.0,0.0777
2.5,-10.443,-10.444,-10.397,-10.397,-10.399,-10.396,-10.403,-10.437,0.04248,-10.403,-10.437,0.0001,0.0777
3.0,-10.177,-10.181,-10.111,-10.115,-10.11,-10.116,-10.114,-10.157,0.04591,-10.114,-10.157,0.0001,0.0777
3.5,-9.885,-9.884,-9.794,-9.793,-9.797,-9.791,-9.801,-9.831,0.05115,-9.801,-9.831,0.0001,0.0777
4.0,-9.62,-9.621,-9.511,-9.511,-9.511,-9.512,-9.505,-9.522,0.055,-9.495,-9.512,-0.007,0.0777
4.5,-9.327,-9.326,-9.196,-9.194,-9.194,-9.197,-9.194,-9.221,0.05903,-9.19,-9.217,-0.0026,0.0777
5.0,-9.033,-9.031,-8.879,-8.877,-8.877,-8.879,-8.9,-8.902,0.0605,-8.905,-8.907,0.0027,0.0777
5.5,-8.769,-8.766,-8.592,-8.588,-8.587,-8.594,-8.663,-8.64,0.05959,-8.706,-8.682,0.0218,0.0777
6.0,-8.477,-8.47,-8.277,-8.267,-8.272,-8.274,-8.35,-8.342,0.06081,-8.406,-8.394,0.0262,0.0777
6.5,-8.213,-8.204,-7.989,-7.977,-7.986,-7.982,-8.101,-8.099,0.05942,-8.202,-8.192,0.0459,0.0777
7.0,-7.92,-7.909,-7.672,-7.656,-7.67,-7.66,-7.782,-7.811,0.06031,-7.903,-7.918,0.0506,0.0777
7.5,-7.618,-7.629,-7.345,-7.358,-7.344,-7.361,-7.448,-7.514,0.06179,-7.569,-7.618,0.046,0.0777
8.0,-7.434,-7.539,-7.147,-7.272,-7.148,-7.269,-7.255,-7.438,0.05894,-7.383,-7.541,0.0474,0.0777
8.5,-7.116,-7.667,-6.807,-7.429,-6.804,-7.414,-6.913,-7.567,0.05698,-7.032,-7.649,0.0411,0.0777
9.0,-6.735,-7.747,-6.382,-7.52,-6.377,-7.497,-6.535,-7.677,0.05441,-6.702,-7.776,0.056,0.0777
9.5,-6.369,-7.716,-5.989,-7.49,-5.985,-7.456,-6.128,-7.611,0.05546,-6.274,-7.691,0.0445,0.0777
10.0,-5.972,-7.607,-5.561,-7.378,-5.56,-7.336,-5.757,-7.491,0.05476,-5.939,-7.597,0.0552,0.0777
10.5,-5.627,-7.468,-5.182,-7.228,-5.186,-7.173,-5.405,-7.357,0.05431,-5.615,-7.476,0.0616,0.0777
11.0,-5.27,-7.262,-4.797,-7.009,-4.802,-6.951,-4.976,-7.125,0.0573,-5.156,-7.222,0.0464,0.0777
11.5,-4.944,-7.009,-4.442,-6.736,-4.452,-6.672,-4.628,-6.867,0.05788,-4.819,-6.971,0.0474,0.0777
12.0,-4.672,-6.753,-4.147,-6.463,-4.162,-6.396,-4.327,-6.596,0.05835,-4.509,-6.696,0.0429,0.0777
12.5,-4.387,-6.451,-3.836,-6.136,-3.848,-6.071,-4.02,-6.278,0.06056,-4.215,-6.39,0.044,0.0777
