t,tx,rx,relayed,dup_dropped
2.0,2,8,8,8
4.0,9,24,24,24
6.0,19,44,44,44
8.0,29,64,64,64
10.0,39,84,84,84
12.0,49,104,104,104
14.0,59,124,124,124
16.0,69,144,144,144
18.0,79,165,164,164
20.0,89,186,184,184
22.0,99,208,204,203
24.0,109,230,224,222
26.0,119,251,244,242
28.0,129,271,264,262
30.0,139,293,284,281
32.0,149,314,304,299
34.0,159,337,324,318
36.0,169,359,344,336
38.0,181,384,367,357
40.0,193,410,389,372
42.0,204,417,396,373
44.0,215,432,406,375
46.0,225,454,426,395
48.0,235,476,446,415
50.0,245,498,466,435
52.0,255,520,486,455
54.0,265,542,506,475
56.0,275,564,525,489
58.0,285,585,545,507
60.0,295,606,565,526
62.0,305,628,585,546
64.0,315,650,605,566
66.0,325,672,625,586
68.0,336,696,647,607
70.0,347,721,670,629
72.0,359,746,693,652
74.0,371,772,717,676
76.0,382,797,740,699
78.0,394,822,763,722
80.0,405,847,786,745
82.0,415,869,806,765
84.0,425,891,826,785
86.0,435,913,846,805
88.0,445,935,866,825
90.0,455,958,886,845
92.0,465,980,906,865
94.0,475,1002,926,885
96.0,485,1024,946,903
98.0,495,1047,966,923
100.0,505,1069,986,943
102.0,515,1091,1006,962
104.0,525,1112,1026,982
106.0,535,1134,1046,1002
108.0,545,1154,1066,1022
110.0,555,1176,1086,1042
112.0,565,1198,1106,1062
114.0,575,1220,1126,1082
116.0,586,1244,1148,1103
118.0,597,1269,1171,1126
120.0,609,1294,1194,1149
122.0,621,1320,1218,1173
124.0,632,1346,1241,1196
126.0,644,1371,1264,1219
128.0,655,1395,1285,1239
130.0,665,1418,1305,1259
132.0,675,1440,1325,1279
134.0,685,1462,1345,1299
136.0,695,1484,1365,1319
138.0,705,1506,1385,1339
140.0,715,1528,1405,1358
142.0,725,1550,1425,1378
144.0,735,1571,1445,1398
146.0,745,1592,1465,1418
148.0,755,1614,1485,1437
150.0,765,1635,1505,1457
152.0,775,1655,1525,1477
154.0,785,1678,1545,1496
156.0,795,1700,1565,1516
158.0,805,1720,1585,1536
160.0,815,1740,1605,1556
162.0,825,1761,1625,1576
164.0,835,1782,1645,1595
166.0,845,1803,1665,1615
168.0,855,1823,1685,1635
170.0,865,1844,1705,1655
172.0,875,1864,1725,1675
174.0,885,1884,1745,1695
176.0,895,1904,1765,1715
178.0,905,1925,1785,1735
180.0,915,1946,1805,1755
182.0,925,1966,1825,1775
184.0,935,1986,1845,1795
186.0,945,2006,1865,1815
188.0,955,2026,1885,1835
190.0,965,2046,1905,1855
192.0,975,2067,1925,1875
194.0,985,2087,1944,1894
196.0,995,2108,1964,1914
198.0,1005,2128,1984,1934
200.0,1015,2148,2004,1954
202.0,1025,2169,2024,1974
204.0,1035,2189,2044,1994
206.0,1045,2210,2064,2014
208.0,1055,2232,2084,2034
210.0,1065,2252,2104,2054
212.0,1075,2273,2124,2074
214.0,1085,2293,2144,2094
216.0,1095,2313,2164,2114
218.0,1105,2333,2184,2134
220.0,1115,2355,2204,2154
222.0,1125,2375,2224,2174
224.0,1135,2395,2244,2194
226.0,1145,2416,2264,2214
228.0,1155,2437,2284,2234
230.0,1165,2458,2304,2254
232.0,1175,2478,2324,2274
234.0,1185,2499,2344,2294
236.0,1195,2519,2364,2314
238.0,1205,2540,2384,2334
240.0,1215,2560,2404,2354
242.0,1225,2581,2424,2374
244.0,1235,2602,2444,2394
246.0,1245,2623,2464,2414
248.0,1255,2643,2484,2434
250.0,1265,2665,2504,2454
252.0,1275,2685,2524,2474
254.0,1285,2705,2544,2494
256.0,1295,2726,2564,2514
258.0,1305,2746,2584,2534
260.0,1315,2769,2604,2554
262.0,1325,2790,2624,2574
264.0,1335,2811,2644,2594
266.0,1345,2831,2664,2614
268.0,1355,2851,2684,2634
270.0,1365,2871,2704,2654
272.0,1375,2892,2724,2674
274.0,1385,2913,2744,2694
276.0,1395,2934,2764,2714
