t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
3.0,-12.8,-10.2,-12.801,-10.201,-12.801,-10.201,-12.825,-10.184,0.04003,-12.825,-10.184,0.0,-0.0884
3.5,-12.77,-10.202,-12.773,-10.203,-12.773,-10.203,-12.827,-10.179,0.04004,-12.827,-10.179,-0.0,-0.0884
4.0,-12.666,-10.229,-12.677,-10.224,-12.678,-10.227,-12.732,-10.203,0.04016,-12.732,-10.203,-0.0,-0.0884
4.5,-12.503,-10.219,-12.528,-10.206,-12.528,-10.214,-12.582,-10.19,0.04049,-12.582,-10.19,-0.0,-0.0884
5.0,-12.282,-10.132,-12.33,-10.116,-12.327,-10.132,-12.324,-10.051,0.0407,-12.322,-10.051,-0.0024,-0.0884
5.5,-12.082,-10.006,-12.149,-9.991,-12.14,-10.015,-12.106,-9.938,0.04099,-12.103,-9.937,-0.0049,-0.0884
6.0,-11.845,-9.808,-11.935,-9.797,-11.92,-9.828,-11.841,-9.746,0.04172,-11.835,-9.743,-0.0097,-0.0884
6.5,-11.654,-9.616,-11.765,-9.612,-11.744,-9.65,-11.619,-9.598,0.0419,-11.612,-9.59,-0.0141,-0.0884
7.0,-11.412,-9.353,-11.556,-9.369,-11.527,-9.413,-11.429,-9.363,0.04342,-11.421,-9.355,-0.0097,-0.0884
7.5,-11.182,-9.101,-11.351,-9.129,-11.315,-9.18,-11.21,-9.11,0.04492,-11.196,-9.097,-0.0132,-0.0884
8.0,-10.95,-8.851,-11.149,-8.896,-11.104,-8.955,-11.007,-8.874,0.04708,-10.989,-8.86,-0.013,-0.0884
8.5,-10.688,-8.53,-10.923,-8.595,-10.867,-8.662,-10.797,-8.591,0.05114,-10.785,-8.584,-0.0053,-0.0884
9.0,-10.449,-8.191,-10.71,-8.273,-10.646,-8.346,-10.484,-8.247,0.05371,-10.441,-8.192,-0.0324,-0.0884
9.5,-10.218,-7.897,-10.508,-8.001,-10.434,-8.081,-10.272,-7.98,0.05771,-10.223,-7.917,-0.0325,-0.0884
10.0,-9.934,-7.599,-10.259,-7.727,-10.175,-7.818,-9.89,-7.664,0.0606,-9.77,-7.501,-0.0764,-0.0884
10.5,-9.649,-7.375,-10.006,-7.518,-9.914,-7.618,-9.636,-7.444,0.06484,-9.487,-7.265,-0.0789,-0.0884
11.0,-9.332,-7.227,-9.715,-7.377,-9.619,-7.488,-9.32,-7.294,0.06755,-9.132,-7.093,-0.087,-0.0884
11.5,-9.009,-7.159,-9.419,-7.306,-9.319,-7.43,-9.007,-7.244,0.06908,-8.808,-7.05,-0.0843,-0.0884
12.0,-8.678,-7.129,-9.118,-7.272,-9.017,-7.407,-8.718,-7.232,0.07151,-8.521,-7.062,-0.0749,-0.0884
12.5,-8.364,-7.195,-8.829,-7.33,-8.731,-7.476,-8.427,-7.248,0.07544,-8.157,-7.067,-0.0885,-0.0884
13.0,-8.087,-7.362,-8.565,-7.477,-8.473,-7.633,-8.176,-7.392,0.07907,-7.874,-7.227,-0.0892,-0.0884
13.5,-7.759,-7.529,-8.256,-7.614,-8.171,-7.784,-7.859,-7.578,0.07906,-7.569,-7.434,-0.083,-0.0884
14.0,-7.374,-7.582,-7.903,-7.64,-7.818,-7.828,-7.414,-7.623,0.077,-7.019,-7.442,-0.1099,-0.0884
14.5,-7.01,-7.582,-7.574,-7.63,-7.49,-7.83,-7.06,-7.566,0.07698,-6.589,-7.385,-0.1203,-0.0884
15.0,-6.608,-7.541,-7.211,-7.573,-7.125,-7.784,-6.693,-7.536,0.08065,-6.233,-7.36,-0.1114,-0.0884
15.5,-6.296,-7.424,-6.939,-7.451,-6.848,-7.671,-6.395,-7.401,0.08003,-5.913,-7.214,-0.1127,-0.0884
16.0,-6.08,-7.156,-6.758,-7.197,-6.655,-7.426,-6.168,-7.124,0.07769,-5.661,-6.905,-0.1178,-0.0884
16.5,-5.784,-6.892,-6.494,-6.94,-6.378,-7.184,-5.887,-6.862,0.07873,-5.372,-6.623,-0.1148,-0.0884
17.0,-5.477,-6.685,-6.225,-6.731,-6.098,-6.99,-5.59,-6.675,0.07949,-5.08,-6.421,-0.1115,-0.0884
17.5,-5.202,-6.39,-6.0,-6.448,-5.851,-6.726,-5.342,-6.436,0.08172,-4.864,-6.169,-0.1032,-0.0884
18.0,-4.992,-6.038,-5.833,-6.115,-5.663,-6.404,-5.057,-6.073,0.07657,-4.499,-5.73,-0.1226,-0.0884
18.5,-4.842,-5.696,-5.717,-5.793,-5.53,-6.089,-4.907,-5.77,0.07631,-4.377,-5.401,-0.1185,-0.0884
19.0,-4.691,-5.309,-5.599,-5.42,-5.385,-5.725,-4.665,-5.352,0.07215,-4.067,-4.895,-0.1363,-0.0884
19.5,-4.554,-4.961,-5.493,-5.098,-5.262,-5.41,-4.566,-5.027,0.0728,-3.994,-4.562,-0.1286,-0.0884
20.0,-4.373,-4.588,-5.347,-4.746,-5.098,-5.066,-4.355,-4.698,0.07339,-3.799,-4.19,-0.1282,-0.0884
20.5,-4.163,-4.23,-5.176,-4.414,-4.905,-4.746,-4.186,-4.367,0.07527,-3.64,-3.853,-0.1217,-0.0884
21.0,-3.956,-3.919,-5.005,-4.121,-4.715,-4.464,-4.015,-4.1,0.07802,-3.5,-3.593,-0.113,-0.0884
21.5,-3.711,-3.583,-4.795,-3.796,-4.49,-4.151,-3.765,-3.754,0.07712,-3.216,-3.203,-0.1169,-0.0884
22.0,-3.459,-3.252,-4.584,-3.48,-4.262,-3.847,-3.53,-3.434,0.07728,-2.975,-2.864,-0.1154,-0.0884
22.5,-3.228,-2.958,-4.391,-3.202,-4.052,-3.581,-3.313,-3.15,0.0765,-2.751,-2.564,-0.1144,-0.0884
23.0,-2.969,-2.632,-4.169,-2.885,-3.81,-3.279,-2.992,-2.781,0.07288,-2.354,-2.105,-0.1279,-0.0884
23.5,-2.731,-2.343,-3.968,-2.609,-3.595,-3.014,-2.743,-2.486,0.0716,-2.082,-1.772,-0.1308,-0.0884
24.0,-2.471,-2.019,-3.749,-2.299,-3.357,-2.718,-2.504,-2.186,0.07285,-1.844,-1.46,-0.1274,-0.0884
24.5,-2.212,-1.694,-3.529,-1.986,-3.12,-2.419,-2.231,-1.895,0.07384,-1.572,-1.139,-0.1264,-0.0884
25.0,-1.977,-1.402,-3.328,-1.703,-2.903,-2.147,-1.909,-1.575,0.07031,-1.205,-0.732,-0.1373,-0.0884
25.5,-1.714,-1.081,-3.101,-1.39,-2.66,-1.847,-1.683,-1.274,0.07211,-0.979,-0.426,-0.1325,-0.0884
26.0,-1.479,-0.79,-2.907,-1.114,-2.45,-1.583,-1.485,-1.027,0.07446,-0.802,-0.188,-0.1262,-0.0884
26.5,-1.253,-0.445,-2.723,-0.785,-2.244,-1.267,-1.243,-0.68,0.07313,-0.539,0.205,-0.1289,-0.0884
27.0,-1.076,-0.07,-2.588,-0.44,-2.089,-0.931,-1.062,-0.322,0.07244,-0.356,0.6,-0.1296,-0.0884
27.5,-0.932,0.275,-2.479,-0.125,-1.962,-0.622,-0.872,0.016,0.07051,-0.159,0.997,-0.1337,-0.0884
28.0,-0.765,0.655,-2.344,0.237,-1.806,-0.27,-0.714,0.37,0.07193,-0.011,1.371,-0.1309,-0.0884
28.5,-0.574,1.024,-2.19,0.587,-1.63,0.07,-0.526,0.717,0.07232,0.171,1.739,-0.1291,-0.0884
29.0,-0.395,1.353,-2.048,0.892,-1.47,0.366,-0.329,1.036,0.07174,0.377,2.103,-0.1311,-0.0884
29.5,-0.194,1.717,-1.886,1.237,-1.284,0.698,-0.138,1.369,0.07315,0.564,2.456,-0.1287,-0.0884
30.0,-0.032,2.049,-1.762,1.547,-1.143,1.001,0.006,1.662,0.07462,0.688,2.756,-0.1254,-0.0884
30.5,0.095,2.441,-1.672,1.908,-1.03,1.356,0.095,2.026,0.07134,0.959,3.337,-0.1376,-0.0884
31.0,0.27,2.813,-1.531,2.264,-0.868,1.702,0.26,2.396,0.07231,1.137,3.749,-0.1377,-0.0884
31.5,0.426,3.153,-1.409,2.585,-0.727,2.016,0.405,2.72,0.07335,1.281,4.101,-0.1365,-0.0884
32.0,0.625,3.514,-1.251,2.918,-0.549,2.337,0.571,3.035,0.07574,1.444,4.426,-0.1332,-0.0884
32.5,0.82,3.833,-1.101,3.208,-0.38,2.618,0.758,3.332,0.07615,1.638,4.756,-0.1334,-0.0884
