t,own_known,merged_known,total
1.2,0,0,45369
2.0,0,0,45369
3.0,0,43,45369
4.0,3081,4328,45369
5.0,4203,5984,45369
6.0,5163,7082,45369
7.0,5709,7707,45369
8.0,6347,8209,45369
9.0,6825,8677,45369
10.0,7272,9185,45369
11.0,7673,9965,45369
12.0,8086,10959,45369
13.0,8369,11602,45369
14.0,8634,12336,45369
15.0,9057,13110,45369
16.0,9855,13629,45369
17.0,10874,14385,45369
18.0,11334,15113,45369
19.0,11978,15860,45369
20.0,12657,16716,45369
21.0,13292,17633,45369
22.0,13689,18561,45369
23.0,14267,19328,45369
24.0,14878,20319,45369
25.0,15523,21213,45369
26.0,16209,22002,45369
27.0,16929,22791,45369
28.0,17594,23568,45369
29.0,18251,24369,45369
30.0,18859,25257,45369
31.0,19447,26207,45369
32.0,20115,27183,45369
33.0,20525,28049,45369
34.0,21036,28877,45369
35.0,21571,29839,45369
36.0,22121,30749,45369
37.0,22605,31322,45369
38.0,23064,31950,45369
39.0,23437,32440,45369
40.0,23807,32711,45369
41.0,24386,33089,45369
42.0,24765,33288,45369
43.0,25006,33353,45369
44.0,25268,33388,45369
45.0,25424,33417,45369
46.0,25608,33446,45369
47.0,25787,33474,45369
48.0,25986,33496,45369
49.0,26147,33513,45369
50.0,26255,33526,45369
51.0,26408,33544,45369
52.0,26513,33549,45369
53.0,26564,33555,45369
54.0,26673,33560,45369
55.0,26811,33591,45369
56.0,26966,33664,45369
57.0,27102,33747,45369
58.0,27369,33926,45369
59.0,27638,34161,45369
60.0,27876,34338,45369
61.0,28217,34568,45369
62.0,28582,34839,45369
63.0,28791,35085,45369
64.0,29188,35308,45369
65.0,29583,35654,45369
66.0,29939,35992,45369
67.0,30249,36345,45369
68.0,30626,36642,45369
69.0,30983,36789,45369
70.0,31151,36935,45369
71.0,31389,36998,45369
72.0,31566,37076,45369
73.0,31745,37130,45369
74.0,31850,37201,45369
75.0,32019,37327,45369
76.0,32157,37487,45369
77.0,32254,37617,45369
78.0,32314,37669,45369
79.0,32368,37717,45369
80.0,32412,37742,45369
81.0,32438,37769,45369
82.0,32453,37797,45369
83.0,32457,37803,45369
84.0,32461,37811,45369
85.0,32489,37816,45369
86.0,32538,37817,45369
87.0,32577,37821,45369
88.0,32636,37823,45369
89.0,32661,37825,45369
90.0,32720,37825,45369
91.0,32751,37825,45369
92.0,32768,37825,45369
93.0,32789,37825,45369
94.0,32794,37825,45369
95.0,32802,37825,45369
96.0,32814,37825,45369
97.0,32836,37825,45369
98.0,32845,37825,45369
99.0,32856,37825,45369
100.0,32862,37837,45369
101.0,32868,37859,45369
102.0,32863,37885,45369
103.0,32869,37929,45369
104.0,32903,37959,45369
105.0,32950,37979,45369
106.0,32999,38013,45369
107.0,33072,38111,45369
108.0,33151,38316,45369
109.0,33185,38621,45369
110.0,33264,38868,45369
111.0,33381,39319,45369
112.0,33538,39868,45369
113.0,33714,40226,45369
114.0,34004,40741,45369
115.0,34257,41175,45369
116.0,34806,41472,45369
117.0,35406,41904,45369
118.0,35745,42201,45369
119.0,36239,42374,45369
120.0,36742,42594,45369
121.0,37142,42769,45369
122.0,37307,42858,45369
123.0,37497,42961,45369
124.0,37605,43021,45369
125.0,37688,43082,45369
126.0,37789,43151,45369
127.0,37819,43178,45369
128.0,37845,43197,45369
129.0,37890,43226,45369
130.0,37968,43290,45369
131.0,38071,43396,45369
132.0,38209,43553,45369
133.0,38298,43658,45369
134.0,38353,43726,45369
135.0,38377,43797,45369
136.0,38405,43828,45369
137.0,38427,43843,45369
138.0,38442,43866,45369
139.0,38443,43895,45369
140.0,38452,43910,45369
141.0,38467,43923,45369
142.0,38475,43933,45369
143.0,38500,43936,45369
144.0,38511,43937,45369
145.0,38524,43938,45369
146.0,38560,43938,45369
147.0,38599,43939,45369
148.0,38611,43958,45369
149.0,38610,44018,45369
150.0,38612,44095,45369
151.0,38615,44150,45369
152.0,38613,44197,45369
153.0,38610,44212,45369
154.0,38609,44222,45369
155.0,38605,44227,45369
156.0,38612,44231,45369
157.0,38612,44234,45369
158.0,38623,44234,45369
159.0,38627,44234,45369
160.0,38636,44235,45369
161.0,38634,44237,45369
162.0,38636,44237,45369
163.0,38634,44238,45369
164.0,38638,44238,45369
165.0,38640,44240,45369
166.0,38636,44241,45369
167.0,38638,44241,45369
168.0,38643,44241,45369
169.0,38634,44241,45369
170.0,38633,44241,45369
171.0,38624,44243,45369
172.0,38623,44243,45369
173.0,38630,44243,45369
174.0,38627,44243,45369
175.0,38624,44243,45369
176.0,38619,44244,45369
177.0,38622,44246,45369
178.0,38623,44249,45369
179.0,38625,44253,45369
180.0,38621,44254,45369
181.0,38624,44254,45369
182.0,38616,44254,45369
183.0,38634,44255,45369
184.0,38636,44258,45369
185.0,38634,44258,45369
186.0,38636,44258,45369
187.0,38637,44258,45369
188.0,38635,44258,45369
189.0,38627,44258,45369
190.0,38627,44259,45369
191.0,38634,44259,45369
192.0,38633,44259,45369
193.0,38619,44259,45369
194.0,38614,44259,45369
195.0,38624,44259,45369
196.0,38617,44259,45369
197.0,38625,44259,45369
198.0,38632,44259,45369
199.0,38636,44259,45369
200.0,38632,44260,45369
201.0,38639,44260,45369
202.0,38641,44260,45369
203.0,38643,44260,45369
204.0,38644,44264,45369
205.0,38649,44264,45369
206.0,38643,44266,45369
207.0,38644,44267,45369
208.0,38638,44268,45369
209.0,38635,44268,45369
210.0,38636,44268,45369
211.0,38630,44268,45369
212.0,38640,44269,45369
213.0,38639,44271,45369
214.0,38640,44273,45369
215.0,38637,44274,45369
216.0,38640,44274,45369
217.0,38646,44275,45369
218.0,38659,44277,45369
219.0,38661,44279,45369
220.0,38662,44283,45369
221.0,38657,44284,45369
222.0,38659,44287,45369
223.0,38661,44287,45369
224.0,38654,44287,45369
225.0,38657,44287,45369
226.0,38662,44288,45369
227.0,38656,44289,45369
228.0,38657,44290,45369
229.0,38648,44291,45369
230.0,38648,44293,45369
231.0,38651,44295,45369
232.0,38648,44295,45369
233.0,38638,44295,45369
234.0,38640,44295,45369
235.0,38643,44295,45369
236.0,38641,44295,45369
237.0,38647,44295,45369
238.0,38650,44296,45369
239.0,38635,44296,45369
240.0,38637,44296,45369
241.0,38626,44299,45369
242.0,38629,44299,45369
243.0,38634,44299,45369
244.0,38628,44299,45369
245.0,38633,44299,45369
246.0,38633,44299,45369
247.0,38637,44300,45369
248.0,38632,44300,45369
249.0,38628,44300,45369
250.0,38626,44300,45369
251.0,38624,44300,45369
252.0,38613,44300,45369
253.0,38621,44300,45369
254.0,38630,44300,45369
255.0,38625,44300,45369
256.0,38635,44300,45369
257.0,38632,44300,45369
258.0,38634,44300,45369
259.0,38636,44300,45369
260.0,38637,44300,45369
261.0,38640,44302,45369
262.0,38640,44302,45369
263.0,38641,44303,45369
264.0,38641,44303,45369
265.0,38645,44303,45369
266.0,38642,44303,45369
267.0,38643,44303,45369
268.0,38643,44303,45369
269.0,38645,44303,45369
270.0,38643,44303,45369
271.0,38647,44303,45369
272.0,38652,44303,45369
273.0,38656,44303,45369
274.0,38654,44303,45369
275.0,38657,44304,45369
276.0,38655,44304,45369
