t,tx,rx,relayed,dup_dropped
2.0,5,6,5,5
4.0,15,19,18,18
6.0,25,39,38,38
8.0,35,59,58,58
10.0,45,79,78,76
12.0,55,99,98,96
14.0,65,119,118,115
16.0,75,139,138,135
18.0,85,160,158,155
20.0,95,180,178,175
22.0,105,201,198,195
24.0,115,221,218,215
26.0,125,241,237,231
28.0,135,263,256,250
30.0,145,285,276,269
32.0,155,307,295,288
34.0,165,331,315,306
36.0,175,353,335,326
38.0,187,379,359,347
40.0,199,405,381,358
42.0,210,420,393,359
44.0,222,438,408,365
46.0,232,460,428,385
48.0,242,482,448,405
50.0,252,504,468,425
52.0,262,526,488,445
54.0,272,548,507,463
56.0,282,571,526,478
58.0,292,594,546,498
60.0,302,617,566,518
62.0,312,637,586,538
64.0,322,660,606,558
66.0,332,682,626,577
68.0,343,706,646,597
70.0,355,730,668,619
72.0,366,756,692,642
74.0,378,782,716,666
76.0,390,806,738,688
78.0,401,832,762,712
80.0,412,857,785,735
82.0,422,879,805,755
84.0,432,901,825,775
86.0,442,923,845,795
88.0,452,945,865,815
90.0,462,967,885,835
92.0,472,989,905,855
94.0,482,1011,925,875
96.0,492,1033,944,893
98.0,502,1056,964,911
100.0,512,1077,984,931
102.0,522,1098,1004,951
104.0,532,1120,1024,971
106.0,542,1142,1044,990
108.0,552,1165,1064,1010
110.0,563,1188,1084,1030
112.0,572,1209,1104,1050
114.0,582,1231,1124,1070
116.0,593,1255,1146,1091
118.0,605,1279,1168,1113
120.0,616,1305,1192,1137
122.0,628,1331,1216,1161
124.0,640,1355,1238,1183
126.0,651,1381,1262,1207
128.0,662,1404,1283,1228
130.0,672,1427,1303,1248
132.0,682,1449,1323,1268
134.0,692,1471,1343,1288
136.0,702,1493,1363,1307
138.0,712,1515,1383,1327
140.0,722,1537,1402,1345
142.0,732,1558,1422,1365
144.0,742,1578,1442,1385
146.0,752,1598,1462,1405
148.0,762,1618,1481,1424
150.0,772,1638,1501,1444
152.0,782,1658,1521,1464
154.0,792,1678,1541,1484
156.0,802,1699,1561,1504
158.0,812,1719,1581,1524
160.0,822,1739,1601,1544
162.0,832,1759,1621,1564
164.0,842,1779,1641,1584
166.0,852,1799,1661,1604
168.0,862,1819,1681,1624
170.0,872,1840,1701,1644
172.0,882,1860,1721,1664
174.0,892,1880,1741,1684
176.0,902,1900,1761,1704
178.0,912,1920,1781,1724
180.0,922,1940,1801,1744
182.0,932,1960,1821,1764
184.0,942,1980,1841,1784
186.0,952,2000,1861,1804
188.0,962,2020,1881,1824
190.0,972,2040,1901,1844
192.0,982,2060,1921,1864
194.0,992,2081,1941,1884
196.0,1002,2101,1961,1904
198.0,1012,2121,1981,1924
200.0,1022,2141,2001,1944
202.0,1032,2161,2021,1964
204.0,1042,2182,2041,1984
206.0,1052,2202,2061,2004
208.0,1062,2223,2081,2024
210.0,1072,2243,2101,2044
212.0,1082,2263,2121,2064
214.0,1092,2284,2141,2084
216.0,1102,2304,2161,2104
218.0,1112,2324,2181,2124
220.0,1122,2344,2201,2144
222.0,1132,2364,2221,2164
224.0,1142,2384,2241,2184
226.0,1152,2404,2261,2204
228.0,1162,2424,2281,2224
230.0,1172,2444,2301,2244
232.0,1182,2465,2321,2264
234.0,1192,2486,2341,2284
236.0,1202,2506,2361,2304
238.0,1212,2526,2381,2324
240.0,1223,2546,2401,2344
242.0,1232,2566,2421,2364
244.0,1242,2586,2441,2384
246.0,1252,2606,2461,2404
248.0,1262,2626,2481,2424
250.0,1272,2646,2501,2444
252.0,1282,2666,2521,2463
254.0,1292,2686,2541,2483
256.0,1302,2706,2561,2503
258.0,1312,2726,2581,2523
260.0,1322,2746,2601,2543
262.0,1332,2766,2621,2563
264.0,1342,2786,2641,2583
266.0,1352,2807,2661,2603
268.0,1362,2828,2681,2623
270.0,1372,2848,2701,2643
272.0,1382,2868,2721,2663
274.0,1392,2888,2741,2683
276.0,1402,2908,2761,2703
