t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
1.5,-12.8,-10.2,-12.8,-10.2,-12.8,-10.2,-12.74,-10.261,0.04001,-12.74,-10.261,0.0,0.0701
2.0,-12.686,-10.087,-12.681,-10.084,-12.679,-10.085,-12.61,-10.155,0.04029,-12.61,-10.155,-0.0,0.0701
2.5,-12.686,-10.087,-12.682,-10.083,-12.681,-10.084,-12.58,-10.192,0.04002,-12.58,-10.192,0.0001,0.0701
3.0,-12.664,-10.138,-12.658,-10.14,-12.66,-10.141,-12.554,-10.268,0.04003,-12.554,-10.268,0.0004,0.0701
3.5,-12.675,-10.211,-12.669,-10.217,-12.673,-10.218,-12.603,-10.346,0.04004,-12.603,-10.346,0.0012,0.0701
4.0,-12.675,-10.211,-12.669,-10.217,-12.673,-10.218,-12.598,-10.345,0.04002,-12.598,-10.345,0.0011,0.0701
4.5,-12.654,-10.231,-12.644,-10.236,-12.649,-10.238,-12.612,-10.35,0.04006,-12.612,-10.35,0.0019,0.0701
5.0,-12.496,-10.229,-12.47,-10.218,-12.475,-10.232,-12.424,-10.312,0.04038,-12.424,-10.312,0.0019,0.0701
5.5,-12.315,-10.13,-12.287,-10.103,-12.287,-10.124,-12.251,-10.19,0.04068,-12.252,-10.19,0.0028,0.0701
6.0,-12.091,-9.934,-12.056,-9.879,-12.045,-9.913,-12.014,-9.974,0.04152,-12.015,-9.975,0.0031,0.0701
6.5,-11.898,-9.737,-11.859,-9.658,-11.839,-9.701,-11.816,-9.782,0.042,-11.819,-9.784,0.0048,0.0701
7.0,-11.642,-9.475,-11.602,-9.37,-11.57,-9.423,-11.579,-9.501,0.04402,-11.587,-9.508,0.0092,0.0701
7.5,-11.388,-9.23,-11.338,-9.091,-11.295,-9.156,-11.299,-9.233,0.04635,-11.307,-9.241,0.0079,0.0701
8.0,-11.141,-8.985,-11.081,-8.811,-11.026,-8.888,-11.039,-8.986,0.04959,-11.055,-9.0,0.0126,0.0701
8.5,-10.883,-8.676,-10.823,-8.467,-10.754,-8.555,-10.789,-8.652,0.054,-10.814,-8.678,0.0175,0.0701
9.0,-10.648,-8.335,-10.586,-8.092,-10.502,-8.19,-10.567,-8.304,0.05973,-10.612,-8.356,0.0285,0.0701
9.5,-10.416,-8.043,-10.351,-7.773,-10.253,-7.882,-10.356,-7.989,0.06515,-10.417,-8.068,0.0365,0.0701
10.0,-10.133,-7.743,-10.056,-7.438,-9.943,-7.56,-10.059,-7.673,0.07129,-10.139,-7.773,0.0412,0.0701
10.5,-9.847,-7.512,-9.76,-7.184,-9.636,-7.32,-9.776,-7.406,0.07661,-9.859,-7.515,0.0401,0.0701
11.0,-9.487,-7.344,-9.394,-7.001,-9.262,-7.154,-9.404,-7.231,0.08402,-9.495,-7.338,0.0376,0.0701
11.5,-9.124,-7.265,-9.007,-6.901,-8.87,-7.073,-8.995,-7.211,0.0901,-9.139,-7.337,0.0482,0.0701
12.0,-8.781,-7.226,-8.643,-6.845,-8.503,-7.038,-8.634,-7.154,0.09742,-8.782,-7.275,0.0447,0.0701
12.5,-8.442,-7.218,-8.282,-6.821,-8.142,-7.03,-8.253,-7.192,0.10335,-8.419,-7.3,0.0447,0.0701
13.0,-8.253,-7.259,-8.082,-6.86,-7.943,-7.075,-8.036,-7.296,0.10658,-8.222,-7.392,0.0473,0.0701
13.5,-8.232,-7.289,-8.055,-6.892,-7.918,-7.109,-8.024,-7.3,0.10645,-8.222,-7.412,0.0499,0.0701
14.0,-7.944,-7.484,-7.732,-7.087,-7.604,-7.316,-7.714,-7.503,0.11022,-7.929,-7.61,0.0508,0.0701
14.5,-7.93,-7.499,-7.725,-7.099,-7.598,-7.328,-7.696,-7.525,0.10581,-7.875,-7.61,0.0432,0.0701
15.0,-7.808,-7.648,-7.588,-7.25,-7.462,-7.481,-7.564,-7.676,0.10221,-7.746,-7.757,0.0433,0.0701
15.5,-7.454,-7.847,-7.204,-7.462,-7.078,-7.693,-7.2,-7.884,0.10264,-7.433,-7.978,0.0521,0.0701
16.0,-7.114,-7.97,-6.834,-7.59,-6.709,-7.821,-6.827,-7.998,0.09018,-7.018,-8.064,0.0418,0.0701
16.5,-6.709,-8.001,-6.409,-7.619,-6.284,-7.85,-6.347,-8.037,0.07639,-6.4,-8.035,0.0106,0.0701
17.0,-6.341,-7.968,-6.014,-7.581,-5.889,-7.813,-5.948,-7.992,0.06926,-5.986,-7.985,0.0073,0.0701
17.5,-5.95,-7.855,-5.601,-7.458,-5.476,-7.686,-5.512,-7.846,0.06308,-5.514,-7.828,-0.0012,0.0701
18.0,-5.587,-7.662,-5.21,-7.248,-5.087,-7.474,-5.144,-7.647,0.05872,-5.169,-7.638,0.0048,0.0701
18.5,-5.294,-7.438,-4.902,-7.01,-4.78,-7.235,-4.841,-7.404,0.05393,-4.865,-7.396,0.0049,0.0701
19.0,-5.011,-7.14,-4.604,-6.692,-4.486,-6.913,-4.48,-7.057,0.04817,-4.461,-7.024,-0.0094,0.0701
19.5,-4.804,-6.833,-4.385,-6.365,-4.269,-6.585,-4.248,-6.742,0.0444,-4.229,-6.703,-0.0109,0.0701
20.0,-4.613,-6.466,-4.18,-5.971,-4.069,-6.189,-4.114,-6.357,0.04411,-4.108,-6.338,-0.0007,0.0701
20.5,-4.46,-6.081,-4.014,-5.56,-3.904,-5.777,-3.94,-5.954,0.04301,-3.937,-5.932,-0.0012,0.0701
21.0,-4.336,-5.728,-3.875,-5.178,-3.769,-5.394,-3.816,-5.587,0.04351,-3.82,-5.571,0.0012,0.0701
21.5,-4.194,-5.337,-3.721,-4.771,-3.615,-4.987,-3.73,-5.18,0.04454,-3.737,-5.192,0.0089,0.0701
22.0,-4.039,-4.951,-3.548,-4.356,-3.446,-4.571,-3.59,-4.77,0.04562,-3.602,-4.799,0.0124,0.0701
22.5,-3.887,-4.61,-3.38,-3.99,-3.285,-4.202,-3.319,-4.4,0.04614,-3.324,-4.381,0.0003,0.0701
23.0,-3.707,-4.235,-3.184,-3.593,-3.085,-3.807,-3.157,-4.006,0.04746,-3.164,-4.004,0.004,0.0701
23.5,-3.536,-3.902,-2.999,-3.241,-2.905,-3.452,-2.995,-3.614,0.04801,-2.988,-3.61,0.0025,0.0701
24.0,-3.327,-3.543,-2.772,-2.859,-2.68,-3.069,-2.761,-3.225,0.04927,-2.752,-3.216,0.0011,0.0701
24.5,-3.109,-3.189,-2.534,-2.481,-2.447,-2.688,-2.559,-2.855,0.05077,-2.558,-2.866,0.005,0.0701
25.0,-2.903,-2.877,-2.309,-2.147,-2.224,-2.353,-2.366,-2.524,0.05197,-2.371,-2.557,0.0083,0.0701
25.5,-2.669,-2.533,-2.059,-1.786,-1.973,-1.992,-2.083,-2.179,0.05329,-2.094,-2.203,0.0068,0.0701
26.0,-2.453,-2.227,-1.821,-1.454,-1.737,-1.659,-1.862,-1.841,0.05425,-1.873,-1.872,0.0076,0.0701
26.5,-2.206,-1.892,-1.552,-1.093,-1.469,-1.298,-1.6,-1.475,0.0554,-1.61,-1.51,0.0076,0.0701
27.0,-1.962,-1.555,-1.297,-0.746,-1.213,-0.951,-1.317,-1.143,0.05666,-1.333,-1.171,0.0065,0.0701
27.5,-1.742,-1.252,-1.058,-0.422,-0.977,-0.625,-1.065,-0.833,0.05779,-1.09,-0.863,0.0068,0.0701
28.0,-1.498,-0.916,-0.796,-0.067,-0.72,-0.266,-0.813,-0.479,0.05915,-0.841,-0.517,0.0077,0.0701
28.5,-1.244,-0.587,-0.522,0.284,-0.447,0.086,-0.517,-0.152,0.06064,-0.559,-0.196,0.0084,0.0701
29.0,-1.015,-0.291,-0.274,0.6,-0.199,0.401,-0.278,0.168,0.0613,-0.317,0.121,0.0084,0.0701
29.5,-0.757,0.035,0.006,0.948,0.083,0.747,0.02,0.517,0.06223,-0.016,0.483,0.0066,0.0701
30.0,-0.526,0.33,0.256,1.266,0.338,1.061,0.233,0.827,0.06346,0.192,0.76,0.0102,0.0701
30.5,-0.271,0.659,0.528,1.612,0.611,1.407,0.527,1.179,0.0638,0.492,1.132,0.0076,0.0701
31.0,-0.012,0.984,0.806,1.955,0.886,1.752,0.748,1.522,0.0655,0.707,1.432,0.012,0.0701
31.5,0.229,1.27,1.058,2.25,1.135,2.049,1.009,1.796,0.0663,0.954,1.692,0.0134,0.0701
32.0,0.493,1.592,1.335,2.584,1.411,2.384,1.288,2.127,0.06695,1.231,2.02,0.0133,0.0701
32.5,0.727,1.884,1.592,2.9,1.669,2.7,1.591,2.426,0.06755,1.525,2.337,0.0114,0.0701
33.0,0.992,2.204,1.881,3.244,1.957,3.043,1.895,2.769,0.06811,1.831,2.693,0.0098,0.0701
33.5,1.259,2.523,2.171,3.588,2.243,3.391,2.149,3.114,0.06946,2.082,3.01,0.0123,0.0701
34.0,1.498,2.811,2.426,3.89,2.496,3.694,2.368,3.419,0.07022,2.301,3.29,0.0143,0.0701
34.5,1.769,3.126,2.72,4.229,2.791,4.033,2.624,3.744,0.07108,2.545,3.568,0.0183,0.0701
35.0,2.04,3.442,3.015,4.569,3.086,4.372,2.888,4.083,0.07218,2.804,3.878,0.0204,0.0701
35.5,2.285,3.725,3.28,4.871,3.35,4.676,3.153,4.346,0.07186,3.04,4.096,0.0243,0.0701
36.0,2.551,4.044,3.569,5.217,3.643,5.017,3.41,4.685,0.07302,3.29,4.398,0.0269,0.0701
36.5,2.787,4.335,3.818,5.521,3.889,5.324,3.623,5.001,0.07329,3.504,4.691,0.028,0.0701
37.0,3.054,4.654,4.109,5.866,4.182,5.667,3.927,5.359,0.07277,3.819,5.079,0.0249,0.0701
37.5,3.32,4.974,4.399,6.21,4.47,6.013,4.202,5.727,0.07262,4.108,5.462,0.023,0.0701
38.0,3.559,5.262,4.652,6.513,4.724,6.315,4.418,6.032,0.0731,4.322,5.736,0.025,0.0701
38.5,3.829,5.578,4.947,6.853,5.017,6.657,4.713,6.365,0.072,4.614,6.068,0.0249,0.0701
39.0,4.075,5.86,5.212,7.155,5.28,6.96,4.983,6.657,0.07212,4.875,6.353,0.0251,0.0701
39.5,4.337,6.183,5.499,7.505,5.564,7.312,5.252,7.002,0.07285,5.139,6.679,0.0261,0.0701
40.0,4.599,6.505,5.777,7.844,5.842,7.65,5.514,7.33,0.07361,5.392,6.981,0.0277,0.0701
40.5,4.835,6.796,6.029,8.149,6.092,7.958,5.745,7.624,0.07142,5.62,7.257,0.0289,0.0701
41.0,5.101,7.116,6.315,8.49,6.373,8.303,6.002,7.955,0.07245,5.863,7.548,0.0314,0.0701
41.5,5.361,7.44,6.59,8.83,6.649,8.642,6.229,8.266,0.07142,6.073,7.79,0.036,0.0701
42.0,5.592,7.735,6.841,9.149,6.897,8.964,6.445,8.572,0.07207,6.273,8.046,0.0389,0.0701
42.5,5.846,8.064,7.118,9.504,7.175,9.318,6.665,8.9,0.07025,6.482,8.303,0.0434,0.0701
43.0,6.057,8.336,7.345,9.792,7.403,9.605,6.84,9.193,0.06973,6.651,8.546,0.0459,0.0701
43.5,6.24,8.569,7.546,10.047,7.601,9.862,7.059,9.401,0.06563,6.878,8.782,0.0451,0.0701
44.0,6.366,8.736,7.683,10.227,7.736,10.043,7.227,9.591,0.063,7.07,9.042,0.0406,0.0701
44.5,6.496,8.927,7.818,10.426,7.866,10.246,7.295,9.775,0.06117,7.142,9.183,0.0436,0.0701
45.0,6.703,9.275,8.044,10.797,8.092,10.616,7.514,10.136,0.06125,7.354,9.536,0.0438,0.0701
45.5,6.945,9.544,8.311,11.082,8.354,10.906,7.682,10.432,0.06105,7.501,9.763,0.0474,0.0701
46.0,7.288,9.75,8.675,11.29,8.714,11.118,8.017,10.665,0.06099,7.811,10.002,0.0469,0.0701
46.5,7.677,9.878,9.089,11.42,9.128,11.252,8.451,10.73,0.05852,8.202,10.074,0.0488,0.0701
47.0,8.043,9.937,9.485,11.479,9.524,11.31,8.904,10.645,0.05494,8.606,10.047,0.0509,0.0701
47.5,8.456,9.952,9.918,11.492,9.957,11.323,9.264,10.68,0.05086,8.917,10.068,0.0526,0.0701
48.0,8.866,9.911,10.356,11.444,10.395,11.277,9.617,10.386,0.04172,9.297,9.923,0.0563,0.0701
48.5,9.228,9.828,10.738,11.354,10.777,11.187,9.855,10.323,0.04064,9.56,9.838,0.0587,0.0701
49.0,9.452,9.74,10.978,11.254,11.017,11.087,10.04,10.127,0.04035,9.815,9.771,0.0576,0.0701
49.5,9.517,9.571,11.048,11.07,11.085,10.903,10.103,9.932,0.0401,9.927,9.644,0.0561,0.0701
50.0,9.651,9.29,11.198,10.778,11.232,10.609,10.173,9.594,0.04026,10.037,9.365,0.0565,0.0701
50.5,9.914,9.038,11.489,10.512,11.522,10.342,10.456,9.279,0.04047,10.333,9.059,0.0568,0.0701
51.0,10.22,8.823,11.819,10.284,11.851,10.112,10.829,8.998,0.04053,10.701,8.807,0.0564,0.0701
51.5,10.563,8.589,12.183,10.037,12.216,9.867,11.225,8.7,0.04059,11.076,8.544,0.0562,0.0701
52.0,10.857,8.36,12.504,9.788,12.537,9.617,11.534,8.46,0.04055,11.386,8.326,0.0561,0.0701
52.5,11.16,8.078,12.827,9.489,12.857,9.314,11.74,8.172,0.04051,11.601,8.062,0.0569,0.0701
53.0,11.438,7.771,13.125,9.162,13.152,8.985,12.055,7.878,0.04059,11.914,7.792,0.0566,0.0701
53.5,11.659,7.471,13.365,8.842,13.387,8.662,12.259,7.574,0.04053,12.124,7.512,0.0567,0.0701
