t,own_known,merged_known,total
1.0,79,79,45369
2.0,3213,3213,45369
3.0,4429,4433,45369
4.0,5138,5921,45369
5.0,5681,6982,45369
6.0,6027,7492,45369
7.0,6224,8033,45369
8.0,6468,8531,45369
9.0,6638,8973,45369
10.0,6981,9512,45369
11.0,7300,9922,45369
12.0,7584,10713,45369
13.0,7922,11694,45369
14.0,8314,12512,45369
15.0,8762,13237,45369
16.0,9295,13846,45369
17.0,9847,14407,45369
18.0,10476,14819,45369
19.0,11386,15477,45369
20.0,12300,16256,45369
21.0,13054,17054,45369
22.0,13654,17865,45369
23.0,14291,18671,45369
24.0,14865,19518,45369
25.0,15428,20320,45369
26.0,15949,21068,45369
27.0,16444,21746,45369
28.0,16819,22359,45369
29.0,17519,22942,45369
30.0,18411,23568,45369
31.0,19300,24312,45369
32.0,20096,25084,45369
33.0,20594,25869,45369
34.0,21270,26577,45369
35.0,21876,27609,45369
36.0,22198,28508,45369
37.0,22631,29270,45369
38.0,22952,29732,45369
39.0,23074,30089,45369
40.0,23302,30334,45369
41.0,23610,30469,45369
42.0,24210,30632,45369
43.0,24565,30748,45369
44.0,25005,30888,45369
45.0,25304,31014,45369
46.0,25502,31104,45369
47.0,25641,31163,45369
48.0,25811,31223,45369
49.0,25978,31258,45369
50.0,26072,31285,45369
51.0,26175,31331,45369
52.0,26211,31378,45369
53.0,26225,31448,45369
54.0,26243,31554,45369
55.0,26275,31712,45369
56.0,26318,31826,45369
57.0,26351,32006,45369
58.0,26439,32222,45369
59.0,26558,32483,45369
60.0,26734,32668,45369
61.0,26986,32937,45369
62.0,27169,33232,45369
63.0,27418,33565,45369
64.0,27667,33880,45369
65.0,27981,34164,45369
66.0,28278,34543,45369
67.0,28510,34843,45369
68.0,28871,35222,45369
69.0,29227,35446,45369
70.0,29394,35547,45369
71.0,29664,35652,45369
72.0,29789,35726,45369
73.0,29841,35788,45369
74.0,29902,35820,45369
75.0,29929,35848,45369
76.0,29938,35856,45369
77.0,29954,35873,45369
78.0,29963,35874,45369
79.0,29987,35883,45369
80.0,30002,35886,45369
81.0,30004,35895,45369
82.0,30035,35915,45369
83.0,30056,35943,45369
84.0,30062,35980,45369
85.0,30070,36000,45369
86.0,30075,36021,45369
87.0,30082,36037,45369
88.0,30095,36053,45369
89.0,30101,36071,45369
90.0,30101,36087,45369
91.0,30103,36099,45369
92.0,30106,36116,45369
93.0,30111,36144,45369
94.0,30122,36170,45369
95.0,30129,36205,45369
96.0,30159,36245,45369
97.0,30169,36278,45369
98.0,30183,36316,45369
99.0,30197,36336,45369
100.0,30197,36349,45369
101.0,30211,36354,45369
102.0,30219,36363,45369
103.0,30257,36386,45369
104.0,30338,36406,45369
105.0,30478,36425,45369
106.0,30623,36439,45369
107.0,30938,36542,45369
108.0,31239,36857,45369
109.0,31421,37303,45369
110.0,31604,37687,45369
111.0,31720,38188,45369
112.0,31806,38650,45369
113.0,31954,39140,45369
114.0,32269,39506,45369
115.0,32826,39953,45369
116.0,33357,40434,45369
117.0,34160,41026,45369
118.0,34694,41361,45369
119.0,35457,41876,45369
120.0,36198,42275,45369
121.0,36589,42498,45369
122.0,37074,42712,45369
123.0,37392,42848,45369
124.0,37520,42926,45369
125.0,37716,43009,45369
126.0,37794,43077,45369
127.0,37863,43104,45369
128.0,37876,43139,45369
129.0,37887,43183,45369
130.0,37895,43208,45369
131.0,37928,43227,45369
132.0,37946,43235,45369
133.0,37964,43249,45369
134.0,37986,43257,45369
135.0,38000,43272,45369
136.0,38034,43296,45369
137.0,38060,43310,45369
138.0,38091,43330,45369
139.0,38134,43338,45369
140.0,38190,43341,45369
141.0,38301,43344,45369
142.0,38404,43344,45369
143.0,38519,43346,45369
144.0,38622,43347,45369
145.0,38694,43347,45369
146.0,38721,43347,45369
147.0,38737,43348,45369
148.0,38756,43349,45369
149.0,38760,43350,45369
150.0,38768,43354,45369
151.0,38775,43356,45369
152.0,38782,43357,45369
153.0,38785,43362,45369
154.0,38789,43365,45369
155.0,38788,43367,45369
156.0,38792,43368,45369
157.0,38794,43371,45369
158.0,38791,43372,45369
159.0,38788,43374,45369
160.0,38807,43393,45369
161.0,38840,43421,45369
162.0,38884,43465,45369
163.0,38909,43497,45369
164.0,38934,43511,45369
165.0,38958,43533,45369
166.0,38968,43544,45369
167.0,38989,43556,45369
168.0,39008,43565,45369
169.0,38996,43567,45369
170.0,39002,43571,45369
171.0,39008,43574,45369
172.0,39012,43575,45369
173.0,39011,43583,45369
174.0,39014,43586,45369
175.0,39018,43591,45369
176.0,39020,43596,45369
177.0,39026,43599,45369
178.0,39024,43600,45369
179.0,39028,43602,45369
180.0,39025,43603,45369
181.0,39027,43604,45369
182.0,39035,43607,45369
183.0,39043,43607,45369
184.0,39037,43608,45369
185.0,39042,43608,45369
186.0,39041,43608,45369
187.0,39038,43608,45369
188.0,39027,43609,45369
189.0,39019,43609,45369
190.0,39031,43609,45369
191.0,39038,43609,45369
192.0,39053,43609,45369
193.0,39050,43612,45369
194.0,39055,43619,45369
195.0,39055,43622,45369
196.0,39054,43622,45369
