t,tx,rx,relayed,dup_dropped
2.0,6,8,8,8
4.0,16,29,28,28
6.0,26,49,48,48
8.0,36,70,68,68
10.0,46,90,88,87
12.0,56,110,108,107
14.0,66,130,128,125
16.0,76,150,148,145
18.0,86,172,168,165
20.0,96,194,188,184
22.0,106,217,208,204
24.0,116,239,228,223
26.0,126,262,248,243
28.0,136,285,268,263
30.0,146,305,288,283
32.0,156,326,308,303
34.0,166,349,328,323
36.0,176,371,348,342
38.0,188,397,372,366
40.0,199,421,393,387
42.0,211,447,416,407
44.0,222,472,439,430
46.0,232,494,459,450
48.0,242,516,479,470
50.0,252,538,499,490
52.0,262,560,519,510
54.0,272,582,539,530
56.0,282,604,559,548
58.0,292,626,578,567
60.0,302,648,598,587
62.0,312,669,618,607
64.0,322,691,638,627
66.0,332,713,658,646
68.0,343,737,680,668
70.0,354,762,703,690
72.0,366,787,726,713
74.0,378,813,750,737
76.0,389,838,773,760
78.0,401,863,796,783
80.0,413,887,818,805
82.0,423,909,838,825
84.0,433,931,858,845
86.0,443,953,878,865
88.0,453,975,898,885
90.0,463,997,918,905
92.0,473,1018,938,925
94.0,483,1039,956,939
96.0,493,1060,975,952
98.0,503,1081,994,971
100.0,513,1103,1014,990
102.0,523,1125,1034,1009
104.0,533,1146,1054,1029
106.0,543,1170,1074,1049
108.0,553,1192,1094,1069
110.0,563,1212,1114,1086
112.0,573,1232,1133,1095
114.0,583,1252,1148,1103
116.0,593,1273,1164,1110
118.0,605,1298,1187,1130
120.0,616,1322,1208,1150
122.0,628,1347,1232,1174
124.0,640,1373,1256,1197
126.0,651,1397,1278,1219
128.0,663,1423,1302,1243
130.0,675,1449,1326,1267
132.0,686,1474,1349,1290
134.0,697,1498,1371,1312
136.0,707,1521,1391,1332
138.0,717,1543,1411,1352
140.0,727,1565,1431,1372
142.0,737,1587,1451,1392
144.0,747,1609,1471,1411
146.0,757,1632,1491,1431
148.0,767,1654,1511,1451
150.0,777,1676,1531,1471
152.0,787,1697,1551,1490
154.0,797,1717,1571,1510
156.0,807,1738,1591,1530
158.0,817,1759,1611,1550
160.0,827,1780,1631,1570
162.0,837,1800,1651,1590
164.0,847,1820,1671,1610
166.0,857,1840,1691,1630
168.0,867,1860,1711,1650
170.0,877,1880,1731,1670
172.0,887,1900,1751,1690
174.0,897,1920,1771,1710
176.0,907,1940,1791,1730
178.0,917,1960,1811,1750
180.0,927,1980,1831,1770
182.0,937,2000,1851,1790
184.0,947,2020,1871,1810
186.0,957,2040,1891,1830
188.0,967,2061,1911,1850
190.0,977,2083,1931,1870
192.0,987,2104,1951,1890
194.0,997,2125,1971,1910
196.0,1007,2145,1991,1930
198.0,1017,2166,2011,1950
200.0,1027,2186,2031,1970
202.0,1037,2206,2051,1990
204.0,1047,2226,2071,2010
206.0,1057,2246,2091,2030
208.0,1067,2266,2111,2050
210.0,1077,2286,2131,2070
212.0,1087,2307,2151,2090
214.0,1097,2328,2171,2110
216.0,1107,2349,2191,2130
218.0,1117,2370,2211,2150
220.0,1127,2392,2231,2170
222.0,1137,2413,2251,2190
224.0,1147,2433,2271,2210
226.0,1156,2453,2291,2230
228.0,1166,2474,2311,2250
230.0,1176,2494,2331,2270
232.0,1186,2514,2351,2290
234.0,1196,2534,2371,2309
236.0,1206,2554,2391,2329
238.0,1216,2574,2411,2349
240.0,1226,2594,2431,2369
242.0,1236,2616,2451,2389
244.0,1246,2636,2471,2409
246.0,1256,2656,2491,2429
248.0,1266,2676,2511,2449
250.0,1276,2696,2531,2469
252.0,1286,2717,2551,2489
254.0,1296,2737,2571,2509
256.0,1306,2757,2591,2529
258.0,1316,2778,2611,2549
260.0,1326,2798,2631,2569
262.0,1336,2819,2651,2589
264.0,1346,2839,2671,2609
266.0,1356,2860,2691,2629
268.0,1366,2880,2711,2649
270.0,1376,2901,2731,2669
272.0,1386,2921,2751,2689
274.0,1396,2941,2771,2709
276.0,1406,2962,2791,2729
