t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
1.5,-12.8,-10.2,-12.8,-10.2,-12.8,-10.2,-12.771,-10.207,0.04001,-12.771,-10.207,0.0,0.0403
2.0,-12.8,-10.2,-12.801,-10.2,-12.801,-10.201,-12.829,-10.187,0.04002,-12.829,-10.187,-0.0,0.0403
2.5,-12.783,-10.219,-12.783,-10.223,-12.783,-10.223,-12.841,-10.204,0.04004,-12.841,-10.204,-0.0,0.0403
3.0,-12.766,-10.264,-12.767,-10.271,-12.767,-10.271,-12.824,-10.252,0.0401,-12.824,-10.252,-0.0,0.0403
3.5,-12.766,-10.264,-12.767,-10.272,-12.767,-10.272,-12.824,-10.252,0.04012,-12.824,-10.252,-0.0,0.0403
4.0,-12.766,-10.264,-12.767,-10.272,-12.767,-10.272,-12.784,-10.245,0.04002,-12.784,-10.245,-0.0002,0.0403
4.5,-12.697,-10.282,-12.693,-10.287,-12.693,-10.288,-12.768,-10.266,0.04011,-12.768,-10.266,0.0001,0.0403
5.0,-12.462,-10.195,-12.445,-10.186,-12.443,-10.191,-12.555,-10.171,0.04061,-12.556,-10.171,0.0008,0.0403
5.5,-12.24,-10.035,-12.218,-10.019,-12.217,-10.022,-12.359,-10.011,0.0411,-12.36,-10.011,0.0026,0.0403
6.0,-11.97,-9.803,-11.936,-9.773,-11.933,-9.78,-12.058,-9.796,0.04227,-12.06,-9.797,0.0017,0.0403
6.5,-11.743,-9.585,-11.699,-9.544,-11.694,-9.552,-11.811,-9.545,0.04308,-11.811,-9.545,-0.0008,0.0403
7.0,-11.477,-9.314,-11.424,-9.262,-11.414,-9.275,-11.557,-9.295,0.04571,-11.563,-9.299,0.0058,0.0403
7.5,-11.224,-9.068,-11.162,-9.004,-11.153,-9.017,-11.33,-9.026,0.04872,-11.342,-9.039,0.0114,0.0403
8.0,-10.994,-8.801,-10.923,-8.716,-10.912,-8.73,-11.08,-8.787,0.05183,-11.105,-8.807,0.0168,0.0403
8.5,-10.768,-8.454,-10.697,-8.359,-10.683,-8.375,-10.871,-8.427,0.056,-10.902,-8.46,0.0204,0.0403
9.0,-10.528,-8.116,-10.452,-8.01,-10.435,-8.029,-10.639,-8.057,0.06084,-10.668,-8.096,0.0188,0.0403
9.5,-10.287,-7.832,-10.202,-7.711,-10.18,-7.734,-10.397,-7.802,0.06599,-10.459,-7.872,0.0326,0.0403
10.0,-9.988,-7.554,-9.89,-7.425,-9.867,-7.449,-10.112,-7.501,0.07195,-10.186,-7.59,0.0358,0.0403
10.5,-9.691,-7.37,-9.582,-7.236,-9.557,-7.264,-9.774,-7.303,0.07366,-9.823,-7.359,0.0213,0.0403
11.0,-9.337,-7.249,-9.214,-7.116,-9.191,-7.139,-9.419,-7.172,0.07681,-9.475,-7.232,0.0222,0.0403
11.5,-8.983,-7.216,-8.851,-7.086,-8.828,-7.105,-9.078,-7.153,0.07886,-9.172,-7.237,0.0331,0.0403
12.0,-8.648,-7.219,-8.499,-7.094,-8.475,-7.109,-8.71,-7.166,0.07769,-8.794,-7.23,0.027,0.0403
12.5,-8.309,-7.26,-8.156,-7.141,-8.132,-7.153,-8.374,-7.186,0.07727,-8.449,-7.244,0.0233,0.0403
13.0,-7.981,-7.336,-7.81,-7.223,-7.787,-7.235,-8.065,-7.278,0.07973,-8.203,-7.368,0.0392,0.0403
13.5,-7.599,-7.413,-7.419,-7.304,-7.395,-7.311,-7.707,-7.356,0.08172,-7.911,-7.474,0.0532,0.0403
14.0,-7.197,-7.423,-6.994,-7.311,-6.97,-7.319,-7.306,-7.372,0.08316,-7.561,-7.506,0.0618,0.0403
14.5,-6.829,-7.37,-6.613,-7.258,-6.59,-7.263,-6.901,-7.287,0.07928,-7.085,-7.387,0.0431,0.0403
15.0,-6.437,-7.26,-6.207,-7.143,-6.185,-7.144,-6.426,-7.113,0.07446,-6.457,-7.149,0.007,0.0403
15.5,-6.073,-7.074,-5.819,-6.943,-5.798,-6.941,-6.05,-6.947,0.07719,-6.114,-6.987,0.0134,0.0403
16.0,-5.775,-6.851,-5.51,-6.713,-5.493,-6.706,-5.747,-6.742,0.07769,-5.825,-6.779,0.0154,0.0403
16.5,-5.472,-6.571,-5.195,-6.424,-5.181,-6.415,-5.469,-6.455,0.07977,-5.608,-6.531,0.0275,0.0403
17.0,-5.239,-6.283,-4.957,-6.129,-4.945,-6.118,-5.215,-6.177,0.07645,-5.321,-6.229,0.0204,0.0403
17.5,-5.019,-5.932,-4.726,-5.762,-4.717,-5.749,-4.986,-5.828,0.07575,-5.096,-5.879,0.0206,0.0403
18.0,-4.827,-5.564,-4.521,-5.373,-4.513,-5.36,-4.801,-5.43,0.07553,-4.927,-5.505,0.0241,0.0403
18.5,-4.657,-5.231,-4.345,-5.035,-4.34,-5.021,-4.664,-5.095,0.07649,-4.837,-5.216,0.0338,0.0403
19.0,-4.451,-4.87,-4.128,-4.663,-4.124,-4.648,-4.459,-4.765,0.07746,-4.666,-4.903,0.0396,0.0403
19.5,-4.258,-4.55,-3.927,-4.339,-3.924,-4.323,-4.262,-4.435,0.07544,-4.456,-4.574,0.0372,0.0403
20.0,-4.024,-4.207,-3.672,-3.974,-3.674,-3.956,-4.003,-4.048,0.07315,-4.162,-4.172,0.0304,0.0403
20.5,-3.78,-3.87,-3.413,-3.623,-3.418,-3.602,-3.72,-3.709,0.07187,-3.857,-3.806,0.0246,0.0403
21.0,-3.56,-3.567,-3.181,-3.308,-3.188,-3.285,-3.495,-3.38,0.07076,-3.62,-3.477,0.0227,0.0403
21.5,-3.312,-3.233,-2.915,-2.959,-2.928,-2.932,-3.225,-3.033,0.07001,-3.343,-3.121,0.0204,0.0403
22.0,-3.056,-2.906,-2.638,-2.612,-2.654,-2.584,-2.949,-2.686,0.06944,-3.062,-2.771,0.0191,0.0403
22.5,-2.826,-2.61,-2.398,-2.308,-2.414,-2.279,-2.685,-2.38,0.06713,-2.773,-2.436,0.0136,0.0403
23.0,-2.57,-2.282,-2.128,-1.968,-2.149,-1.935,-2.373,-2.023,0.06431,-2.418,-2.03,0.0042,0.0403
23.5,-2.348,-1.984,-1.887,-1.649,-1.909,-1.616,-2.116,-1.673,0.06287,-2.124,-1.654,-0.0023,0.0403
24.0,-2.094,-1.655,-1.616,-1.305,-1.643,-1.267,-1.841,-1.327,0.06226,-1.847,-1.302,-0.003,0.0403
