t,tx,rx,relayed,dup_dropped
2.0,6,10,10,10
4.0,16,31,30,30
6.0,26,51,50,49
8.0,36,71,70,69
10.0,46,91,90,89
12.0,56,111,110,109
14.0,66,131,130,129
16.0,76,151,150,149
18.0,86,173,170,169
20.0,96,194,190,189
22.0,106,215,210,209
24.0,116,235,230,229
26.0,126,257,250,249
28.0,136,279,270,269
30.0,146,301,290,288
32.0,156,324,310,308
34.0,166,347,330,328
36.0,176,371,350,347
38.0,187,397,372,369
40.0,199,423,394,381
42.0,210,431,401,381
44.0,221,451,417,389
46.0,231,473,437,409
48.0,241,495,457,429
50.0,251,517,477,449
52.0,261,539,497,469
54.0,271,561,517,489
56.0,281,584,537,509
58.0,291,606,557,529
60.0,301,628,577,549
62.0,311,649,597,568
64.0,321,671,617,588
66.0,331,692,637,608
68.0,342,716,659,630
70.0,353,741,682,653
72.0,365,766,705,676
74.0,377,792,729,699
76.0,388,817,752,722
78.0,400,842,775,744
80.0,412,868,799,768
82.0,423,890,819,788
84.0,434,912,839,808
86.0,443,935,859,828
88.0,453,958,879,848
90.0,463,980,899,868
92.0,473,1002,919,888
94.0,483,1024,939,908
96.0,493,1046,958,924
98.0,503,1068,977,942
100.0,513,1090,997,962
102.0,523,1111,1017,982
104.0,533,1131,1037,1002
106.0,543,1152,1057,1021
108.0,553,1173,1077,1041
110.0,563,1194,1097,1061
112.0,573,1215,1117,1081
114.0,583,1237,1137,1100
116.0,593,1261,1157,1119
118.0,604,1284,1179,1141
120.0,615,1309,1202,1164
122.0,627,1334,1225,1187
124.0,640,1361,1249,1211
126.0,650,1386,1272,1234
128.0,662,1411,1295,1257
130.0,673,1437,1319,1281
132.0,683,1459,1338,1300
134.0,693,1481,1358,1320
136.0,703,1503,1378,1339
138.0,713,1525,1398,1358
140.0,723,1547,1418,1378
142.0,733,1569,1438,1398
144.0,743,1591,1458,1417
146.0,753,1613,1478,1437
148.0,763,1635,1498,1457
150.0,773,1656,1518,1477
152.0,783,1676,1538,1497
154.0,793,1698,1558,1516
156.0,803,1720,1578,1536
158.0,813,1741,1598,1555
160.0,823,1761,1618,1574
162.0,833,1781,1638,1594
164.0,843,1803,1658,1614
166.0,853,1823,1678,1634
168.0,863,1844,1698,1654
170.0,873,1864,1718,1674
172.0,883,1885,1738,1694
174.0,893,1905,1758,1714
176.0,903,1925,1778,1734
178.0,913,1945,1798,1754
180.0,923,1965,1818,1774
182.0,933,1985,1838,1794
184.0,943,2005,1858,1814
186.0,953,2025,1878,1834
188.0,963,2046,1898,1854
190.0,973,2067,1918,1874
192.0,983,2087,1938,1894
194.0,993,2108,1958,1914
196.0,1003,2128,1978,1934
198.0,1013,2148,1998,1954
200.0,1023,2168,2018,1974
202.0,1033,2189,2038,1994
204.0,1043,2209,2058,2014
206.0,1053,2230,2078,2034
208.0,1063,2251,2098,2054
210.0,1073,2272,2117,2073
212.0,1083,2292,2137,2093
214.0,1093,2312,2157,2113
216.0,1103,2332,2177,2133
218.0,1113,2353,2197,2153
220.0,1123,2374,2217,2173
222.0,1133,2395,2237,2193
224.0,1143,2416,2257,2213
226.0,1154,2436,2277,2233
228.0,1163,2456,2297,2253
230.0,1173,2477,2317,2273
232.0,1183,2497,2337,2293
234.0,1193,2517,2357,2313
236.0,1203,2538,2377,2333
238.0,1213,2558,2397,2353
240.0,1223,2578,2417,2373
242.0,1233,2598,2437,2393
244.0,1243,2618,2457,2413
246.0,1253,2639,2477,2433
248.0,1263,2660,2497,2453
250.0,1273,2681,2517,2473
252.0,1283,2701,2537,2493
254.0,1293,2721,2557,2513
256.0,1303,2741,2577,2533
258.0,1313,2763,2597,2553
260.0,1323,2783,2617,2573
262.0,1333,2803,2637,2593
264.0,1343,2823,2657,2613
266.0,1353,2843,2677,2633
268.0,1363,2864,2697,2653
270.0,1373,2884,2717,2673
272.0,1383,2905,2737,2693
274.0,1393,2925,2757,2713
276.0,1403,2945,2777,2733
