t,tx,rx,relayed,dup_dropped
2.0,4,12,12,12
4.0,14,32,32,32
6.0,24,52,52,52
8.0,34,73,72,72
10.0,44,94,92,92
12.0,54,114,112,112
14.0,64,135,132,132
16.0,74,155,152,152
18.0,84,176,172,172
20.0,94,196,192,192
22.0,104,218,212,212
24.0,114,239,232,232
26.0,124,260,252,252
28.0,134,282,272,271
30.0,144,304,292,291
32.0,154,327,312,311
34.0,164,349,332,331
36.0,174,373,352,351
38.0,185,399,374,373
40.0,197,425,397,389
42.0,208,443,413,393
44.0,219,463,430,402
46.0,229,485,450,422
48.0,239,507,470,442
50.0,249,529,490,462
52.0,259,551,510,482
54.0,269,573,530,502
56.0,279,595,550,522
58.0,289,618,570,542
60.0,299,642,590,562
62.0,309,664,609,580
64.0,319,685,629,600
66.0,329,708,649,620
68.0,340,733,671,642
70.0,351,759,694,664
72.0,363,785,717,687
74.0,375,811,741,711
76.0,386,836,764,734
78.0,398,861,787,757
80.0,410,888,811,781
82.0,420,911,832,802
84.0,431,934,852,822
86.0,440,956,872,842
88.0,450,978,892,862
90.0,460,1000,912,882
92.0,470,1022,932,902
94.0,480,1044,952,922
96.0,490,1066,972,939
98.0,500,1088,992,957
100.0,510,1110,1012,977
102.0,520,1132,1032,996
104.0,530,1153,1052,1016
106.0,540,1174,1072,1036
108.0,550,1197,1092,1056
110.0,560,1219,1112,1075
112.0,570,1239,1132,1095
114.0,580,1260,1151,1114
116.0,590,1282,1171,1133
118.0,601,1306,1193,1154
120.0,612,1332,1216,1176
122.0,624,1357,1239,1199
124.0,636,1383,1263,1223
126.0,647,1408,1286,1246
128.0,659,1433,1309,1269
130.0,671,1458,1332,1292
132.0,681,1481,1352,1311
134.0,691,1503,1372,1331
136.0,701,1525,1392,1351
138.0,711,1547,1411,1370
140.0,722,1569,1431,1390
142.0,731,1591,1451,1409
144.0,741,1613,1471,1429
146.0,751,1634,1491,1449
148.0,761,1656,1511,1469
150.0,771,1678,1531,1488
152.0,781,1700,1551,1508
154.0,791,1722,1571,1528
156.0,801,1744,1591,1548
158.0,811,1765,1611,1568
160.0,821,1785,1631,1588
162.0,831,1805,1651,1608
164.0,841,1826,1671,1628
166.0,851,1846,1691,1648
168.0,861,1867,1711,1668
170.0,871,1887,1731,1688
172.0,881,1908,1751,1708
174.0,891,1930,1771,1728
176.0,901,1950,1791,1748
178.0,911,1971,1811,1768
180.0,921,1991,1831,1788
182.0,931,2012,1851,1808
184.0,941,2032,1871,1828
186.0,951,2053,1891,1848
188.0,961,2074,1911,1868
190.0,971,2094,1931,1888
192.0,981,2114,1951,1908
194.0,991,2135,1971,1928
196.0,1001,2155,1991,1948
198.0,1011,2175,2011,1968
200.0,1021,2195,2031,1988
202.0,1031,2215,2051,2008
204.0,1041,2236,2071,2028
206.0,1051,2256,2091,2048
208.0,1061,2277,2111,2068
210.0,1071,2298,2131,2088
212.0,1081,2318,2151,2108
214.0,1092,2339,2171,2128
216.0,1101,2360,2191,2147
218.0,1111,2381,2211,2167
220.0,1121,2401,2231,2187
222.0,1131,2422,2251,2207
224.0,1142,2444,2271,2227
226.0,1152,2464,2291,2247
228.0,1161,2484,2311,2267
230.0,1171,2505,2331,2286
232.0,1181,2526,2351,2306
234.0,1191,2548,2371,2326
236.0,1201,2568,2391,2346
238.0,1211,2588,2411,2366
240.0,1221,2608,2431,2386
242.0,1231,2628,2451,2406
244.0,1241,2649,2471,2426
246.0,1251,2669,2491,2446
248.0,1261,2689,2511,2466
250.0,1271,2710,2531,2486
252.0,1281,2731,2551,2506
254.0,1291,2751,2571,2526
256.0,1301,2771,2591,2546
258.0,1311,2792,2611,2566
260.0,1321,2812,2631,2586
262.0,1331,2833,2651,2606
264.0,1341,2854,2671,2626
266.0,1351,2874,2691,2646
268.0,1361,2894,2711,2666
270.0,1371,2915,2731,2686
272.0,1381,2936,2751,2706
274.0,1391,2956,2771,2726
276.0,1401,2976,2791,2746
