t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
0.5,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,0.02002,-11.0,-11.0,0.0,-0.0744
1.03,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.01,-11.01,0.04002,-11.01,-11.01,-0.0,-0.0744
1.5,-10.913,-10.915,-10.915,-10.917,-10.915,-10.917,-10.964,-10.877,0.04018,-10.964,-10.877,-0.0,-0.0744
2.0,-10.618,-10.622,-10.646,-10.651,-10.645,-10.652,-10.717,-10.59,0.04123,-10.717,-10.59,0.0,-0.0744
2.5,-10.325,-10.327,-10.367,-10.372,-10.367,-10.373,-10.46,-10.276,0.04272,-10.46,-10.275,-0.0006,-0.0744
3.0,-10.061,-10.062,-10.122,-10.126,-10.12,-10.129,-10.21,-10.044,0.04442,-10.211,-10.044,0.0002,-0.0744
3.5,-9.764,-9.77,-9.84,-9.85,-9.839,-9.852,-9.929,-9.753,0.04725,-9.927,-9.752,-0.0016,-0.0744
4.0,-9.498,-9.507,-9.589,-9.603,-9.59,-9.602,-9.685,-9.523,0.04918,-9.689,-9.525,0.0023,-0.0744
4.5,-9.199,-9.217,-9.306,-9.33,-9.311,-9.326,-9.394,-9.213,0.05334,-9.385,-9.208,-0.0059,-0.0744
5.0,-8.905,-8.924,-9.024,-9.05,-9.027,-9.048,-9.108,-8.929,0.05742,-9.094,-8.921,-0.0074,-0.0744
5.5,-8.641,-8.658,-8.779,-8.806,-8.784,-8.802,-8.829,-8.637,0.0602,-8.773,-8.601,-0.0269,-0.0744
6.0,-8.346,-8.365,-8.498,-8.529,-8.505,-8.523,-8.542,-8.332,0.06285,-8.465,-8.281,-0.0341,-0.0744
6.5,-8.08,-8.102,-8.258,-8.294,-8.268,-8.284,-8.315,-8.15,0.06176,-8.282,-8.125,-0.0142,-0.0744
7.0,-7.778,-7.816,-7.97,-8.024,-7.982,-8.013,-8.047,-7.927,0.06101,-8.059,-7.93,0.0044,-0.0744
7.5,-7.474,-7.582,-7.684,-7.817,-7.697,-7.804,-7.763,-7.726,0.06051,-7.781,-7.733,0.0066,-0.0744
8.0,-7.312,-7.6,-7.534,-7.848,-7.547,-7.829,-7.619,-7.749,0.05605,-7.639,-7.758,0.0075,-0.0744
8.5,-6.951,-7.757,-7.201,-8.002,-7.208,-7.972,-7.286,-7.901,0.05326,-7.315,-7.912,0.0103,-0.0744
