t,tx,rx,relayed,dup_dropped
2.0,6,11,10,10
4.0,16,31,30,30
6.0,26,51,50,50
8.0,36,71,70,70
10.0,46,91,90,90
12.0,56,113,110,110
14.0,66,137,130,130
16.0,76,159,150,150
18.0,86,179,170,168
20.0,96,199,190,188
22.0,106,221,210,208
24.0,116,243,230,228
26.0,126,267,250,248
28.0,136,290,270,267
30.0,146,312,290,287
32.0,156,335,310,307
34.0,166,358,330,327
36.0,176,380,350,347
38.0,187,404,372,366
40.0,199,429,392,377
42.0,211,445,404,377
44.0,222,465,422,388
46.0,232,487,442,408
48.0,242,509,462,428
50.0,252,531,482,448
52.0,262,553,502,468
54.0,272,576,522,488
56.0,282,599,542,508
58.0,292,622,562,528
60.0,302,644,582,548
62.0,312,667,602,568
64.0,322,689,622,586
66.0,332,711,642,606
68.0,343,735,664,628
70.0,355,759,686,650
72.0,366,785,710,674
74.0,378,811,734,698
76.0,390,835,756,720
78.0,401,861,780,744
80.0,413,887,804,768
82.0,423,910,825,789
84.0,433,932,845,809
86.0,443,954,865,829
88.0,453,976,885,849
90.0,463,998,905,868
92.0,473,1020,925,888
94.0,483,1041,945,908
96.0,493,1063,964,923
98.0,503,1084,983,942
100.0,513,1105,1003,962
102.0,523,1126,1023,982
104.0,533,1146,1043,1002
106.0,543,1166,1063,1022
108.0,553,1188,1083,1042
110.0,563,1210,1103,1062
112.0,573,1231,1123,1081
114.0,583,1253,1143,1101
116.0,593,1275,1162,1120
118.0,604,1299,1184,1142
120.0,616,1324,1206,1163
122.0,627,1350,1230,1187
124.0,639,1377,1254,1211
126.0,651,1401,1276,1233
128.0,662,1427,1300,1257
130.0,674,1452,1323,1280
132.0,684,1475,1343,1300
134.0,694,1497,1363,1320
136.0,704,1519,1383,1340
138.0,714,1541,1403,1360
140.0,724,1563,1423,1380
142.0,734,1583,1443,1400
144.0,744,1604,1462,1418
146.0,754,1624,1482,1437
148.0,764,1645,1502,1457
150.0,774,1665,1522,1477
152.0,784,1685,1542,1497
154.0,794,1705,1562,1517
156.0,804,1725,1582,1536
158.0,814,1745,1601,1555
160.0,824,1765,1621,1575
162.0,834,1785,1641,1595
164.0,844,1805,1661,1615
166.0,854,1825,1681,1635
168.0,864,1846,1701,1655
170.0,874,1866,1721,1675
172.0,884,1886,1741,1695
174.0,894,1906,1761,1715
176.0,904,1926,1781,1734
178.0,914,1946,1801,1754
180.0,924,1967,1821,1774
182.0,934,1987,1841,1794
184.0,944,2007,1861,1814
186.0,954,2027,1881,1834
188.0,964,2047,1901,1854
190.0,974,2067,1921,1874
192.0,984,2087,1941,1894
194.0,994,2107,1961,1914
196.0,1004,2127,1981,1934
198.0,1014,2147,2001,1954
200.0,1024,2167,2021,1974
202.0,1034,2187,2041,1994
204.0,1044,2207,2061,2014
206.0,1054,2227,2081,2034
208.0,1064,2247,2101,2054
210.0,1074,2267,2121,2073
212.0,1084,2287,2141,2093
214.0,1094,2307,2161,2113
216.0,1104,2328,2181,2133
218.0,1114,2349,2201,2153
220.0,1124,2369,2221,2173
222.0,1134,2389,2241,2193
224.0,1144,2409,2261,2212
226.0,1154,2429,2281,2232
228.0,1164,2449,2301,2252
230.0,1174,2469,2321,2272
232.0,1184,2489,2341,2292
234.0,1194,2509,2361,2312
236.0,1204,2529,2381,2332
238.0,1214,2549,2401,2352
240.0,1224,2570,2421,2372
242.0,1234,2590,2441,2392
244.0,1244,2611,2461,2412
246.0,1254,2631,2481,2432
248.0,1264,2652,2501,2452
250.0,1274,2672,2521,2472
252.0,1284,2692,2541,2492
254.0,1294,2712,2561,2512
256.0,1304,2732,2581,2532
258.0,1314,2752,2601,2552
260.0,1324,2773,2621,2572
262.0,1334,2794,2641,2592
264.0,1344,2814,2661,2612
266.0,1354,2834,2681,2632
268.0,1364,2855,2701,2652
270.0,1374,2876,2721,2672
272.0,1384,2896,2741,2692
274.0,1394,2916,2761,2712
276.0,1404,2937,2781,2732
