t,own_known,merged_known,total
1.1,0,0,45369
2.0,13,1850,45369
3.0,3473,4728,45369
4.0,4752,6450,45369
5.0,5681,7343,45369
6.0,5909,7722,45369
7.0,6262,8132,45369
8.0,6511,8563,45369
9.0,6730,8906,45369
10.0,7043,9344,45369
11.0,7364,9912,45369
12.0,7679,10825,45369
13.0,8010,11843,45369
14.0,8433,12669,45369
15.0,8938,13198,45369
16.0,9355,13844,45369
17.0,9996,14423,45369
18.0,10794,15117,45369
19.0,11689,15841,45369
20.0,12478,16616,45369
21.0,13179,17431,45369
22.0,13788,18046,45369
23.0,14363,18865,45369
24.0,14879,19741,45369
25.0,15360,20526,45369
26.0,15915,21294,45369
27.0,16464,21969,45369
28.0,17119,22623,45369
29.0,17929,23286,45369
30.0,18744,24004,45369
31.0,19492,24749,45369
32.0,20183,25500,45369
33.0,20786,26357,45369
34.0,21133,27167,45369
35.0,21702,27836,45369
36.0,22199,28655,45369
37.0,22480,29254,45369
38.0,22704,29596,45369
39.0,22816,29990,45369
40.0,22951,30297,45369
41.0,23150,30594,45369
42.0,23629,30620,45369
43.0,24277,30800,45369
44.0,24679,30883,45369
45.0,25179,30991,45369
46.0,25562,31107,45369
47.0,25801,31177,45369
48.0,26038,31196,45369
49.0,26241,31250,45369
50.0,26364,31299,45369
51.0,26470,31348,45369
52.0,26515,31402,45369
53.0,26539,31458,45369
54.0,26551,31546,45369
55.0,26568,31694,45369
56.0,26597,31823,45369
57.0,26651,32020,45369
58.0,26737,32292,45369
59.0,26866,32564,45369
60.0,27051,32833,45369
61.0,27244,33068,45369
62.0,27441,33351,45369
63.0,27713,33679,45369
64.0,27970,33936,45369
65.0,28273,34269,45369
66.0,28550,34627,45369
67.0,28748,34994,45369
68.0,29102,35333,45369
69.0,29524,35514,45369
70.0,29891,35711,45369
71.0,30166,35823,45369
72.0,30291,35879,45369
73.0,30445,35928,45369
74.0,30549,35979,45369
75.0,30589,36011,45369
76.0,30606,36048,45369
77.0,30619,36074,45369
78.0,30630,36086,45369
79.0,30641,36088,45369
80.0,30661,36098,45369
81.0,30678,36103,45369
82.0,30715,36110,45369
83.0,30731,36131,45369
84.0,30730,36146,45369
85.0,30743,36159,45369
86.0,30769,36163,45369
87.0,30780,36173,45369
88.0,30790,36189,45369
89.0,30802,36195,45369
90.0,30798,36215,45369
91.0,30807,36229,45369
92.0,30825,36237,45369
93.0,30831,36248,45369
94.0,30832,36264,45369
95.0,30834,36281,45369
96.0,30833,36296,45369
97.0,30845,36320,45369
98.0,30851,36344,45369
99.0,30854,36352,45369
100.0,30870,36361,45369
101.0,30883,36372,45369
102.0,30894,36382,45369
103.0,30903,36402,45369
104.0,30919,36416,45369
105.0,30946,36435,45369
106.0,30965,36453,45369
107.0,31010,36475,45369
108.0,31087,36524,45369
109.0,31218,36660,45369
110.0,31433,37024,45369
111.0,31679,37439,45369
112.0,31874,37961,45369
113.0,32268,38575,45369
114.0,32717,39287,45369
115.0,33319,39674,45369
116.0,33961,40324,45369
117.0,34415,40894,45369
118.0,35110,41229,45369
119.0,35773,41538,45369
120.0,36309,41859,45369
121.0,36802,42046,45369
122.0,37227,42147,45369
123.0,37608,42243,45369
124.0,37923,42382,45369
125.0,38120,42525,45369
126.0,38185,42625,45369
127.0,38289,42660,45369
128.0,38319,42687,45369
129.0,38334,42700,45369
130.0,38373,42712,45369
131.0,38391,42724,45369
132.0,38414,42756,45369
133.0,38450,42803,45369
134.0,38527,42848,45369
135.0,38672,42881,45369
136.0,38806,42909,45369
137.0,38988,42929,45369
138.0,39196,42943,45369
139.0,39359,42959,45369
140.0,39520,42974,45369
141.0,39625,42983,45369
142.0,39688,42988,45369
143.0,39723,42993,45369
144.0,39732,42994,45369
145.0,39741,42992,45369
146.0,39756,42993,45369
147.0,39763,42995,45369
148.0,39767,42995,45369
149.0,39781,42996,45369
150.0,39786,42998,45369
151.0,39796,43004,45369
152.0,39798,43005,45369
153.0,39802,43009,45369
154.0,39800,43009,45369
155.0,39793,43010,45369
156.0,39797,43026,45369
157.0,39822,43087,45369
158.0,39872,43141,45369
159.0,39941,43220,45369
160.0,39975,43268,45369
161.0,40003,43290,45369
162.0,40014,43300,45369
163.0,40028,43308,45369
164.0,40028,43320,45369
165.0,40031,43324,45369
166.0,40037,43325,45369
167.0,40045,43324,45369
168.0,40047,43326,45369
169.0,40048,43329,45369
170.0,40041,43330,45369
171.0,40051,43332,45369
172.0,40051,43331,45369
173.0,40056,43332,45369
174.0,40054,43332,45369
175.0,40047,43335,45369
176.0,40052,43340,45369
177.0,40063,43342,45369
178.0,40063,43341,45369
179.0,40060,43342,45369
180.0,40058,43343,45369
181.0,40058,43345,45369
182.0,40066,43345,45369
183.0,40074,43345,45369
184.0,40078,43344,45369
185.0,40078,43346,45369
186.0,40078,43346,45369
187.0,40080,43347,45369
188.0,40088,43347,45369
189.0,40087,43348,45369
190.0,40095,43348,45369
191.0,40100,43350,45369
192.0,40098,43349,45369
193.0,40105,43348,45369
194.0,40107,43349,45369
195.0,40107,43351,45369
196.0,40106,43350,45369
197.0,40107,43352,45369
198.0,40110,43353,45369
199.0,40116,43355,45369
200.0,40116,43355,45369
201.0,40110,43353,45369
202.0,40110,43355,45369
203.0,40115,43354,45369
204.0,40119,43354,45369
205.0,40114,43354,45369
206.0,40114,43354,45369
207.0,40113,43354,45369
208.0,40118,43355,45369
209.0,40117,43355,45369
210.0,40116,43355,45369
211.0,40118,43356,45369
212.0,40116,43355,45369
213.0,40121,43355,45369
214.0,40118,43355,45369
215.0,40122,43358,45369
216.0,40122,43359,45369
217.0,40125,43359,45369
218.0,40125,43359,45369
219.0,40120,43359,45369
220.0,40118,43359,45369
221.0,40120,43359,45369
222.0,40120,43360,45369
223.0,40119,43359,45369
224.0,40124,43359,45369
225.0,40124,43359,45369
226.0,40122,43359,45369
227.0,40121,43359,45369
228.0,40122,43359,45369
229.0,40123,43359,45369
230.0,40123,43359,45369
231.0,40122,43359,45369
232.0,40124,43360,45369
233.0,40125,43360,45369
234.0,40124,43359,45369
235.0,40125,43359,45369
236.0,40127,43361,45369
237.0,40128,43361,45369
238.0,40131,43363,45369
239.0,40130,43363,45369
240.0,40131,43363,45369
241.0,40132,43363,45369
242.0,40130,43363,45369
243.0,40131,43364,45369
244.0,40131,43365,45369
245.0,40127,43365,45369
246.0,40126,43365,45369
247.0,40127,43365,45369
248.0,40127,43365,45369
249.0,40127,43364,45369
250.0,40126,43364,45369
251.0,40127,43363,45369
252.0,40128,43366,45369
253.0,40122,43366,45369
254.0,40119,43366,45369
255.0,40117,43366,45369
256.0,40115,43367,45369
257.0,40124,43367,45369
258.0,40120,43367,45369
259.0,40114,43367,45369
260.0,40116,43368,45369
261.0,40122,43368,45369
262.0,40120,43368,45369
263.0,40129,43368,45369
264.0,40125,43370,45369
265.0,40126,43370,45369
266.0,40132,43369,45369
267.0,40129,43369,45369
268.0,40127,43371,45369
269.0,40129,43373,45369
270.0,40132,43373,45369
271.0,40131,43374,45369
272.0,40129,43374,45369
273.0,40132,43374,45369
274.0,40138,43376,45369
275.0,40135,43376,45369
276.0,40129,43377,45369
