t,tx,rx,relayed,dup_dropped
2.0,4,9,9,9
4.0,14,29,29,29
6.0,24,50,49,49
8.0,34,70,69,69
10.0,44,91,89,89
12.0,54,111,109,109
14.0,64,131,129,129
16.0,74,152,149,149
18.0,84,172,169,169
20.0,94,193,189,189
22.0,104,215,209,209
24.0,114,238,228,228
26.0,124,258,248,248
28.0,134,279,268,268
30.0,144,300,288,286
32.0,154,322,308,306
34.0,164,345,328,326
36.0,174,368,348,346
38.0,184,392,368,366
40.0,196,418,392,390
42.0,207,443,415,413
44.0,218,467,437,435
46.0,228,489,457,455
48.0,238,511,477,475
50.0,248,533,497,495
52.0,258,555,517,515
54.0,268,577,537,532
56.0,278,599,557,552
58.0,288,622,577,572
60.0,298,644,597,591
62.0,308,665,617,610
64.0,318,687,637,629
66.0,328,709,657,648
68.0,339,733,679,670
70.0,351,760,703,694
72.0,362,785,726,717
74.0,374,811,749,740
76.0,386,837,773,764
78.0,397,862,796,787
80.0,409,887,819,810
82.0,419,911,841,832
84.0,429,933,861,852
86.0,439,956,881,872
88.0,449,978,901,892
90.0,459,1001,921,912
92.0,469,1023,941,932
94.0,479,1045,961,952
96.0,489,1067,978,964
98.0,499,1089,996,972
100.0,509,1111,1015,983
102.0,519,1131,1035,1002
104.0,529,1152,1055,1022
106.0,539,1172,1075,1041
108.0,549,1194,1095,1061
110.0,559,1215,1115,1077
112.0,569,1236,1135,1097
114.0,579,1259,1155,1112
116.0,590,1283,1177,1134
118.0,601,1307,1199,1155
120.0,613,1333,1223,1179
122.0,625,1359,1247,1203
124.0,636,1383,1269,1225
126.0,648,1409,1293,1249
128.0,660,1434,1315,1271
130.0,670,1456,1335,1291
132.0,680,1478,1355,1311
134.0,690,1500,1375,1331
136.0,700,1522,1395,1351
138.0,710,1544,1415,1371
140.0,720,1566,1435,1391
142.0,730,1588,1455,1409
144.0,740,1610,1475,1429
146.0,750,1632,1495,1449
148.0,760,1652,1515,1469
150.0,770,1673,1535,1489
152.0,780,1694,1555,1509
154.0,790,1714,1575,1529
156.0,800,1735,1595,1549
158.0,810,1755,1615,1569
160.0,820,1775,1635,1589
162.0,830,1795,1655,1609
164.0,840,1815,1675,1629
166.0,850,1835,1695,1649
168.0,860,1855,1715,1669
170.0,870,1875,1735,1689
172.0,880,1895,1755,1709
174.0,890,1915,1775,1729
176.0,900,1935,1795,1749
178.0,910,1955,1815,1769
180.0,920,1975,1835,1789
182.0,930,1996,1855,1809
184.0,940,2016,1875,1829
186.0,950,2036,1895,1849
188.0,960,2056,1915,1869
190.0,970,2076,1935,1889
192.0,980,2097,1955,1909
194.0,990,2117,1975,1929
196.0,1000,2137,1995,1949
198.0,1010,2158,2015,1969
200.0,1020,2178,2035,1989
202.0,1030,2198,2055,2009
204.0,1040,2218,2075,2029
206.0,1050,2238,2095,2049
208.0,1060,2258,2115,2069
210.0,1070,2278,2135,2089
212.0,1080,2298,2155,2109
214.0,1090,2318,2175,2129
216.0,1100,2339,2195,2149
218.0,1110,2359,2215,2169
220.0,1120,2379,2235,2189
222.0,1130,2399,2255,2209
224.0,1140,2417,2273,2227
226.0,1150,2437,2293,2247
228.0,1160,2457,2313,2267
230.0,1170,2478,2333,2287
232.0,1180,2498,2353,2307
234.0,1190,2518,2373,2327
236.0,1200,2538,2393,2347
238.0,1209,2558,2413,2367
240.0,1219,2579,2433,2387
242.0,1229,2599,2453,2407
244.0,1239,2620,2473,2427
246.0,1249,2640,2493,2447
248.0,1259,2661,2513,2467
250.0,1269,2681,2533,2487
252.0,1279,2701,2553,2507
254.0,1289,2721,2573,2527
256.0,1299,2741,2593,2547
258.0,1309,2761,2613,2567
260.0,1319,2782,2633,2587
262.0,1329,2802,2653,2607
264.0,1339,2821,2672,2626
266.0,1349,2841,2692,2646
268.0,1359,2861,2712,2666
270.0,1369,2881,2732,2686
272.0,1379,2901,2752,2706
274.0,1389,2921,2772,2726
276.0,1399,2941,2792,2746
