t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
0.83,-10.2,-12.8,-10.2,-12.8,-10.2,-12.8,-10.196,-12.804,0.04002,-10.196,-12.804,0.0,-0.0403
1.05,-10.2,-12.8,-10.2,-12.8,-10.2,-12.8,-10.196,-12.804,0.04002,-10.196,-12.804,0.0,-0.0403
1.51,-10.2,-12.8,-10.2,-12.8,-10.2,-12.8,-10.206,-12.792,0.04,-10.206,-12.792,-0.0,-0.0403
2.0,-10.2,-12.8,-10.2,-12.8,-10.2,-12.8,-10.18,-12.847,0.04002,-10.18,-12.847,0.0,-0.0403
2.5,-10.205,-12.795,-10.205,-12.794,-10.205,-12.794,-10.22,-12.839,0.04002,-10.22,-12.839,0.0,-0.0403
3.0,-10.286,-12.767,-10.283,-12.771,-10.284,-12.771,-10.299,-12.816,0.04011,-10.299,-12.816,0.0,-0.0403
3.5,-10.358,-12.781,-10.354,-12.785,-10.354,-12.786,-10.369,-12.83,0.04023,-10.369,-12.83,0.0,-0.0403
4.0,-10.358,-12.781,-10.353,-12.785,-10.353,-12.786,-10.409,-12.816,0.04002,-10.409,-12.816,-0.0013,-0.0403
4.5,-10.365,-12.772,-10.36,-12.776,-10.36,-12.777,-10.402,-12.819,0.04003,-10.402,-12.819,-0.0008,-0.0403
5.0,-10.358,-12.595,-10.348,-12.599,-10.347,-12.6,-10.392,-12.686,0.04027,-10.392,-12.686,-0.0005,-0.0403
5.5,-10.227,-12.361,-10.225,-12.374,-10.219,-12.378,-10.27,-12.485,0.04064,-10.27,-12.485,0.0001,-0.0403
6.0,-9.993,-12.097,-10.008,-12.117,-9.997,-12.125,-10.04,-12.213,0.04142,-10.04,-12.212,-0.0012,-0.0403
6.5,-9.793,-11.885,-9.82,-11.907,-9.804,-11.919,-9.828,-11.998,0.04173,-9.827,-11.996,-0.0026,-0.0403
7.0,-9.544,-11.64,-9.589,-11.666,-9.566,-11.685,-9.598,-11.764,0.04262,-9.597,-11.762,-0.0022,-0.0403
7.5,-9.3,-11.395,-9.365,-11.429,-9.336,-11.455,-9.365,-11.539,0.04415,-9.364,-11.537,-0.0014,-0.0403
8.0,-9.072,-11.157,-9.151,-11.194,-9.116,-11.226,-9.128,-11.222,0.04494,-9.108,-11.207,-0.0198,-0.0403
8.5,-8.878,-10.918,-8.973,-10.953,-8.932,-10.989,-8.941,-10.98,0.04695,-8.917,-10.96,-0.021,-0.0403
9.0,-8.846,-10.553,-8.955,-10.609,-8.907,-10.646,-8.938,-10.628,0.04904,-8.914,-10.607,-0.0191,-0.0403
9.5,-8.909,-10.216,-9.016,-10.29,-8.964,-10.325,-9.013,-10.319,0.05018,-8.996,-10.303,-0.0131,-0.0403
10.0,-8.917,-9.998,-9.019,-10.08,-8.965,-10.115,-9.04,-10.117,0.05012,-9.026,-10.111,-0.0069,-0.0403
10.5,-8.788,-9.835,-8.891,-9.925,-8.834,-9.963,-8.912,-9.994,0.05027,-8.909,-10.0,0.0025,-0.0403
11.0,-8.467,-9.715,-8.584,-9.808,-8.523,-9.858,-8.548,-9.875,0.05023,-8.539,-9.859,-0.0083,-0.0403
11.5,-8.093,-9.678,-8.23,-9.764,-8.168,-9.822,-8.226,-9.83,0.0511,-8.212,-9.823,-0.0058,-0.0403
12.0,-7.719,-9.665,-7.867,-9.738,-7.805,-9.81,-7.854,-9.838,0.05182,-7.848,-9.831,-0.0023,-0.0403
12.5,-7.304,-9.639,-7.482,-9.698,-7.418,-9.791,-7.491,-9.705,0.05239,-7.426,-9.698,-0.0234,-0.0403
13.0,-6.933,-9.598,-7.123,-9.643,-7.058,-9.75,-7.143,-9.669,0.05497,-7.082,-9.669,-0.0187,-0.0403
13.5,-6.527,-9.519,-6.737,-9.551,-6.669,-9.67,-6.839,-9.439,0.05959,-6.727,-9.618,-0.0099,-0.0403
14.0,-6.129,-9.404,-6.356,-9.424,-6.284,-9.556,-6.46,-9.345,0.0637,-6.359,-9.517,-0.006,-0.0403
14.5,-5.781,-9.271,-6.037,-9.287,-5.96,-9.432,-6.113,-9.22,0.06561,-5.989,-9.366,-0.0139,-0.0403
15.0,-5.41,-9.086,-5.683,-9.092,-5.597,-9.254,-5.745,-9.076,0.06997,-5.642,-9.212,-0.0091,-0.0403
15.5,-5.055,-8.87,-5.353,-8.873,-5.258,-9.048,-5.382,-8.909,0.07364,-5.281,-9.02,-0.01,-0.0403
16.0,-4.748,-8.658,-5.065,-8.657,-4.963,-8.842,-5.076,-8.691,0.07247,-4.966,-8.792,-0.0136,-0.0403
16.5,-4.418,-8.405,-4.759,-8.405,-4.649,-8.601,-4.755,-8.468,0.07326,-4.663,-8.562,-0.0107,-0.0403
17.0,-4.132,-8.166,-4.501,-8.171,-4.382,-8.377,-4.486,-8.28,0.07403,-4.43,-8.376,-0.0037,-0.0403
17.5,-3.83,-7.88,-4.224,-7.887,-4.097,-8.102,-4.172,-7.998,0.07303,-4.087,-8.062,-0.0124,-0.0403
18.0,-3.531,-7.591,-3.948,-7.601,-3.811,-7.826,-3.882,-7.732,0.07322,-3.811,-7.794,-0.0102,-0.0403
18.5,-3.263,-7.329,-3.693,-7.335,-3.546,-7.57,-3.669,-7.467,0.07151,-3.65,-7.58,0.003,-0.0403
19.0,-2.965,-7.039,-3.416,-7.045,-3.263,-7.286,-3.336,-7.138,0.06953,-3.243,-7.19,-0.0158,-0.0403
19.5,-2.697,-6.778,-3.166,-6.786,-3.005,-7.035,-3.119,-6.886,0.06931,-3.065,-6.977,-0.0056,-0.0403
20.0,-2.396,-6.491,-2.886,-6.499,-2.716,-6.757,-2.878,-6.602,0.06889,-2.859,-6.736,0.0041,-0.0403
20.5,-2.098,-6.201,-2.609,-6.21,-2.429,-6.477,-2.552,-6.315,0.06868,-2.503,-6.407,-0.0049,-0.0403
21.0,-1.837,-5.933,-2.372,-5.948,-2.182,-6.225,-2.301,-6.043,0.06753,-2.235,-6.123,-0.0084,-0.0403
21.5,-1.551,-5.631,-2.105,-5.649,-1.907,-5.934,-2.014,-5.767,0.06883,-1.956,-5.838,-0.008,-0.0403
22.0,-1.267,-5.327,-1.842,-5.349,-1.636,-5.641,-1.714,-5.492,0.07009,-1.653,-5.537,-0.0105,-0.0403
22.5,-1.009,-5.057,-1.612,-5.091,-1.4,-5.389,-1.448,-5.228,0.06939,-1.359,-5.238,-0.017,-0.0403
23.0,-0.733,-4.746,-1.357,-4.784,-1.135,-5.092,-1.168,-4.95,0.07057,-1.086,-4.948,-0.0165,-0.0403
23.5,-0.493,-4.459,-1.136,-4.503,-0.902,-4.82,-0.943,-4.687,0.07068,-0.879,-4.698,-0.013,-0.0403
24.0,-0.223,-4.143,-0.882,-4.185,-0.639,-4.509,-0.675,-4.379,0.07511,-0.609,-4.382,-0.0133,-0.0403
24.5,0.053,-3.831,-0.621,-3.871,-0.372,-4.201,-0.429,-4.102,0.07808,-0.405,-4.14,-0.0053,-0.0403
25.0,0.303,-3.553,-0.385,-3.591,-0.127,-3.928,-0.211,-3.81,0.07689,-0.184,-3.863,-0.004,-0.0403
25.5,0.581,-3.244,-0.126,-3.286,0.14,-3.63,0.067,-3.466,0.07388,0.147,-3.479,-0.0121,-0.0403
26.0,0.835,-2.968,0.111,-3.011,0.386,-3.364,0.328,-3.171,0.07122,0.441,-3.154,-0.0176,-0.0403
26.5,1.111,-2.658,0.363,-2.708,0.649,-3.07,0.603,-2.861,0.06968,0.735,-2.824,-0.0206,-0.0403
27.0,1.38,-2.34,0.607,-2.399,0.903,-2.769,0.865,-2.593,0.07083,0.972,-2.56,-0.0172,-0.0403
27.5,1.619,-2.053,0.831,-2.113,1.14,-2.494,1.101,-2.334,0.07087,1.192,-2.308,-0.0148,-0.0403
28.0,1.883,-1.731,1.083,-1.787,1.401,-2.175,1.353,-2.03,0.0716,1.425,-2.018,-0.0115,-0.0403
28.5,2.155,-1.417,1.34,-1.472,1.667,-1.869,1.59,-1.722,0.07188,1.648,-1.737,-0.0079,-0.0403
29.0,2.403,-1.136,1.57,-1.193,1.903,-1.594,1.815,-1.471,0.07223,1.846,-1.507,-0.0038,-0.0403
29.5,2.678,-0.824,1.824,-0.886,2.167,-1.296,2.113,-1.176,0.07078,2.159,-1.178,-0.0074,-0.0403
30.0,2.924,-0.542,2.049,-0.613,2.398,-1.028,2.358,-0.943,0.0708,2.378,-0.949,-0.0049,-0.0403
30.5,3.204,-0.235,2.314,-0.304,2.675,-0.729,2.68,-0.607,0.06755,2.756,-0.551,-0.0136,-0.0403
