t,own_known,merged_known,total
1.0,0,0,45369
2.0,18,68,45369
3.0,2729,3464,45369
4.0,4244,5550,45369
5.0,5279,6688,45369
6.0,5794,7300,45369
7.0,6071,7726,45369
8.0,6252,8111,45369
9.0,6567,8463,45369
10.0,6899,8813,45369
11.0,7229,9338,45369
12.0,7579,10279,45369
13.0,7939,11240,45369
14.0,8166,12122,45369
15.0,8637,12620,45369
16.0,9272,13235,45369
17.0,10027,13887,45369
18.0,10799,14468,45369
19.0,11608,15097,45369
20.0,12288,15762,45369
21.0,12864,16508,45369
22.0,13254,17203,45369
23.0,13849,17933,45369
24.0,14444,18740,45369
25.0,15192,19534,45369
26.0,15571,20227,45369
27.0,16192,20802,45369
28.0,16828,21363,45369
29.0,17524,21956,45369
30.0,18220,22556,45369
31.0,18843,23218,45369
32.0,19399,23950,45369
33.0,20013,24743,45369
34.0,20543,25358,45369
35.0,21040,26186,45369
36.0,21575,27156,45369
37.0,22000,27992,45369
38.0,22418,28495,45369
39.0,22778,28925,45369
40.0,23259,29198,45369
41.0,23816,29428,45369
42.0,24651,29801,45369
43.0,25362,30028,45369
44.0,25748,30211,45369
45.0,26036,30317,45369
46.0,26255,30460,45369
47.0,26448,30559,45369
48.0,26553,30656,45369
49.0,26610,30717,45369
50.0,26705,30790,45369
51.0,26800,30865,45369
52.0,26836,30918,45369
53.0,26886,31016,45369
54.0,26929,31092,45369
55.0,26981,31247,45369
56.0,27049,31407,45369
57.0,27090,31599,45369
58.0,27161,31796,45369
59.0,27231,31963,45369
60.0,27359,32210,45369
61.0,27494,32511,45369
62.0,27610,32807,45369
63.0,27719,33019,45369
64.0,27890,33326,45369
65.0,28110,33580,45369
66.0,28289,33909,45369
67.0,28524,34253,45369
68.0,28695,34451,45369
69.0,28985,34674,45369
70.0,29294,34818,45369
71.0,29644,34896,45369
72.0,29812,34992,45369
73.0,30116,35077,45369
74.0,30342,35153,45369
75.0,30387,35184,45369
76.0,30498,35239,45369
77.0,30563,35265,45369
78.0,30596,35303,45369
79.0,30613,35342,45369
80.0,30625,35384,45369
81.0,30643,35416,45369
82.0,30654,35447,45369
83.0,30675,35469,45369
84.0,30686,35487,45369
85.0,30696,35504,45369
86.0,30718,35531,45369
87.0,30726,35543,45369
88.0,30773,35582,45369
89.0,30801,35604,45369
90.0,30815,35615,45369
91.0,30822,35621,45369
92.0,30826,35627,45369
