t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
0.5,-12.8,-10.2,-12.8,-10.2,-12.8,-10.2,-12.8,-10.2,0.02002,-12.8,-10.2,0.0,0.0403
1.02,-12.8,-10.2,-12.801,-10.201,-12.801,-10.201,-12.801,-10.201,0.02006,-12.801,-10.201,0.0,0.0403
1.5,-12.8,-10.2,-12.801,-10.201,-12.801,-10.201,-12.728,-10.231,0.04,-12.728,-10.231,0.0,0.0403
2.0,-12.743,-10.144,-12.743,-10.145,-12.743,-10.144,-12.707,-10.158,0.04011,-12.707,-10.158,0.0,0.0403
2.5,-12.742,-10.145,-12.741,-10.146,-12.741,-10.145,-12.711,-10.154,0.04002,-12.711,-10.154,0.0,0.0403
3.0,-12.697,-10.244,-12.7,-10.254,-12.698,-10.252,-12.668,-10.261,0.04013,-12.668,-10.261,0.0,0.0403
3.5,-12.7,-10.367,-12.707,-10.38,-12.703,-10.378,-12.696,-10.39,0.04024,-12.696,-10.39,0.0004,0.0403
4.0,-12.7,-10.367,-12.708,-10.38,-12.704,-10.379,-12.693,-10.407,0.04002,-12.693,-10.407,-0.0002,0.0403
4.5,-12.7,-10.367,-12.708,-10.38,-12.704,-10.379,-12.714,-10.418,0.04002,-12.714,-10.418,-0.0002,0.0403
5.0,-12.686,-10.376,-12.691,-10.39,-12.687,-10.389,-12.688,-10.466,0.04005,-12.688,-10.466,-0.0016,0.0403
5.5,-12.508,-10.373,-12.505,-10.384,-12.501,-10.38,-12.489,-10.476,0.04037,-12.489,-10.476,-0.0025,0.0403
6.0,-12.203,-10.181,-12.187,-10.184,-12.185,-10.178,-12.199,-10.265,0.04124,-12.199,-10.265,-0.0007,0.0403
6.5,-11.969,-9.949,-11.936,-9.941,-11.94,-9.928,-11.975,-10.002,0.04186,-11.976,-10.002,0.0014,0.0403
7.0,-11.71,-9.676,-11.665,-9.664,-11.675,-9.646,-11.721,-9.725,0.04309,-11.723,-9.727,0.0032,0.0403
7.5,-11.464,-9.405,-11.409,-9.393,-11.423,-9.37,-11.481,-9.446,0.04504,-11.485,-9.45,0.0048,0.0403
8.0,-11.227,-9.142,-11.159,-9.124,-11.179,-9.098,-11.22,-9.138,0.04714,-11.215,-9.137,-0.0024,0.0403
8.5,-10.971,-8.835,-10.889,-8.808,-10.912,-8.779,-10.948,-8.812,0.05071,-10.94,-8.807,-0.0046,0.0403
9.0,-10.738,-8.494,-10.639,-8.459,-10.671,-8.424,-10.676,-8.472,0.05473,-10.666,-8.457,-0.0087,0.0403
9.5,-10.509,-8.199,-10.39,-8.156,-10.429,-8.115,-10.48,-8.156,0.06043,-10.478,-8.16,0.0013,0.0403
10.0,-10.23,-7.895,-10.095,-7.854,-10.146,-7.802,-10.243,-7.832,0.06741,-10.253,-7.859,0.0109,0.0403
10.5,-9.947,-7.655,-9.797,-7.618,-9.854,-7.558,-9.947,-7.628,0.07114,-9.988,-7.678,0.0212,0.0403
11.0,-9.596,-7.453,-9.424,-7.425,-9.488,-7.351,-9.591,-7.395,0.07633,-9.621,-7.438,0.0159,0.0403
11.5,-9.263,-7.332,-9.075,-7.317,-9.143,-7.231,-9.205,-7.316,0.07648,-9.241,-7.344,0.0128,0.0403
12.0,-8.955,-7.294,-8.75,-7.295,-8.82,-7.196,-8.882,-7.267,0.07703,-8.907,-7.286,0.0086,0.0403
12.5,-8.63,-7.303,-8.413,-7.321,-8.483,-7.208,-8.543,-7.287,0.08161,-8.577,-7.308,0.01,0.0403
13.0,-8.342,-7.337,-8.115,-7.372,-8.182,-7.244,-8.243,-7.323,0.08631,-8.279,-7.343,0.01,0.0403
13.5,-8.068,-7.473,-7.842,-7.531,-7.901,-7.388,-7.969,-7.443,0.09028,-7.999,-7.464,0.0084,0.0403
14.0,-7.719,-7.686,-7.488,-7.768,-7.537,-7.609,-7.645,-7.651,0.09022,-7.748,-7.712,0.0261,0.0403
14.5,-7.376,-7.808,-7.13,-7.911,-7.171,-7.731,-7.319,-7.78,0.09115,-7.518,-7.877,0.0466,0.0403
15.0,-6.972,-7.844,-6.711,-7.965,-6.75,-7.766,-6.93,-7.819,0.09017,-7.2,-7.939,0.0595,0.0403
15.5,-6.56,-7.809,-6.283,-7.947,-6.324,-7.725,-6.533,-7.768,0.08722,-6.863,-7.914,0.069,0.0403
16.0,-6.2,-7.727,-5.905,-7.877,-5.95,-7.635,-6.149,-7.732,0.0794,-6.411,-7.833,0.0549,0.0403
16.5,-5.842,-7.571,-5.528,-7.724,-5.579,-7.467,-5.803,-7.577,0.07503,-6.091,-7.695,0.0593,0.0403
17.0,-5.591,-7.314,-5.257,-7.462,-5.32,-7.194,-5.548,-7.267,0.06945,-5.81,-7.398,0.0541,0.0403
17.5,-5.335,-6.986,-4.981,-7.137,-5.057,-6.858,-5.313,-6.942,0.06757,-5.6,-7.103,0.0594,0.0403
18.0,-5.08,-6.658,-4.705,-6.81,-4.791,-6.523,-5.082,-6.617,0.06633,-5.406,-6.818,0.0669,0.0403
18.5,-4.874,-6.349,-4.483,-6.498,-4.581,-6.202,-4.827,-6.322,0.06207,-5.065,-6.466,0.049,0.0403
19.0,-4.678,-5.983,-4.261,-6.115,-4.376,-5.811,-4.664,-5.938,0.06327,-4.944,-6.134,0.0584,0.0403
19.5,-4.519,-5.645,-4.081,-5.767,-4.208,-5.456,-4.549,-5.593,0.06381,-4.877,-5.854,0.0698,0.0403
20.0,-4.34,-5.269,-3.876,-5.377,-4.022,-5.057,-4.359,-5.17,0.06214,-4.658,-5.434,0.0636,0.0403
20.5,-4.156,-4.896,-3.667,-4.992,-3.826,-4.665,-4.188,-4.778,0.06255,-4.498,-5.075,0.0663,0.0403
21.0,-3.98,-4.566,-3.468,-4.654,-3.642,-4.32,-3.969,-4.444,0.06103,-4.243,-4.705,0.0569,0.0403
21.5,-3.775,-4.204,-3.238,-4.283,-3.427,-3.939,-3.788,-4.057,0.06188,-4.073,-4.355,0.0602,0.0403
22.0,-3.555,-3.852,-2.989,-3.921,-3.192,-3.569,-3.594,-3.693,0.06385,-3.91,-4.044,0.0667,0.0403
22.5,-3.342,-3.545,-2.75,-3.604,-2.964,-3.243,-3.399,-3.36,0.06428,-3.727,-3.748,0.0694,0.0403
23.0,-3.1,-3.207,-2.477,-3.252,-2.706,-2.881,-3.17,-3.026,0.06695,-3.538,-3.464,0.076,0.0403
23.5,-2.879,-2.904,-2.234,-2.945,-2.473,-2.566,-2.937,-2.69,0.06541,-3.281,-3.118,0.0705,0.0403
24.0,-2.627,-2.573,-1.964,-2.619,-2.217,-2.229,-2.666,-2.325,0.06383,-2.97,-2.72,0.0616,0.0403
24.5,-2.369,-2.248,-1.684,-2.294,-1.952,-1.891,-2.401,-2.011,0.06433,-2.713,-2.409,0.0614,0.0403
25.0,-2.133,-1.957,-1.427,-2.001,-1.705,-1.59,-2.179,-1.711,0.06475,-2.502,-2.136,0.0633,0.0403
25.5,-1.872,-1.633,-1.143,-1.678,-1.432,-1.258,-1.903,-1.379,0.0645,-2.218,-1.795,0.0603,0.0403
26.0,-1.635,-1.343,-0.886,-1.387,-1.188,-0.957,-1.665,-1.087,0.06423,-1.982,-1.507,0.0597,0.0403
