t,tx,rx,relayed,dup_dropped
2.0,5,8,8,8
4.0,15,28,28,28
6.0,25,48,48,48
8.0,35,68,68,68
10.0,45,88,88,88
12.0,55,110,108,108
14.0,65,131,128,127
16.0,75,152,148,147
18.0,85,173,168,167
20.0,95,193,188,187
22.0,105,217,208,206
24.0,115,237,228,226
26.0,125,259,248,243
28.0,135,281,268,262
30.0,145,304,287,281
32.0,155,326,307,300
34.0,165,350,327,320
36.0,175,373,347,338
38.0,185,395,367,358
40.0,197,421,391,381
42.0,209,445,413,402
44.0,220,469,435,424
46.0,230,491,455,444
48.0,240,514,475,464
50.0,250,538,495,484
52.0,260,560,515,504
54.0,270,583,534,521
56.0,280,605,554,540
58.0,290,629,574,560
60.0,300,653,594,579
62.0,310,675,614,599
64.0,320,698,633,618
66.0,330,720,653,638
68.0,341,745,675,659
70.0,353,772,699,683
72.0,365,796,721,705
74.0,376,822,745,729
76.0,388,848,769,753
78.0,400,872,791,775
80.0,411,898,815,799
82.0,422,921,836,820
84.0,432,943,856,840
86.0,442,965,876,860
88.0,452,987,896,879
90.0,462,1009,916,899
92.0,472,1031,936,919
94.0,482,1053,956,939
96.0,492,1075,975,956
98.0,502,1096,993,961
100.0,512,1118,1011,973
102.0,522,1139,1031,993
104.0,532,1160,1051,1011
106.0,542,1181,1071,1030
108.0,552,1204,1091,1049
110.0,562,1226,1110,1060
112.0,572,1248,1130,1070
114.0,582,1270,1148,1078
116.0,593,1294,1170,1100
118.0,604,1318,1192,1120
120.0,616,1344,1216,1143
122.0,628,1370,1240,1167
124.0,639,1394,1262,1189
126.0,651,1420,1286,1213
128.0,662,1445,1309,1236
130.0,672,1468,1329,1256
132.0,682,1490,1349,1276
134.0,692,1512,1369,1296
136.0,702,1534,1389,1316
138.0,712,1556,1409,1336
140.0,722,1578,1429,1356
142.0,732,1600,1448,1375
144.0,742,1621,1468,1393
146.0,752,1641,1488,1413
148.0,762,1661,1508,1433
150.0,772,1682,1528,1453
152.0,782,1703,1548,1473
154.0,792,1723,1568,1493
156.0,802,1744,1588,1513
158.0,812,1764,1608,1533
160.0,822,1784,1628,1553
162.0,832,1804,1648,1573
164.0,842,1824,1668,1593
166.0,852,1845,1688,1613
168.0,862,1865,1708,1633
170.0,872,1885,1728,1653
172.0,882,1905,1748,1673
174.0,892,1925,1768,1693
176.0,902,1945,1788,1713
178.0,912,1965,1808,1733
180.0,922,1985,1828,1753
182.0,932,2005,1848,1773
184.0,942,2026,1868,1793
186.0,952,2046,1888,1813
188.0,962,2066,1908,1833
190.0,972,2086,1928,1853
192.0,982,2106,1948,1873
194.0,992,2126,1968,1893
196.0,1002,2147,1988,1913
198.0,1012,2168,2008,1933
200.0,1022,2188,2028,1953
202.0,1032,2208,2048,1973
204.0,1042,2228,2068,1993
206.0,1052,2249,2088,2013
208.0,1062,2269,2108,2033
210.0,1072,2290,2128,2053
212.0,1082,2310,2148,2073
214.0,1092,2330,2168,2093
216.0,1102,2350,2188,2113
218.0,1112,2371,2208,2133
220.0,1122,2391,2228,2153
222.0,1132,2411,2248,2173
224.0,1140,2431,2268,2193
226.0,1150,2451,2288,2213
228.0,1160,2472,2308,2233
230.0,1170,2493,2328,2253
232.0,1180,2513,2348,2273
234.0,1190,2533,2368,2293
236.0,1200,2553,2388,2313
238.0,1210,2572,2407,2332
240.0,1220,2592,2427,2352
242.0,1230,2612,2447,2372
244.0,1240,2633,2467,2392
246.0,1250,2653,2487,2412
248.0,1260,2673,2507,2432
250.0,1270,2693,2527,2452
252.0,1280,2713,2547,2472
254.0,1290,2733,2567,2492
256.0,1300,2753,2587,2512
258.0,1310,2773,2607,2532
260.0,1320,2793,2627,2552
262.0,1330,2813,2647,2572
264.0,1339,2834,2667,2592
266.0,1349,2854,2687,2612
268.0,1359,2874,2707,2632
270.0,1369,2894,2727,2652
272.0,1379,2916,2747,2672
274.0,1389,2936,2767,2692
276.0,1399,2956,2787,2712
