t,tx,rx,relayed,dup_dropped
2.0,4,11,10,10
4.0,14,31,30,30
6.0,24,52,50,50
8.0,34,72,70,70
10.0,44,93,90,90
12.0,54,114,110,107
14.0,64,134,130,127
16.0,74,155,150,146
18.0,84,176,170,166
20.0,94,198,190,185
22.0,104,221,210,205
24.0,114,241,230,224
26.0,124,263,250,244
28.0,134,285,270,262
30.0,144,306,290,282
32.0,154,327,310,302
34.0,164,348,329,321
36.0,175,373,351,343
38.0,186,399,373,365
40.0,198,424,396,388
42.0,210,451,421,413
44.0,220,473,441,433
46.0,230,496,461,453
48.0,240,518,481,473
50.0,250,540,501,493
52.0,260,562,521,513
54.0,270,584,541,530
56.0,280,606,561,548
58.0,290,628,581,568
60.0,300,650,601,588
62.0,310,675,621,608
64.0,320,698,641,628
66.0,330,720,661,648
68.0,342,746,685,672
70.0,353,771,708,695
72.0,365,796,731,717
74.0,377,822,755,741
76.0,388,847,778,764
78.0,400,873,802,788
80.0,410,895,822,808
82.0,420,917,842,828
84.0,430,939,862,848
86.0,440,961,882,868
88.0,450,983,902,888
90.0,460,1005,922,908
92.0,470,1027,942,926
94.0,480,1049,962,942
96.0,490,1071,982,962
98.0,500,1093,1002,982
100.0,510,1114,1022,1002
102.0,520,1135,1042,1021
104.0,530,1156,1062,1041
106.0,540,1178,1082,1060
108.0,550,1199,1102,1077
110.0,560,1220,1122,1096
112.0,570,1242,1142,1116
114.0,580,1264,1161,1135
116.0,590,1287,1182,1156
118.0,602,1312,1205,1179
120.0,614,1337,1229,1203
122.0,625,1362,1252,1226
124.0,637,1387,1275,1249
126.0,649,1414,1299,1273
128.0,661,1438,1321,1295
130.0,671,1460,1341,1315
132.0,681,1482,1361,1335
134.0,691,1504,1381,1355
136.0,701,1526,1401,1375
138.0,711,1548,1421,1395
140.0,721,1570,1441,1415
142.0,731,1592,1461,1435
144.0,741,1614,1481,1455
146.0,751,1635,1501,1475
148.0,761,1655,1521,1495
150.0,771,1676,1541,1515
152.0,781,1698,1561,1535
154.0,791,1719,1581,1555
156.0,801,1739,1601,1575
158.0,811,1760,1621,1594
160.0,821,1782,1641,1614
162.0,831,1802,1661,1634
164.0,841,1823,1681,1654
166.0,851,1843,1701,1674
168.0,861,1866,1721,1694
170.0,871,1888,1741,1714
172.0,881,1908,1761,1734
174.0,891,1929,1781,1754
176.0,901,1949,1801,1774
178.0,911,1970,1821,1794
180.0,921,1990,1841,1814
182.0,931,2010,1861,1834
184.0,941,2030,1881,1854
186.0,951,2051,1901,1874
188.0,961,2071,1921,1894
190.0,971,2091,1941,1914
192.0,981,2113,1961,1934
194.0,991,2133,1981,1954
196.0,1001,2153,2001,1974
198.0,1011,2173,2021,1994
200.0,1021,2194,2041,2014
202.0,1031,2214,2061,2034
204.0,1041,2234,2081,2054
206.0,1051,2254,2101,2074
208.0,1061,2275,2121,2094
210.0,1071,2295,2141,2114
212.0,1081,2316,2161,2134
214.0,1091,2337,2181,2154
216.0,1101,2358,2201,2174
218.0,1111,2378,2221,2194
220.0,1121,2398,2241,2214
222.0,1131,2418,2261,2234
224.0,1141,2438,2281,2254
226.0,1151,2458,2301,2274
228.0,1161,2479,2321,2294
230.0,1171,2499,2341,2314
232.0,1181,2520,2361,2334
234.0,1191,2540,2381,2354
236.0,1201,2561,2401,2374
238.0,1211,2581,2421,2394
240.0,1221,2601,2441,2414
242.0,1231,2623,2461,2434
244.0,1241,2643,2481,2454
246.0,1251,2663,2501,2474
248.0,1261,2683,2521,2494
250.0,1271,2703,2541,2514
252.0,1281,2724,2561,2534
254.0,1291,2745,2581,2554
256.0,1301,2765,2601,2574
258.0,1311,2785,2621,2594
260.0,1321,2806,2641,2614
262.0,1331,2826,2661,2634
264.0,1341,2847,2681,2654
266.0,1351,2867,2701,2674
268.0,1361,2887,2721,2694
270.0,1371,2907,2741,2714
272.0,1381,2928,2761,2734
274.0,1391,2949,2781,2754
276.0,1401,2969,2801,2774
