t,own_known,merged_known,total
1.0,0,0,45369
2.0,2991,2991,45369
3.0,4592,5336,45369
4.0,6124,6849,45369
5.0,7045,7681,45369
6.0,7644,8174,45369
7.0,8050,8581,45369
8.0,8449,9007,45369
9.0,9071,9714,45369
10.0,9924,10673,45369
11.0,10863,11736,45369
12.0,11716,12676,45369
13.0,12174,13204,45369
14.0,12851,13917,45369
15.0,13558,14647,45369
16.0,13980,15119,45369
17.0,14619,15778,45369
18.0,15315,16603,45369
19.0,15956,17468,45369
20.0,16641,18493,45369
21.0,17320,19538,45369
22.0,17973,20531,45369
23.0,18606,21387,45369
24.0,19126,22086,45369
25.0,19714,22811,45369
26.0,20273,23452,45369
27.0,20809,24173,45369
28.0,21297,24896,45369
29.0,21769,25681,45369
30.0,22397,26637,45369
31.0,22910,27628,45369
32.0,23515,28698,45369
33.0,24256,29812,45369
34.0,24719,30569,45369
35.0,25428,31464,45369
36.0,25866,31956,45369
37.0,26258,32307,45369
38.0,26497,32545,45369
39.0,26581,32662,45369
40.0,26655,32779,45369
41.0,26738,32958,45369
42.0,26751,33104,45369
43.0,26795,33252,45369
44.0,26822,33338,45369
45.0,26868,33435,45369
46.0,26907,33481,45369
47.0,26943,33506,45369
48.0,27044,33522,45369
49.0,27145,33529,45369
50.0,27254,33534,45369
51.0,27353,33545,45369
52.0,27522,33562,45369
53.0,27785,33623,45369
54.0,27929,33656,45369
55.0,28180,33761,45369
56.0,28512,33931,45369
57.0,28831,34171,45369
58.0,29040,34313,45369
59.0,29404,34578,45369
60.0,29779,34861,45369
61.0,30194,35185,45369
62.0,30556,35483,45369
63.0,30943,35805,45369
64.0,31185,36026,45369
65.0,31607,36354,45369
66.0,31885,36580,45369
67.0,32021,36688,45369
68.0,32176,36790,45369
69.0,32294,36842,45369
70.0,32363,36890,45369
71.0,32411,36959,45369
72.0,32461,37161,45369
73.0,32488,37286,45369
74.0,32535,37433,45369
75.0,32548,37539,45369
76.0,32552,37594,45369
77.0,32565,37657,45369
78.0,32569,37699,45369
79.0,32600,37710,45369
80.0,32633,37716,45369
81.0,32695,37726,45369
82.0,32767,37727,45369
83.0,32813,37727,45369
84.0,32834,37727,45369
85.0,32852,37727,45369
86.0,32875,37727,45369
87.0,32891,37727,45369
88.0,32898,37727,45369
89.0,32921,37729,45369
90.0,32953,37730,45369
91.0,32975,37731,45369
92.0,32993,37731,45369
93.0,33001,37732,45369
94.0,33008,37732,45369
95.0,33020,37733,45369
96.0,33022,37734,45369
97.0,33026,37736,45369
98.0,33034,37744,45369
99.0,33069,37750,45369
100.0,33101,37760,45369
101.0,33135,37770,45369
102.0,33150,37786,45369
103.0,33175,37794,45369
104.0,33285,37838,45369
105.0,33667,37978,45369
106.0,34053,38150,45369
107.0,34644,38422,45369
108.0,35290,38816,45369
109.0,35686,39073,45369
110.0,36181,39420,45369
111.0,36630,39766,45369
112.0,36956,40046,45369
113.0,37373,40406,45369
114.0,37824,40790,45369
115.0,38244,41157,45369
116.0,38533,41414,45369
117.0,38861,41700,45369
118.0,39058,41972,45369
119.0,39139,42171,45369
120.0,39245,42523,45369
121.0,39299,42746,45369
122.0,39330,42937,45369
123.0,39406,43077,45369
124.0,39423,43188,45369
125.0,39447,43309,45369
126.0,39498,43362,45369
127.0,39542,43426,45369
128.0,39564,43473,45369
129.0,39572,43494,45369
130.0,39576,43508,45369
131.0,39586,43521,45369
132.0,39600,43540,45369
133.0,39611,43546,45369
134.0,39607,43561,45369
135.0,39610,43573,45369
136.0,39607,43583,45369
137.0,39607,43590,45369
138.0,39614,43596,45369
139.0,39619,43603,45369
140.0,39618,43608,45369
141.0,39624,43621,45369
142.0,39624,43633,45369
143.0,39630,43642,45369
144.0,39634,43665,45369
145.0,39642,43689,45369
146.0,39641,43710,45369
147.0,39624,43737,45369
148.0,39625,43760,45369
149.0,39620,43777,45369
150.0,39613,43802,45369
151.0,39600,43825,45369
152.0,39616,43858,45369
153.0,39611,43883,45369
154.0,39630,43924,45369
155.0,39640,43962,45369
156.0,39644,43979,45369
157.0,39649,44010,45369
158.0,39637,44051,45369
159.0,39653,44111,45369
160.0,39654,44171,45369
161.0,39656,44218,45369
162.0,39658,44269,45369
163.0,39666,44293,45369
164.0,39679,44317,45369
165.0,39673,44328,45369
166.0,39672,44337,45369
167.0,39684,44337,45369
168.0,39688,44345,45369
169.0,39688,44348,45369
170.0,39684,44358,45369
171.0,39688,44374,45369
172.0,39688,44381,45369
173.0,39690,44389,45369
174.0,39688,44395,45369
175.0,39684,44403,45369
176.0,39686,44409,45369
177.0,39684,44413,45369
178.0,39684,44416,45369
179.0,39687,44417,45369
180.0,39687,44422,45369
181.0,39687,44422,45369
182.0,39690,44422,45369
183.0,39690,44422,45369
184.0,39688,44422,45369
185.0,39690,44422,45369
186.0,39693,44422,45369
187.0,39693,44422,45369
188.0,39694,44422,45369
189.0,39696,44422,45369
190.0,39695,44422,45369
191.0,39699,44422,45369
192.0,39697,44422,45369
193.0,39703,44422,45369
194.0,39705,44422,45369
195.0,39706,44422,45369
196.0,39694,44422,45369
197.0,39683,44422,45369
198.0,39684,44422,45369
199.0,39688,44422,45369
200.0,39697,44422,45369
201.0,39697,44422,45369
202.0,39699,44422,45369
203.0,39706,44422,45369
204.0,39712,44422,45369
205.0,39719,44422,45369
206.0,39719,44422,45369
207.0,39719,44422,45369
208.0,39721,44422,45369
209.0,39724,44422,45369
210.0,39727,44422,45369
211.0,39726,44422,45369
212.0,39727,44422,45369
213.0,39729,44422,45369
214.0,39723,44422,45369
215.0,39727,44422,45369
216.0,39723,44422,45369
217.0,39725,44422,45369
218.0,39727,44422,45369
219.0,39729,44422,45369
220.0,39730,44422,45369
221.0,39730,44422,45369
222.0,39733,44422,45369
223.0,39735,44422,45369
224.0,39737,44422,45369
225.0,39735,44422,45369
226.0,39733,44422,45369
227.0,39716,44422,45369
