t,own_known,merged_known,total
1.0,0,0,45369
2.0,2260,2260,45369
3.0,4175,5286,45369
4.0,5049,6454,45369
5.0,5474,7321,45369
6.0,5995,7937,45369
7.0,6270,8349,45369
8.0,6678,8762,45369
9.0,7063,9213,45369
10.0,7487,9987,45369
11.0,7848,11016,45369
12.0,8093,11994,45369
13.0,8496,12853,45369
14.0,8969,13351,45369
15.0,9669,14072,45369
16.0,10483,14770,45369
17.0,11383,15301,45369
18.0,12185,16134,45369
19.0,13006,17131,45369
20.0,13753,18151,45369
21.0,14456,19141,45369
22.0,15088,20069,45369
23.0,15728,20938,45369
24.0,16357,21783,45369
25.0,16989,22459,45369
26.0,17644,23183,45369
27.0,18313,23935,45369
28.0,18910,24597,45369
29.0,19457,25328,45369
30.0,20112,26242,45369
31.0,20711,27341,45369
32.0,21235,28269,45369
33.0,21753,29238,45369
34.0,22260,30249,45369
35.0,22647,30907,45369
36.0,23157,31633,45369
37.0,23634,32044,45369
38.0,24116,32388,45369
39.0,24771,32637,45369
40.0,25262,32766,45369
41.0,25652,32949,45369
42.0,25818,33081,45369
43.0,25957,33198,45369
44.0,26085,33273,45369
45.0,26145,33363,45369
46.0,26204,33415,45369
47.0,26285,33433,45369
48.0,26366,33449,45369
49.0,26459,33458,45369
50.0,26499,33463,45369
51.0,26508,33471,45369
52.0,26522,33484,45369
53.0,26525,33496,45369
54.0,26535,33559,45369
55.0,26535,33590,45369
56.0,26537,33700,45369
57.0,26551,33878,45369
58.0,26577,34114,45369
59.0,26632,34262,45369
60.0,26783,34550,45369
61.0,26960,34860,45369
62.0,27174,35173,45369
63.0,27450,35474,45369
64.0,27651,35807,45369
65.0,27884,36020,45369
66.0,28203,36338,45369
67.0,28514,36566,45369
68.0,28735,36668,45369
69.0,29076,36779,45369
70.0,29454,36866,45369
71.0,29890,37062,45369
72.0,30111,37196,45369
73.0,30328,37348,45369
74.0,30490,37463,45369
75.0,30568,37522,45369
76.0,30649,37587,45369
77.0,30697,37629,45369
78.0,30709,37641,45369
79.0,30717,37648,45369
80.0,30732,37659,45369
81.0,30736,37660,45369
82.0,30736,37659,45369
83.0,30738,37659,45369
84.0,30739,37658,45369
85.0,30748,37658,45369
86.0,30750,37656,45369
87.0,30756,37656,45369
88.0,30759,37657,45369
89.0,30772,37655,45369
90.0,30777,37657,45369
91.0,30777,37660,45369
92.0,30778,37661,45369
93.0,30779,37662,45369
94.0,30786,37662,45369
95.0,30808,37663,45369
96.0,30826,37664,45369
97.0,30851,37665,45369
98.0,30890,37673,45369
99.0,30915,37679,45369
100.0,30969,37689,45369
101.0,31022,37701,45369
102.0,31112,37717,45369
103.0,31323,37731,45369
104.0,31576,37761,45369
