t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
1.5,-12.8,-10.2,-12.799,-10.199,-12.799,-10.199,-12.733,-10.257,0.04002,-12.733,-10.257,0.0,-0.0564
2.0,-12.799,-10.2,-12.799,-10.2,-12.799,-10.2,-12.639,-10.248,0.04002,-12.639,-10.248,-0.0,-0.0564
2.5,-12.777,-10.222,-12.779,-10.222,-12.779,-10.222,-12.656,-10.249,0.04004,-12.656,-10.249,-0.0,-0.0564
3.0,-12.758,-10.24,-12.759,-10.238,-12.759,-10.238,-12.671,-10.255,0.04004,-12.671,-10.255,0.0002,-0.0564
3.5,-12.608,-10.246,-12.619,-10.242,-12.619,-10.24,-12.54,-10.244,0.04022,-12.54,-10.244,0.0003,-0.0564
4.0,-12.397,-10.136,-12.415,-10.138,-12.419,-10.131,-12.316,-10.142,0.0406,-12.316,-10.142,-0.0005,-0.0564
4.5,-12.162,-9.932,-12.191,-9.952,-12.2,-9.937,-12.135,-9.945,0.04122,-12.135,-9.945,0.0019,-0.0564
5.0,-11.906,-9.691,-11.941,-9.73,-11.958,-9.707,-11.873,-9.689,0.04208,-11.872,-9.688,-0.001,-0.0564
5.5,-11.679,-9.475,-11.719,-9.534,-11.743,-9.503,-11.694,-9.461,0.04327,-11.693,-9.463,0.0018,-0.0564
6.0,-11.392,-9.225,-11.439,-9.306,-11.471,-9.267,-11.396,-9.229,0.04483,-11.393,-9.228,-0.0018,-0.0564
6.5,-11.145,-9.005,-11.199,-9.105,-11.24,-9.054,-11.181,-9.022,0.04695,-11.181,-9.024,0.0018,-0.0564
7.0,-10.868,-8.724,-10.933,-8.847,-10.981,-8.789,-10.885,-8.786,0.04965,-10.886,-8.782,-0.0015,-0.0564
7.5,-10.631,-8.386,-10.693,-8.527,-10.752,-8.463,-10.665,-8.469,0.05383,-10.672,-8.472,0.003,-0.0564
8.0,-10.412,-8.083,-10.477,-8.25,-10.542,-8.18,-10.456,-8.157,0.05732,-10.449,-8.149,-0.0043,-0.0564
8.5,-10.144,-7.767,-10.218,-7.967,-10.293,-7.889,-10.207,-7.839,0.06213,-10.184,-7.817,-0.0113,-0.0564
9.0,-9.835,-7.499,-9.906,-7.72,-9.988,-7.634,-9.862,-7.578,0.06662,-9.818,-7.526,-0.0234,-0.0564
9.5,-9.523,-7.303,-9.605,-7.546,-9.691,-7.453,-9.585,-7.373,0.07141,-9.525,-7.316,-0.0247,-0.0564
10.0,-9.141,-7.152,-9.235,-7.416,-9.326,-7.309,-9.191,-7.279,0.07438,-9.156,-7.236,-0.0167,-0.0564
10.5,-8.785,-7.055,-8.886,-7.334,-8.98,-7.219,-8.858,-7.161,0.07829,-8.803,-7.113,-0.0199,-0.0564
11.0,-8.396,-7.03,-8.521,-7.328,-8.615,-7.198,-8.521,-7.136,0.08227,-8.485,-7.115,-0.0102,-0.0564
11.5,-8.138,-7.195,-8.282,-7.507,-8.371,-7.37,-8.32,-7.262,0.0828,-8.291,-7.267,-0.0044,-0.0564
12.0,-7.956,-7.51,-8.119,-7.808,-8.2,-7.666,-8.149,-7.591,0.07821,-8.147,-7.604,0.0027,-0.0564
12.5,-7.774,-7.737,-7.945,-8.028,-8.02,-7.881,-7.878,-7.749,0.06849,-7.735,-7.694,-0.0407,-0.0564
13.0,-7.557,-7.748,-7.73,-8.032,-7.805,-7.884,-7.615,-7.747,0.06565,-7.43,-7.668,-0.0547,-0.0564
13.5,-7.207,-7.572,-7.391,-7.861,-7.468,-7.708,-7.275,-7.552,0.06772,-7.075,-7.468,-0.0549,-0.0564
14.0,-6.85,-7.365,-7.054,-7.676,-7.133,-7.519,-6.87,-7.35,0.0679,-6.603,-7.22,-0.0735,-0.0564
14.5,-6.504,-7.231,-6.723,-7.555,-6.803,-7.399,-6.513,-7.246,0.06916,-6.234,-7.1,-0.075,-0.0564
15.0,-6.123,-7.078,-6.357,-7.409,-6.44,-7.245,-6.096,-7.108,0.07007,-5.785,-6.93,-0.0827,-0.0564
15.5,-5.794,-6.842,-6.041,-7.186,-6.127,-7.018,-5.769,-6.867,0.07057,-5.444,-6.674,-0.0829,-0.0564
16.0,-5.533,-6.578,-5.797,-6.947,-5.888,-6.773,-5.483,-6.629,0.06949,-5.144,-6.401,-0.0881,-0.0564
16.5,-5.293,-6.245,-5.563,-6.634,-5.657,-6.458,-5.229,-6.273,0.06892,-4.855,-6.011,-0.0936,-0.0564
17.0,-5.103,-5.922,-5.377,-6.334,-5.48,-6.153,-5.038,-5.98,0.06987,-4.68,-5.698,-0.0905,-0.0564
17.5,-4.909,-5.555,-5.188,-5.996,-5.301,-5.81,-4.781,-5.621,0.06888,-4.388,-5.27,-0.1025,-0.0564
18.0,-4.723,-5.183,-5.003,-5.647,-5.13,-5.454,-4.568,-5.236,0.06822,-4.149,-4.833,-0.1089,-0.0564
18.5,-4.573,-4.841,-4.854,-5.328,-4.987,-5.132,-4.407,-4.898,0.06836,-3.988,-4.467,-0.1092,-0.0564
19.0,-4.395,-4.467,-4.672,-4.973,-4.813,-4.774,-4.241,-4.556,0.07124,-3.844,-4.115,-0.1023,-0.0564
19.5,-4.21,-4.142,-4.489,-4.669,-4.635,-4.466,-4.044,-4.243,0.07257,-3.649,-3.78,-0.1017,-0.0564
20.0,-3.984,-3.793,-4.266,-4.342,-4.425,-4.131,-3.823,-3.903,0.07389,-3.425,-3.417,-0.1005,-0.0564
20.5,-3.744,-3.454,-4.032,-4.025,-4.201,-3.806,-3.544,-3.587,0.07495,-3.144,-3.056,-0.1029,-0.0564
21.0,-3.527,-3.149,-3.825,-3.747,-4.004,-3.522,-3.325,-3.304,0.07562,-2.927,-2.752,-0.1019,-0.0564
21.5,-3.283,-2.812,-3.594,-3.441,-3.777,-3.213,-3.053,-2.985,0.07584,-2.64,-2.389,-0.1053,-0.0564
22.0,-3.04,-2.475,-3.361,-3.132,-3.547,-2.902,-2.832,-2.677,0.07801,-2.422,-2.078,-0.1009,-0.0564
22.5,-2.817,-2.174,-3.148,-2.855,-3.339,-2.621,-2.629,-2.392,0.07898,-2.22,-1.791,-0.0979,-0.0564
23.0,-2.562,-1.846,-2.898,-2.55,-3.098,-2.308,-2.353,-2.067,0.07889,-1.927,-1.426,-0.1003,-0.0564
23.5,-2.324,-1.557,-2.671,-2.282,-2.876,-2.037,-2.057,-1.822,0.07911,-1.655,-1.155,-0.1004,-0.0564
24.0,-2.064,-1.232,-2.421,-1.982,-2.634,-1.731,-1.824,-1.537,0.08226,-1.446,-0.888,-0.0937,-0.0564
24.5,-1.834,-0.9,-2.201,-1.669,-2.416,-1.416,-1.554,-1.179,0.07886,-1.126,-0.454,-0.1019,-0.0564
25.0,-1.7,-0.557,-2.073,-1.35,-2.295,-1.094,-1.442,-0.848,0.07855,-1.023,-0.119,-0.0992,-0.0564
25.5,-1.57,-0.175,-1.945,-1.008,-2.175,-0.749,-1.319,-0.517,0.07974,-0.927,0.211,-0.0949,-0.0564
26.0,-1.368,0.127,-1.742,-0.726,-1.979,-0.463,-1.063,-0.183,0.07651,-0.621,0.63,-0.1037,-0.0564
26.5,-1.108,0.452,-1.489,-0.424,-1.735,-0.154,-0.721,0.178,0.0733,-0.228,1.097,-0.1147,-0.0564
27.0,-0.858,0.783,-1.245,-0.114,-1.494,0.159,-0.482,0.489,0.07493,0.01,1.411,-0.1115,-0.0564
27.5,-0.645,1.091,-1.036,0.178,-1.292,0.455,-0.29,0.805,0.07533,0.21,1.731,-0.1097,-0.0564
28.0,-0.415,1.437,-0.812,0.499,-1.076,0.783,-0.069,1.136,0.07633,0.43,2.075,-0.1078,-0.0564
28.5,-0.174,1.775,-0.582,0.807,-0.852,1.094,0.133,1.455,0.07771,0.636,2.389,-0.1045,-0.0564
29.0,-0.01,2.071,-0.429,1.083,-0.706,1.375,0.274,1.72,0.07921,0.753,2.638,-0.1,-0.0564
29.5,0.05,2.465,-0.363,1.444,-0.652,1.737,0.342,2.102,0.07843,0.82,3.057,-0.101,-0.0564
30.0,0.147,2.82,-0.266,1.779,-0.562,2.074,0.426,2.427,0.08014,0.881,3.376,-0.0973,-0.0564
30.5,0.227,3.212,-0.186,2.149,-0.483,2.444,0.513,2.811,0.08031,0.971,3.799,-0.0979,-0.0564
31.0,0.255,3.614,-0.149,2.53,-0.452,2.825,0.517,3.195,0.08201,0.965,4.187,-0.0951,-0.0564
31.5,0.35,3.972,-0.046,2.87,-0.362,3.169,0.635,3.528,0.08536,1.078,4.557,-0.0951,-0.0564
32.0,0.459,4.363,0.067,3.242,-0.26,3.544,0.758,3.917,0.08599,1.21,4.999,-0.0969,-0.0564
32.5,0.568,4.649,0.174,3.494,-0.157,3.798,0.848,4.171,0.08607,1.285,5.233,-0.0938,-0.0564
33.0,0.732,4.927,0.334,3.749,-0.0,4.055,1.027,4.435,0.08649,1.472,5.53,-0.0948,-0.0564
33.5,0.896,5.06,0.482,3.862,0.147,4.168,1.161,4.554,0.08819,1.629,5.66,-0.0948,-0.0564
34.0,1.207,5.176,0.781,3.964,0.446,4.27,1.475,4.651,0.09066,1.968,5.77,-0.095,-0.0564
34.5,1.6,5.178,1.157,3.959,0.821,4.268,1.839,4.652,0.09288,2.375,5.768,-0.0947,-0.0564
35.0,1.989,5.238,1.52,4.024,1.185,4.331,2.213,4.713,0.09552,2.783,5.839,-0.0949,-0.0564
35.5,2.315,5.403,1.831,4.184,1.496,4.491,2.542,4.868,0.0958,3.119,5.991,-0.0939,-0.0564
