t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
2.0,-12.8,-10.2,-12.8,-10.2,-12.8,-10.2,-12.672,-10.249,0.04003,-12.672,-10.249,0.0,-0.0828
2.5,-12.8,-10.2,-12.8,-10.2,-12.8,-10.2,-12.693,-10.238,0.04002,-12.693,-10.238,0.0,-0.0828
3.0,-12.78,-10.227,-12.785,-10.225,-12.784,-10.224,-12.632,-10.281,0.04003,-12.632,-10.281,-0.0,-0.0828
3.5,-12.764,-10.308,-12.779,-10.299,-12.771,-10.298,-12.654,-10.352,0.0401,-12.654,-10.352,0.0001,-0.0828
4.0,-12.764,-10.308,-12.779,-10.3,-12.771,-10.298,-12.657,-10.357,0.04002,-12.657,-10.357,0.0001,-0.0828
4.5,-12.764,-10.308,-12.779,-10.3,-12.771,-10.298,-12.607,-10.35,0.04002,-12.607,-10.35,-0.0002,-0.0828
5.0,-12.744,-10.319,-12.759,-10.31,-12.75,-10.307,-12.63,-10.376,0.04004,-12.63,-10.376,-0.0002,-0.0828
5.5,-12.58,-10.297,-12.607,-10.292,-12.599,-10.282,-12.466,-10.346,0.04023,-12.466,-10.346,-0.0002,-0.0828
6.0,-12.323,-10.13,-12.364,-10.142,-12.361,-10.124,-12.248,-10.199,0.04077,-12.248,-10.199,0.0003,-0.0828
6.5,-12.104,-9.93,-12.158,-9.966,-12.161,-9.941,-12.081,-10.025,0.04119,-12.083,-10.026,0.0027,-0.0828
7.0,-11.831,-9.671,-11.9,-9.737,-11.91,-9.705,-11.841,-9.785,0.04203,-11.843,-9.787,0.0036,-0.0828
7.5,-11.564,-9.415,-11.644,-9.507,-11.661,-9.467,-11.617,-9.554,0.04356,-11.622,-9.56,0.0074,-0.0828
8.0,-11.308,-9.154,-11.405,-9.277,-11.433,-9.226,-11.426,-9.296,0.04578,-11.434,-9.308,0.0119,-0.0828
8.5,-11.04,-8.837,-11.149,-8.991,-11.19,-8.93,-11.2,-9.001,0.04874,-11.215,-9.02,0.0153,-0.0828
9.0,-10.794,-8.504,-10.915,-8.697,-10.967,-8.627,-10.975,-8.731,0.05207,-11.001,-8.76,0.0201,-0.0828
9.5,-10.558,-8.214,-10.684,-8.434,-10.745,-8.357,-10.769,-8.445,0.05554,-10.797,-8.481,0.0205,-0.0828
