t,tx,rx,relayed,dup_dropped
2.0,4,8,8,8
4.0,14,27,27,27
6.0,24,48,47,47
8.0,34,68,67,67
10.0,44,90,87,87
12.0,54,110,107,107
14.0,64,130,127,127
16.0,74,151,147,147
18.0,84,173,167,167
20.0,94,194,187,186
22.0,104,214,207,206
24.0,114,236,227,226
26.0,124,258,247,245
28.0,134,280,267,264
30.0,144,302,287,284
32.0,154,324,307,302
34.0,164,346,327,320
36.0,174,368,347,338
38.0,184,390,367,357
40.0,195,414,389,378
42.0,207,440,413,402
44.0,219,463,433,422
46.0,229,485,453,442
48.0,239,507,473,462
50.0,249,529,493,482
52.0,259,551,512,501
54.0,269,573,532,520
56.0,279,597,550,528
58.0,289,620,570,547
60.0,299,642,590,566
62.0,309,665,610,586
64.0,319,688,629,604
66.0,329,710,649,624
68.0,341,737,673,647
70.0,352,761,695,669
72.0,364,787,719,693
74.0,376,813,743,717
76.0,387,839,765,739
78.0,399,866,790,764
80.0,409,888,810,784
82.0,419,910,830,804
84.0,429,932,850,824
86.0,439,954,869,843
88.0,449,976,889,863
90.0,459,999,909,883
92.0,469,1019,929,902
94.0,479,1041,949,921
96.0,489,1063,968,933
98.0,499,1086,987,949
100.0,509,1109,1007,969
102.0,519,1131,1027,989
104.0,529,1154,1047,1008
106.0,539,1177,1067,1027
108.0,549,1198,1087,1046
110.0,559,1220,1107,1066
112.0,570,1242,1127,1086
114.0,581,1268,1151,1110
116.0,593,1294,1174,1132
118.0,605,1318,1196,1154
120.0,616,1345,1220,1178
122.0,628,1371,1244,1202
124.0,640,1395,1266,1224
126.0,651,1422,1291,1249
128.0,661,1444,1311,1269
130.0,671,1466,1331,1289
132.0,681,1488,1351,1309
134.0,691,1511,1371,1329
136.0,701,1533,1391,1349
138.0,711,1555,1411,1369
140.0,721,1576,1431,1389
142.0,731,1597,1451,1409
144.0,741,1619,1471,1429
146.0,751,1639,1491,1449
148.0,761,1659,1511,1469
150.0,771,1681,1531,1489
152.0,781,1701,1551,1509
154.0,791,1721,1571,1529
156.0,801,1741,1591,1548
158.0,811,1762,1611,1568
160.0,821,1782,1631,1588
162.0,831,1803,1651,1608
164.0,841,1824,1671,1628
166.0,851,1844,1691,1648
168.0,861,1864,1711,1668
170.0,871,1884,1731,1688
172.0,881,1904,1751,1708
174.0,891,1924,1771,1728
176.0,901,1944,1791,1748
178.0,911,1965,1811,1768
180.0,921,1985,1831,1788
182.0,931,2006,1851,1808
184.0,941,2026,1871,1828
186.0,951,2046,1891,1848
188.0,961,2066,1911,1868
190.0,971,2086,1931,1888
192.0,981,2107,1951,1908
194.0,991,2127,1971,1928
196.0,1001,2147,1991,1948
198.0,1011,2167,2011,1968
200.0,1021,2187,2031,1988
202.0,1031,2207,2051,2008
204.0,1041,2227,2071,2028
206.0,1051,2247,2091,2048
208.0,1061,2267,2111,2068
210.0,1071,2287,2131,2088
212.0,1081,2307,2151,2108
214.0,1091,2327,2171,2128
216.0,1101,2347,2191,2148
218.0,1111,2367,2211,2168
220.0,1121,2387,2231,2188
222.0,1131,2407,2251,2208
224.0,1141,2427,2271,2228
226.0,1151,2447,2291,2247
228.0,1161,2467,2311,2267
230.0,1171,2488,2331,2287
232.0,1181,2508,2351,2307
234.0,1191,2528,2371,2327
236.0,1201,2548,2391,2346
238.0,1211,2568,2411,2366
240.0,1221,2588,2431,2386
242.0,1231,2608,2451,2406
244.0,1241,2628,2471,2426
246.0,1251,2649,2491,2446
248.0,1261,2669,2511,2466
250.0,1271,2689,2531,2486
252.0,1281,2709,2551,2506
254.0,1291,2729,2571,2526
256.0,1301,2749,2591,2546
258.0,1311,2769,2611,2566
260.0,1321,2790,2631,2586
262.0,1331,2810,2651,2606
264.0,1341,2830,2671,2626
266.0,1351,2850,2691,2646
268.0,1361,2870,2711,2666
270.0,1371,2890,2731,2686
272.0,1381,2911,2751,2706
274.0,1391,2931,2771,2726
276.0,1401,2951,2791,2746
