t,tx,rx,relayed,dup_dropped
2.0,2,10,10,10
4.0,11,30,30,30
6.0,21,50,50,50
8.0,31,70,70,70
10.0,41,90,90,90
12.0,51,110,110,110
14.0,61,130,130,128
16.0,71,150,150,148
18.0,81,173,170,167
20.0,91,194,190,187
22.0,101,214,210,207
24.0,111,235,230,227
26.0,121,256,250,247
28.0,131,277,270,267
30.0,141,297,290,287
32.0,151,320,310,307
34.0,161,344,330,327
36.0,171,367,350,345
38.0,181,390,370,364
40.0,192,414,392,386
42.0,204,440,416,410
44.0,214,464,438,432
46.0,224,487,458,452
48.0,234,509,478,472
50.0,244,532,498,492
52.0,254,555,518,511
54.0,264,577,538,530
56.0,274,600,558,545
58.0,284,623,578,565
60.0,294,645,598,584
62.0,304,670,618,604
64.0,314,691,637,622
66.0,324,713,657,642
68.0,336,740,681,666
70.0,347,765,702,687
72.0,359,791,726,711
74.0,371,819,750,735
76.0,382,843,772,757
78.0,395,869,796,781
80.0,405,892,816,801
82.0,415,915,836,821
84.0,425,937,856,841
86.0,435,959,876,861
88.0,445,981,896,881
90.0,455,1003,916,901
92.0,465,1025,935,920
94.0,475,1047,955,939
96.0,485,1069,974,955
98.0,495,1090,994,969
100.0,505,1112,1014,989
102.0,515,1135,1034,1008
104.0,525,1156,1054,1027
106.0,535,1178,1074,1047
108.0,545,1201,1094,1065
110.0,555,1223,1114,1085
112.0,565,1245,1135,1106
114.0,577,1270,1158,1129
116.0,589,1296,1182,1152
118.0,600,1321,1205,1174
120.0,612,1346,1228,1197
122.0,624,1372,1252,1221
124.0,635,1397,1275,1244
126.0,647,1423,1299,1268
128.0,657,1445,1319,1288
130.0,667,1467,1339,1308
132.0,677,1489,1359,1328
134.0,687,1511,1379,1348
136.0,697,1533,1399,1368
138.0,707,1555,1419,1388
140.0,717,1577,1439,1408
142.0,727,1598,1459,1427
144.0,737,1620,1479,1447
146.0,747,1642,1499,1467
148.0,757,1664,1519,1487
150.0,767,1685,1539,1507
152.0,777,1706,1559,1527
154.0,787,1726,1579,1547
156.0,797,1748,1599,1567
158.0,807,1768,1619,1587
160.0,817,1790,1639,1607
162.0,827,1810,1659,1627
164.0,837,1831,1679,1647
166.0,847,1852,1699,1667
168.0,857,1873,1719,1687
170.0,867,1894,1739,1707
172.0,877,1915,1759,1727
174.0,887,1936,1779,1747
176.0,897,1956,1799,1767
178.0,907,1976,1819,1787
180.0,917,1996,1839,1807
182.0,927,2017,1859,1827
184.0,937,2038,1879,1847
186.0,947,2059,1899,1867
188.0,957,2080,1919,1887
190.0,967,2100,1939,1907
192.0,977,2120,1959,1927
194.0,987,2141,1979,1947
196.0,997,2162,1999,1967
198.0,1007,2183,2019,1987
200.0,1017,2204,2039,2007
202.0,1027,2224,2059,2027
204.0,1037,2244,2079,2047
206.0,1047,2265,2099,2067
208.0,1057,2285,2119,2087
210.0,1067,2305,2139,2107
212.0,1077,2326,2159,2127
214.0,1087,2346,2179,2147
216.0,1097,2366,2199,2167
218.0,1107,2386,2219,2187
220.0,1117,2406,2239,2207
222.0,1127,2426,2259,2227
224.0,1137,2447,2279,2247
226.0,1147,2469,2298,2266
228.0,1157,2489,2318,2286
230.0,1167,2509,2338,2306
232.0,1177,2529,2358,2326
234.0,1187,2549,2378,2346
236.0,1197,2570,2398,2366
238.0,1207,2591,2418,2386
240.0,1217,2611,2438,2406
242.0,1227,2632,2458,2426
244.0,1237,2653,2478,2446
246.0,1247,2674,2498,2466
248.0,1257,2694,2518,2486
250.0,1267,2714,2538,2506
252.0,1277,2735,2558,2526
254.0,1287,2756,2578,2546
256.0,1297,2777,2598,2566
258.0,1307,2798,2618,2586
260.0,1317,2819,2638,2606
262.0,1327,2839,2658,2626
264.0,1337,2860,2678,2646
266.0,1347,2880,2698,2666
268.0,1357,2901,2718,2686
270.0,1367,2921,2738,2706
272.0,1377,2941,2758,2726
274.0,1387,2962,2778,2746
276.0,1397,2983,2798,2766
