t,own_known,merged_known,total
1.0,0,0,45369
2.0,2,2,45369
3.0,3505,4006,45369
4.0,4856,6114,45369
5.0,5490,7061,45369
6.0,5918,7480,45369
7.0,6318,8020,45369
8.0,6497,8466,45369
9.0,6714,8848,45369
10.0,6954,9302,45369
11.0,7258,9773,45369
12.0,7531,10569,45369
13.0,7833,11385,45369
14.0,8169,12224,45369
15.0,8495,12885,45369
16.0,8955,13543,45369
17.0,9444,13907,45369
18.0,10020,14461,45369
19.0,10823,15098,45369
20.0,11688,15756,45369
21.0,12294,16455,45369
22.0,12864,17298,45369
23.0,13450,18152,45369
24.0,13978,19003,45369
25.0,14463,19769,45369
26.0,14965,20416,45369
27.0,15422,21069,45369
28.0,15828,21685,45369
29.0,16270,22229,45369
30.0,17007,22747,45369
31.0,18033,23408,45369
32.0,18680,24100,45369
33.0,19471,24850,45369
34.0,20134,25687,45369
35.0,20515,26443,45369
36.0,21093,27017,45369
37.0,21478,27746,45369
38.0,21726,28371,45369
39.0,21974,28690,45369
40.0,22176,29039,45369
41.0,22364,29371,45369
42.0,22778,29593,45369
43.0,23207,29802,45369
44.0,23565,30006,45369
45.0,23926,30186,45369
46.0,24283,30314,45369
47.0,24520,30434,45369
48.0,24818,30571,45369
49.0,25089,30685,45369
50.0,25177,30756,45369
51.0,25296,30852,45369
52.0,25367,30944,45369
53.0,25414,30988,45369
54.0,25457,31108,45369
55.0,25522,31270,45369
56.0,25582,31401,45369
57.0,25644,31567,45369
58.0,25688,31706,45369
59.0,25795,31974,45369
60.0,25914,32227,45369
61.0,26099,32450,45369
62.0,26232,32766,45369
63.0,26522,33099,45369
64.0,26784,33437,45369
65.0,27049,33689,45369
66.0,27358,34056,45369
67.0,27635,34249,45369
68.0,27918,34519,45369
69.0,28108,34759,45369
70.0,28192,34880,45369
71.0,28223,34950,45369
72.0,28246,35033,45369
73.0,28269,35071,45369
74.0,28268,35090,45369
75.0,28270,35116,45369
76.0,28268,35124,45369
77.0,28304,35132,45369
78.0,28315,35140,45369
79.0,28353,35143,45369
80.0,28401,35152,45369
81.0,28427,35153,45369
82.0,28439,35159,45369
83.0,28442,35164,45369
84.0,28455,35202,45369
85.0,28459,35216,45369
86.0,28469,35230,45369
87.0,28476,35240,45369
88.0,28482,35246,45369
89.0,28481,35254,45369
90.0,28490,35270,45369
91.0,28489,35285,45369
92.0,28503,35292,45369
93.0,28503,35295,45369
94.0,28509,35297,45369
95.0,28498,35298,45369
96.0,28500,35300,45369
97.0,28500,35301,45369
98.0,28525,35303,45369
99.0,28517,35305,45369
100.0,28517,35305,45369
101.0,28516,35306,45369
102.0,28544,35326,45369
103.0,28608,35455,45369
104.0,28660,35720,45369
105.0,28834,35976,45369
106.0,29065,36416,45369
107.0,29256,36980,45369
108.0,29665,37593,45369
109.0,30065,38021,45369
110.0,30326,38653,45369
111.0,30740,39347,45369
112.0,31034,39797,45369
113.0,31270,40365,45369
114.0,31539,40724,45369
115.0,31970,40903,45369
116.0,32475,41054,45369
117.0,33568,41162,45369
118.0,34299,41289,45369
119.0,34868,41392,45369
120.0,35283,41555,45369
