t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
0.5,-11.0,-11.0,-11.001,-11.001,-11.001,-11.001,-11.001,-11.001,0.02002,-11.001,-11.001,0.0,-0.0854
1.0,-11.0,-11.0,-11.001,-11.001,-11.001,-11.001,-10.981,-11.009,0.04,-10.981,-11.009,0.0,-0.0854
1.5,-11.0,-11.0,-11.001,-11.001,-11.001,-11.001,-10.979,-11.004,0.04,-10.979,-11.004,0.0,-0.0854
2.0,-10.755,-10.752,-10.779,-10.776,-10.779,-10.776,-10.79,-10.751,0.04067,-10.79,-10.751,0.0,-0.0854
2.5,-10.462,-10.457,-10.513,-10.507,-10.51,-10.511,-10.496,-10.51,0.04176,-10.496,-10.51,0.0,-0.0854
3.0,-10.199,-10.191,-10.265,-10.256,-10.263,-10.258,-10.213,-10.276,0.04349,-10.212,-10.275,-0.0013,-0.0854
3.5,-9.903,-9.899,-9.99,-9.984,-9.987,-9.988,-9.938,-10.006,0.0458,-9.937,-10.005,-0.0011,-0.0854
4.0,-9.639,-9.633,-9.747,-9.738,-9.742,-9.744,-9.67,-9.74,0.04617,-9.663,-9.731,-0.0073,-0.0854
4.5,-9.347,-9.336,-9.478,-9.464,-9.471,-9.472,-9.445,-9.443,0.04772,-9.436,-9.44,-0.0038,-0.0854
5.0,-9.053,-9.043,-9.207,-9.192,-9.198,-9.202,-9.171,-9.138,0.04977,-9.15,-9.126,-0.0105,-0.0854
5.5,-8.79,-8.777,-8.966,-8.949,-8.957,-8.959,-8.893,-8.884,0.05184,-8.862,-8.854,-0.0199,-0.0854
6.0,-8.496,-8.482,-8.701,-8.683,-8.691,-8.694,-8.584,-8.585,0.05565,-8.526,-8.518,-0.037,-0.0854
6.5,-8.232,-8.217,-8.462,-8.441,-8.451,-8.452,-8.366,-8.332,0.05688,-8.305,-8.271,-0.0326,-0.0854
7.0,-7.938,-7.923,-8.2,-8.18,-8.19,-8.192,-8.09,-8.074,0.05873,-8.026,-8.005,-0.0334,-0.0854
7.5,-7.634,-7.642,-7.929,-7.933,-7.92,-7.944,-7.808,-7.808,0.06092,-7.725,-7.721,-0.0396,-0.0854
8.0,-7.436,-7.543,-7.753,-7.855,-7.745,-7.863,-7.605,-7.705,0.05994,-7.494,-7.59,-0.0517,-0.0854
8.5,-7.129,-7.67,-7.475,-7.982,-7.466,-7.987,-7.311,-7.801,0.05791,-7.166,-7.681,-0.0608,-0.0854
9.0,-6.753,-7.755,-7.128,-8.058,-7.118,-8.058,-6.952,-7.864,0.05692,-6.79,-7.753,-0.062,-0.0854
9.5,-6.388,-7.724,-6.796,-8.03,-6.786,-8.029,-6.614,-7.85,0.05578,-6.459,-7.752,-0.0561,-0.0854
10.0,-5.989,-7.621,-6.423,-7.932,-6.414,-7.927,-6.241,-7.758,0.05593,-6.093,-7.669,-0.0503,-0.0854
10.5,-5.645,-7.482,-6.104,-7.801,-6.097,-7.792,-5.987,-7.624,0.05418,-5.895,-7.582,-0.0273,-0.0854
11.0,-5.286,-7.279,-5.775,-7.609,-5.768,-7.6,-5.644,-7.428,0.05532,-5.539,-7.376,-0.0302,-0.0854
11.5,-4.957,-7.028,-5.47,-7.369,-5.461,-7.362,-5.322,-7.177,0.05685,-5.196,-7.11,-0.0351,-0.0854
12.0,-4.681,-6.777,-5.226,-7.142,-5.216,-7.136,-5.077,-6.959,0.05619,-4.963,-6.894,-0.0313,-0.0854
12.5,-4.391,-6.479,-4.96,-6.863,-4.947,-6.86,-4.786,-6.673,0.05743,-4.649,-6.587,-0.0371,-0.0854
13.0,-4.138,-6.203,-4.73,-6.608,-4.714,-6.609,-4.558,-6.429,0.05886,-4.43,-6.346,-0.033,-0.0854
13.5,-3.863,-5.891,-4.483,-6.322,-4.464,-6.325,-4.3,-6.174,0.05987,-4.194,-6.093,-0.0281,-0.0854
14.0,-3.588,-5.579,-4.23,-6.029,-4.21,-6.033,-4.085,-5.896,0.05845,-4.036,-5.859,-0.0128,-0.0854
14.5,-3.339,-5.299,-4.01,-5.777,-3.987,-5.783,-3.849,-5.634,0.05906,-3.776,-5.579,-0.018,-0.0854
15.0,-3.064,-4.988,-3.757,-5.484,-3.732,-5.493,-3.58,-5.337,0.0603,-3.489,-5.265,-0.0218,-0.0854
15.5,-2.788,-4.676,-3.512,-5.2,-3.482,-5.213,-3.313,-5.06,0.06063,-3.212,-4.974,-0.0242,-0.0854
16.0,-2.54,-4.395,-3.295,-4.949,-3.266,-4.961,-3.101,-4.804,0.06052,-3.001,-4.721,-0.0229,-0.0854
16.5,-2.263,-4.085,-3.042,-4.66,-3.013,-4.673,-2.88,-4.529,0.06024,-2.829,-4.486,-0.0116,-0.0854
17.0,-2.014,-3.806,-2.824,-4.409,-2.793,-4.422,-2.648,-4.254,0.06122,-2.557,-4.185,-0.0187,-0.0854
17.5,-1.74,-3.493,-2.571,-4.113,-2.538,-4.129,-2.397,-3.971,0.061,-2.324,-3.913,-0.015,-0.0854
18.0,-1.463,-3.183,-2.323,-3.828,-2.285,-3.848,-2.135,-3.671,0.062,-2.03,-3.593,-0.0199,-0.0854
18.5,-1.214,-2.903,-2.1,-3.573,-2.062,-3.594,-1.908,-3.398,0.06233,-1.778,-3.307,-0.0232,-0.0854
19.0,-0.937,-2.594,-1.849,-3.286,-1.806,-3.311,-1.647,-3.098,0.06305,-1.491,-2.991,-0.0266,-0.0854
19.5,-0.691,-2.312,-1.626,-3.024,-1.578,-3.053,-1.428,-2.85,0.06198,-1.3,-2.764,-0.0214,-0.0854
20.0,-0.418,-1.998,-1.383,-2.739,-1.332,-2.771,-1.173,-2.556,0.06251,-1.022,-2.454,-0.0244,-0.0854
20.5,-0.144,-1.685,-1.128,-2.441,-1.075,-2.476,-0.907,-2.251,0.06294,-0.737,-2.136,-0.0267,-0.0854
21.0,0.106,-1.406,-0.904,-2.188,-0.85,-2.223,-0.675,-1.985,0.06285,-0.484,-1.858,-0.029,-0.0854
21.5,0.385,-1.098,-0.651,-1.903,-0.593,-1.943,-0.414,-1.724,0.06198,-0.252,-1.611,-0.0249,-0.0854
22.0,0.663,-0.788,-0.409,-1.628,-0.35,-1.668,-0.185,-1.456,0.06084,-0.052,-1.364,-0.02,-0.0854
22.5,0.911,-0.508,-0.18,-1.365,-0.119,-1.407,0.039,-1.177,0.06072,0.185,-1.084,-0.0208,-0.0854
23.0,1.189,-0.198,0.073,-1.078,0.135,-1.121,0.306,-0.855,0.06207,0.511,-0.728,-0.0279,-0.0854
23.5,1.437,0.082,0.298,-0.817,0.364,-0.864,0.534,-0.571,0.06205,0.77,-0.431,-0.0307,-0.0854
24.0,1.713,0.393,0.551,-0.526,0.617,-0.572,0.791,-0.273,0.06177,1.035,-0.128,-0.0311,-0.0854
24.5,1.991,0.702,0.802,-0.241,0.868,-0.287,1.051,0.023,0.06176,1.314,0.181,-0.0328,-0.0854
25.0,2.24,0.981,1.022,0.013,1.092,-0.037,1.277,0.283,0.06104,1.547,0.442,-0.033,-0.0854
25.5,2.516,1.293,1.271,0.301,1.343,0.249,1.525,0.567,0.06015,1.779,0.714,-0.0305,-0.0854
26.0,2.766,1.572,1.497,0.56,1.571,0.506,1.755,0.838,0.05974,2.023,0.991,-0.0315,-0.0854
26.5,3.044,1.88,1.742,0.839,1.82,0.782,2.008,1.084,0.05795,2.229,1.215,-0.0263,-0.0854
27.0,3.319,2.192,1.986,1.123,2.067,1.063,2.271,1.386,0.05851,2.532,1.542,-0.0304,-0.0854
27.5,3.567,2.473,2.207,1.379,2.289,1.318,2.481,1.647,0.05731,2.726,1.787,-0.0279,-0.0854
28.0,3.843,2.784,2.459,1.67,2.546,1.604,2.715,1.9,0.05539,2.887,1.998,-0.0197,-0.0854
28.5,4.118,3.096,2.703,1.954,2.796,1.883,2.978,2.211,0.05533,3.193,2.33,-0.0239,-0.0854
29.0,4.366,3.377,2.925,2.211,3.022,2.136,3.208,2.485,0.05524,3.447,2.613,-0.0259,-0.0854
29.5,4.642,3.688,3.175,2.5,3.272,2.425,3.459,2.79,0.05453,3.708,2.92,-0.0265,-0.0854
30.0,4.892,3.966,3.397,2.752,3.497,2.675,3.69,3.065,0.05465,3.97,3.208,-0.029,-0.0854
30.5,5.169,4.277,3.638,3.03,3.741,2.95,3.937,3.35,0.054,4.222,3.494,-0.0291,-0.0854
31.0,5.445,4.587,3.894,3.324,4.003,3.239,4.202,3.665,0.0544,4.516,3.82,-0.0313,-0.0854
31.5,5.693,4.868,4.119,3.586,4.232,3.496,4.471,3.939,0.05303,4.817,4.119,-0.035,-0.0854
32.0,5.969,5.179,4.371,3.877,4.487,3.785,4.729,4.247,0.05321,5.095,4.434,-0.0362,-0.0854
32.5,6.217,5.459,4.594,4.136,4.713,4.042,4.975,4.548,0.05194,5.38,4.751,-0.0401,-0.0854
33.0,6.494,5.77,4.842,4.422,4.965,4.324,5.234,4.833,0.05196,5.64,5.036,-0.0396,-0.0854
33.5,6.77,6.081,5.091,4.711,5.218,4.609,5.519,5.172,0.05156,5.985,5.405,-0.0452,-0.0854
34.0,7.01,6.368,5.302,4.972,5.434,4.866,5.743,5.463,0.05217,6.251,5.716,-0.0481,-0.0854
34.5,7.268,6.694,5.527,5.266,5.665,5.156,5.982,5.767,0.05114,6.486,6.014,-0.0476,-0.0854
35.0,7.523,7.023,5.758,5.572,5.9,5.459,6.232,6.04,0.05111,6.705,6.281,-0.0449,-0.0854
35.5,7.759,7.313,5.977,5.848,6.121,5.733,6.465,6.333,0.05039,6.942,6.571,-0.0452,-0.0854
36.0,8.026,7.632,6.217,6.141,6.366,6.021,6.722,6.6,0.05043,7.177,6.832,-0.0432,-0.0854
36.5,8.268,7.918,6.444,6.414,6.597,6.29,6.963,6.895,0.04994,7.433,7.129,-0.0442,-0.0854
37.0,8.541,8.232,6.689,6.702,6.846,6.575,7.221,7.19,0.05018,7.702,7.429,-0.0445,-0.0854
