t,own_known,merged_known,total
1.1,0,0,45369
2.0,0,2957,45369
3.0,2435,4812,45369
4.0,4119,6277,45369
5.0,5197,7068,45369
6.0,5554,7381,45369
7.0,5896,7856,45369
8.0,6172,8208,45369
9.0,6528,8704,45369
10.0,6899,9156,45369
11.0,7316,9667,45369
12.0,7667,10397,45369
13.0,8017,11415,45369
14.0,8428,12332,45369
15.0,8889,12884,45369
16.0,9502,13574,45369
17.0,10152,14169,45369
18.0,10872,14754,45369
19.0,11667,15376,45369
20.0,12373,16041,45369
21.0,12975,16785,45369
22.0,13353,17550,45369
23.0,13891,18326,45369
24.0,14514,19184,45369
25.0,15087,19909,45369
26.0,15696,20583,45369
27.0,16250,21274,45369
28.0,16955,21858,45369
29.0,17673,22409,45369
30.0,18320,22857,45369
31.0,18934,23466,45369
32.0,19520,24089,45369
33.0,19919,24755,45369
34.0,20490,25421,45369
35.0,21119,26464,45369
36.0,21601,27524,45369
37.0,21876,28272,45369
38.0,22212,28735,45369
39.0,22543,29115,45369
40.0,22898,29336,45369
41.0,23515,29562,45369
42.0,24121,29788,45369
43.0,25080,30057,45369
44.0,25620,30229,45369
45.0,25899,30388,45369
46.0,26074,30485,45369
47.0,26198,30558,45369
48.0,26346,30628,45369
49.0,26433,30708,45369
50.0,26510,30831,45369
51.0,26622,30998,45369
52.0,26670,31115,45369
53.0,26702,31237,45369
54.0,26770,31375,45369
55.0,26802,31554,45369
56.0,26877,31720,45369
57.0,26927,31968,45369
58.0,26986,32210,45369
59.0,27117,32492,45369
60.0,27240,32777,45369
61.0,27411,32964,45369
62.0,27591,33243,45369
63.0,27720,33523,45369
64.0,27947,33745,45369
65.0,28191,34072,45369
66.0,28459,34434,45369
67.0,28746,34770,45369
68.0,29089,35014,45369
69.0,29433,35190,45369
70.0,29642,35299,45369
71.0,29980,35379,45369
72.0,30425,35477,45369
73.0,30656,35585,45369
74.0,30882,35723,45369
75.0,31069,35859,45369
76.0,31137,35956,45369
77.0,31215,36053,45369
78.0,31258,36120,45369
79.0,31271,36151,45369
80.0,31295,36187,45369
81.0,31316,36212,45369
82.0,31332,36235,45369
83.0,31340,36265,45369
84.0,31375,36285,45369
85.0,31388,36323,45369
86.0,31403,36344,45369
87.0,31411,36375,45369
88.0,31447,36410,45369
89.0,31447,36434,45369
90.0,31463,36452,45369
91.0,31487,36478,45369
92.0,31492,36491,45369
93.0,31493,36497,45369
94.0,31493,36500,45369
95.0,31498,36506,45369
96.0,31507,36507,45369
97.0,31521,36514,45369
98.0,31543,36515,45369
99.0,31559,36515,45369
100.0,31572,36516,45369
101.0,31577,36516,45369
102.0,31581,36516,45369
103.0,31589,36516,45369
104.0,31594,36516,45369
105.0,31597,36516,45369
106.0,31599,36521,45369
107.0,31623,36533,45369
108.0,31660,36586,45369
109.0,31699,36790,45369
110.0,31819,37205,45369
111.0,32037,37729,45369
112.0,32233,38304,45369
113.0,32680,38699,45369
114.0,33269,39327,45369
115.0,33718,39959,45369
116.0,34411,40372,45369
117.0,35056,40874,45369
118.0,35740,41249,45369
119.0,36318,41449,45369
120.0,36899,41620,45369
121.0,37471,41807,45369
122.0,37931,41938,45369
123.0,38220,41992,45369
124.0,38577,42053,45369
125.0,38832,42117,45369
126.0,38970,42148,45369
127.0,39118,42179,45369
128.0,39212,42194,45369
129.0,39284,42234,45369
130.0,39327,42254,45369
131.0,39369,42281,45369
132.0,39415,42293,45369
133.0,39427,42309,45369
134.0,39452,42324,45369
135.0,39462,42337,45369
136.0,39471,42365,45369
137.0,39484,42398,45369
138.0,39503,42414,45369
139.0,39513,42436,45369
140.0,39539,42453,45369
141.0,39564,42463,45369
142.0,39602,42492,45369
143.0,39658,42501,45369
144.0,39687,42510,45369
145.0,39690,42518,45369
146.0,39692,42525,45369
147.0,39699,42539,45369
148.0,39710,42567,45369
149.0,39716,42602,45369
150.0,39732,42627,45369
151.0,39745,42649,45369
152.0,39757,42684,45369
153.0,39765,42711,45369
154.0,39770,42751,45369
155.0,39773,42784,45369
156.0,39777,42814,45369
157.0,39778,42837,45369
158.0,39780,42852,45369
159.0,39782,42864,45369
160.0,39778,42875,45369
161.0,39785,42885,45369
162.0,39794,42910,45369
163.0,39798,42949,45369
164.0,39810,42975,45369
165.0,39810,43022,45369
166.0,39808,43060,45369
167.0,39800,43075,45369
168.0,39810,43084,45369
169.0,39807,43087,45369
170.0,39814,43091,45369
171.0,39811,43095,45369
172.0,39815,43102,45369
173.0,39812,43103,45369
174.0,39812,43105,45369
175.0,39813,43107,45369
176.0,39817,43108,45369
177.0,39819,43109,45369
178.0,39822,43109,45369
179.0,39820,43109,45369
180.0,39826,43110,45369
181.0,39824,43111,45369
182.0,39826,43112,45369
183.0,39829,43112,45369
184.0,39823,43112,45369
185.0,39827,43112,45369
186.0,39826,43114,45369
187.0,39825,43114,45369
188.0,39831,43114,45369
189.0,39830,43114,45369
190.0,39833,43114,45369
191.0,39832,43114,45369
192.0,39832,43114,45369
193.0,39833,43114,45369
194.0,39834,43114,45369
195.0,39836,43114,45369
196.0,39825,43114,45369
197.0,39823,43114,45369
198.0,39814,43114,45369
199.0,39811,43114,45369
200.0,39814,43114,45369
201.0,39800,43114,45369
202.0,39815,43114,45369
203.0,39813,43114,45369
204.0,39823,43114,45369
205.0,39818,43114,45369
206.0,39818,43114,45369
207.0,39815,43114,45369
208.0,39817,43114,45369
209.0,39815,43114,45369
210.0,39821,43114,45369
211.0,39826,43114,45369
212.0,39829,43114,45369
213.0,39830,43114,45369
214.0,39829,43114,45369
215.0,39823,43114,45369
216.0,39826,43114,45369
217.0,39827,43114,45369
218.0,39827,43114,45369
219.0,39830,43114,45369
220.0,39830,43114,45369
221.0,39828,43114,45369
222.0,39827,43114,45369
223.0,39827,43114,45369
224.0,39824,43114,45369
225.0,39818,43114,45369
226.0,39818,43114,45369
227.0,39822,43114,45369
228.0,39827,43114,45369
229.0,39824,43114,45369
230.0,39820,43114,45369
231.0,39827,43114,45369
232.0,39823,43114,45369
233.0,39832,43114,45369
234.0,39832,43114,45369
235.0,39835,43114,45369
