t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
2.0,-10.2,-12.8,-10.2,-12.8,-10.2,-12.8,-10.217,-12.774,0.04003,-10.217,-12.774,0.0,-0.0447
2.5,-10.2,-12.8,-10.2,-12.799,-10.2,-12.799,-10.236,-12.748,0.04002,-10.236,-12.748,-0.0,-0.0447
3.0,-10.234,-12.774,-10.232,-12.776,-10.233,-12.776,-10.269,-12.725,0.04006,-10.269,-12.725,-0.0,-0.0447
3.5,-10.325,-12.757,-10.319,-12.759,-10.319,-12.763,-10.355,-12.712,0.04019,-10.355,-12.712,-0.0,-0.0447
4.0,-10.325,-12.757,-10.318,-12.759,-10.319,-12.763,-10.375,-12.724,0.04002,-10.375,-12.724,-0.0003,-0.0447
4.5,-10.325,-12.757,-10.318,-12.759,-10.319,-12.763,-10.376,-12.722,0.04002,-10.376,-12.722,-0.0004,-0.0447
5.0,-10.346,-12.718,-10.337,-12.721,-10.338,-12.725,-10.39,-12.716,0.04007,-10.39,-12.716,0.0,-0.0447
5.5,-10.321,-12.504,-10.3,-12.515,-10.306,-12.519,-10.377,-12.508,0.0404,-10.377,-12.508,-0.0005,-0.0447
6.0,-10.112,-12.191,-10.094,-12.224,-10.104,-12.225,-10.151,-12.189,0.0412,-10.151,-12.189,-0.0012,-0.0447
6.5,-9.869,-11.948,-9.861,-11.996,-9.871,-11.998,-9.936,-11.893,0.04173,-9.934,-11.89,-0.0075,-0.0447
7.0,-9.576,-11.673,-9.579,-11.734,-9.588,-11.736,-9.626,-11.643,0.04311,-9.622,-11.638,-0.0071,-0.0447
7.5,-9.284,-11.412,-9.303,-11.489,-9.315,-11.488,-9.365,-11.351,0.04433,-9.354,-11.342,-0.0129,-0.0447
8.0,-9.016,-11.172,-9.054,-11.266,-9.068,-11.263,-9.136,-11.121,0.04642,-9.123,-11.112,-0.0115,-0.0447
8.5,-8.796,-10.932,-8.851,-11.037,-8.866,-11.033,-8.945,-10.894,0.04862,-8.932,-10.886,-0.009,-0.0447
9.0,-8.757,-10.576,-8.814,-10.691,-8.833,-10.688,-8.91,-10.511,0.04979,-8.886,-10.491,-0.0177,-0.0447
9.5,-8.8,-10.251,-8.846,-10.386,-8.876,-10.384,-8.974,-10.213,0.05082,-8.956,-10.199,-0.0123,-0.0447
10.0,-8.758,-10.033,-8.794,-10.18,-8.829,-10.176,-8.93,-10.007,0.0507,-8.912,-9.994,-0.011,-0.0447
10.5,-8.591,-9.874,-8.621,-10.028,-8.657,-10.023,-8.737,-9.867,0.05123,-8.725,-9.852,-0.0093,-0.0447
11.0,-8.242,-9.764,-8.281,-9.932,-8.317,-9.927,-8.417,-9.778,0.05265,-8.407,-9.774,-0.004,-0.0447
11.5,-7.84,-9.732,-7.905,-9.907,-7.942,-9.902,-8.013,-9.753,0.05294,-7.998,-9.736,-0.0091,-0.0447
12.0,-7.467,-9.711,-7.547,-9.889,-7.583,-9.879,-7.665,-9.744,0.0547,-7.658,-9.736,-0.0032,-0.0447
12.5,-7.054,-9.667,-7.155,-9.849,-7.192,-9.836,-7.282,-9.728,0.05777,-7.295,-9.73,0.0054,-0.0447
13.0,-6.688,-9.599,-6.804,-9.785,-6.842,-9.77,-6.964,-9.667,0.06128,-7.001,-9.691,0.0157,-0.0447
13.5,-6.289,-9.487,-6.42,-9.679,-6.459,-9.662,-6.593,-9.578,0.06536,-6.657,-9.614,0.0232,-0.0447
14.0,-5.901,-9.339,-6.055,-9.541,-6.095,-9.521,-6.239,-9.448,0.0686,-6.323,-9.493,0.0277,-0.0447
14.5,-5.561,-9.185,-5.73,-9.396,-5.772,-9.372,-6.011,-9.277,0.06828,-6.167,-9.397,0.0531,-0.0447
15.0,-5.194,-8.99,-5.379,-9.214,-5.424,-9.185,-5.62,-9.02,0.06439,-5.676,-9.09,0.0218,-0.0447
15.5,-4.84,-8.774,-5.046,-9.014,-5.089,-8.986,-5.257,-8.797,0.06226,-5.272,-8.841,0.008,-0.0447
16.0,-4.533,-8.561,-4.751,-8.814,-4.799,-8.779,-4.976,-8.609,0.06022,-5.009,-8.661,0.0128,-0.0447
