t,tx,rx,relayed,dup_dropped
2.0,7,9,9,9
4.0,17,28,28,28
6.0,27,48,48,48
8.0,37,68,68,68
10.0,47,89,88,88
12.0,57,109,108,107
14.0,67,129,128,126
16.0,77,150,147,144
18.0,87,170,167,164
20.0,97,190,187,184
22.0,107,209,206,202
24.0,117,229,226,222
26.0,127,253,246,240
28.0,137,274,266,259
30.0,147,294,286,277
32.0,157,316,306,297
34.0,167,338,326,316
36.0,177,361,346,336
38.0,187,382,366,355
40.0,199,409,390,378
42.0,210,433,410,395
44.0,221,458,432,414
46.0,231,480,452,434
48.0,241,502,472,454
50.0,251,525,492,474
52.0,261,547,512,494
54.0,271,569,532,511
56.0,281,591,552,531
58.0,291,615,572,551
60.0,301,638,592,571
62.0,311,659,612,591
64.0,321,682,632,610
66.0,331,704,652,629
68.0,342,728,674,648
70.0,353,753,697,671
72.0,365,779,720,694
74.0,377,806,744,718
76.0,388,832,767,741
78.0,400,857,790,764
80.0,412,882,812,786
82.0,422,904,832,806
84.0,432,927,852,826
86.0,442,949,872,846
88.0,452,971,892,866
90.0,462,993,912,886
92.0,472,1015,932,906
94.0,482,1037,952,926
96.0,492,1058,971,944
98.0,502,1080,991,963
100.0,512,1102,1011,980
102.0,522,1125,1031,999
104.0,532,1147,1051,1018
106.0,542,1171,1071,1035
108.0,552,1193,1091,1054
110.0,562,1213,1111,1074
112.0,572,1235,1131,1093
114.0,582,1257,1149,1100
116.0,592,1279,1169,1117
118.0,604,1305,1193,1141
120.0,615,1329,1215,1162
122.0,627,1355,1239,1186
124.0,639,1381,1263,1210
126.0,650,1405,1285,1231
128.0,662,1431,1309,1255
130.0,674,1457,1333,1279
132.0,685,1482,1356,1302
134.0,696,1506,1378,1324
136.0,706,1528,1398,1344
138.0,716,1550,1418,1364
140.0,726,1572,1438,1384
142.0,736,1594,1458,1404
144.0,746,1616,1478,1423
146.0,756,1638,1498,1443
148.0,766,1661,1518,1463
150.0,776,1683,1538,1483
152.0,786,1705,1558,1503
154.0,796,1728,1578,1523
156.0,806,1750,1598,1543
158.0,816,1771,1618,1562
160.0,826,1792,1638,1582
162.0,836,1812,1658,1602
164.0,846,1833,1678,1622
166.0,856,1854,1698,1642
168.0,866,1874,1718,1662
170.0,876,1894,1738,1682
172.0,886,1915,1758,1702
174.0,896,1935,1778,1722
176.0,906,1955,1798,1742
178.0,916,1975,1818,1762
180.0,926,1995,1838,1782
182.0,936,2015,1858,1802
184.0,946,2035,1878,1822
186.0,956,2055,1898,1842
188.0,966,2076,1918,1862
190.0,976,2096,1938,1882
192.0,986,2117,1958,1902
194.0,996,2137,1978,1922
196.0,1006,2157,1998,1942
198.0,1016,2178,2018,1962
200.0,1026,2199,2038,1982
202.0,1036,2220,2058,2002
204.0,1046,2241,2078,2022
206.0,1056,2262,2098,2042
208.0,1066,2284,2118,2062
210.0,1076,2305,2138,2082
212.0,1086,2325,2158,2102
214.0,1096,2345,2178,2122
216.0,1106,2365,2198,2142
218.0,1117,2388,2219,2162
220.0,1126,2408,2238,2182
222.0,1136,2429,2258,2202
224.0,1146,2450,2278,2222
226.0,1156,2470,2298,2242
228.0,1166,2490,2318,2262
230.0,1176,2512,2338,2282
232.0,1186,2534,2358,2301
234.0,1196,2554,2378,2321
236.0,1206,2574,2398,2341
238.0,1216,2594,2418,2361
240.0,1226,2614,2438,2381
242.0,1236,2635,2458,2401
244.0,1246,2655,2478,2421
246.0,1256,2677,2498,2441
248.0,1266,2699,2518,2461
250.0,1276,2719,2538,2481
252.0,1286,2739,2558,2501
254.0,1296,2759,2578,2521
256.0,1306,2779,2598,2541
258.0,1316,2800,2618,2561
260.0,1326,2821,2638,2581
262.0,1336,2841,2658,2601
264.0,1346,2861,2678,2621
266.0,1356,2881,2698,2640
268.0,1366,2902,2718,2660
270.0,1376,2922,2738,2680
272.0,1386,2942,2758,2700
274.0,1396,2962,2778,2720
276.0,1406,2983,2798,2740
