t,tx,rx,relayed,dup_dropped
2.0,6,13,13,13
4.0,16,34,33,33
6.0,26,54,53,52
8.0,36,75,73,72
10.0,46,96,93,92
12.0,56,116,113,112
14.0,66,136,133,131
16.0,76,157,153,151
18.0,86,178,173,171
20.0,96,200,193,191
22.0,106,222,213,211
24.0,116,242,233,230
26.0,126,264,253,250
28.0,136,285,273,270
30.0,146,306,292,289
32.0,156,327,312,309
34.0,166,350,332,329
36.0,176,373,352,349
38.0,186,397,372,369
40.0,197,421,392,383
42.0,209,447,415,401
44.0,219,471,437,423
46.0,229,494,457,443
48.0,239,516,477,463
50.0,249,538,497,483
52.0,259,560,517,503
54.0,269,582,537,523
56.0,279,604,554,526
58.0,289,624,572,540
60.0,299,644,592,560
62.0,309,666,611,577
64.0,319,688,631,596
66.0,329,709,651,616
68.0,340,733,673,638
70.0,351,757,695,659
72.0,363,783,719,683
74.0,375,810,743,707
76.0,386,834,765,729
78.0,398,860,789,753
80.0,410,885,811,775
82.0,420,908,831,795
84.0,430,930,851,815
86.0,440,952,871,835
88.0,450,974,891,855
90.0,460,996,911,875
92.0,470,1018,931,895
94.0,480,1040,951,915
96.0,490,1062,971,935
98.0,500,1083,991,954
100.0,510,1103,1011,974
102.0,520,1124,1031,994
104.0,530,1146,1051,1013
106.0,540,1167,1071,1033
108.0,550,1188,1090,1052
110.0,560,1210,1110,1072
112.0,570,1233,1130,1092
114.0,580,1254,1150,1112
116.0,592,1280,1174,1136
118.0,603,1304,1196,1158
120.0,615,1331,1220,1182
122.0,627,1357,1244,1206
124.0,638,1381,1266,1228
126.0,650,1409,1291,1253
128.0,660,1431,1311,1273
130.0,670,1453,1331,1293
132.0,680,1475,1351,1313
134.0,690,1498,1371,1333
136.0,700,1520,1391,1353
138.0,710,1542,1411,1373
140.0,720,1564,1431,1393
142.0,730,1586,1451,1413
144.0,740,1608,1471,1433
146.0,750,1630,1491,1452
148.0,760,1651,1511,1471
150.0,770,1671,1531,1491
152.0,780,1691,1551,1511
154.0,790,1711,1571,1531
156.0,800,1732,1591,1551
158.0,810,1752,1611,1571
160.0,820,1773,1631,1591
162.0,830,1794,1651,1611
164.0,840,1814,1671,1630
166.0,850,1835,1691,1650
168.0,860,1856,1711,1670
170.0,870,1876,1731,1690
172.0,880,1896,1751,1710
174.0,890,1916,1771,1730
176.0,900,1937,1791,1750
178.0,910,1958,1811,1770
180.0,920,1980,1831,1790
182.0,930,2000,1851,1810
184.0,940,2021,1871,1830
186.0,950,2041,1891,1850
188.0,960,2062,1911,1870
190.0,970,2083,1931,1890
192.0,980,2103,1951,1910
194.0,990,2124,1971,1930
196.0,1000,2145,1991,1950
198.0,1010,2165,2011,1970
200.0,1020,2186,2031,1990
202.0,1030,2206,2051,2010
204.0,1040,2226,2071,2030
206.0,1050,2246,2091,2050
208.0,1060,2266,2111,2070
210.0,1070,2287,2131,2090
212.0,1080,2307,2151,2110
214.0,1090,2328,2171,2130
216.0,1100,2349,2191,2150
218.0,1110,2369,2211,2170
220.0,1120,2390,2231,2190
222.0,1130,2410,2251,2210
224.0,1140,2430,2271,2229
226.0,1150,2450,2291,2249
228.0,1160,2470,2311,2269
230.0,1170,2491,2331,2289
232.0,1180,2511,2351,2309
234.0,1190,2531,2371,2329
236.0,1200,2551,2391,2349
238.0,1210,2572,2411,2369
240.0,1220,2592,2431,2389
242.0,1230,2612,2451,2409
244.0,1240,2632,2471,2429
246.0,1250,2652,2491,2449
248.0,1260,2673,2511,2469
250.0,1270,2693,2531,2489
252.0,1280,2713,2551,2509
254.0,1290,2733,2571,2529
256.0,1300,2754,2591,2549
258.0,1310,2775,2611,2569
260.0,1320,2796,2631,2589
262.0,1330,2816,2651,2609
264.0,1340,2836,2671,2629
266.0,1350,2856,2691,2649
268.0,1360,2878,2711,2669
270.0,1370,2899,2731,2689
272.0,1380,2919,2751,2709
274.0,1390,2939,2771,2729
276.0,1400,2960,2791,2749
