t,own_known,merged_known,total
1.3,2588,2593,45369
2.0,4343,4347,45369
3.0,5397,5906,45369
4.0,6338,6773,45369
5.0,6909,7389,45369
6.0,7364,7890,45369
7.0,7775,8339,45369
8.0,8147,8765,45369
9.0,8469,9172,45369
10.0,8894,9666,45369
11.0,9783,10591,45369
12.0,10770,11617,45369
13.0,11549,12442,45369
14.0,12204,13146,45369
15.0,12635,13584,45369
16.0,13243,14152,45369
17.0,13821,14713,45369
18.0,14385,15287,45369
19.0,14957,15899,45369
20.0,15562,16601,45369
21.0,15965,17155,45369
22.0,16641,17946,45369
23.0,17228,18733,45369
24.0,17907,19620,45369
25.0,18321,20235,45369
26.0,18939,20945,45369
27.0,19565,21654,45369
28.0,20134,22237,45369
29.0,20625,22735,45369
30.0,21100,23221,45369
31.0,21582,23798,45369
32.0,21961,24438,45369
33.0,22599,25366,45369
34.0,23266,26303,45369
35.0,24058,27240,45369
36.0,24745,28040,45369
37.0,25057,28411,45369
38.0,25421,28744,45369
39.0,25664,28989,45369
40.0,25748,29161,45369
41.0,25832,29373,45369
42.0,25922,29570,45369
43.0,25961,29679,45369
44.0,26000,29778,45369
45.0,26046,29919,45369
46.0,26115,30124,45369
47.0,26173,30260,45369
48.0,26246,30406,45369
49.0,26324,30555,45369
50.0,26395,30653,45369
51.0,26521,30753,45369
52.0,26635,30855,45369
53.0,26826,30961,45369
54.0,26952,31068,45369
55.0,27156,31202,45369
56.0,27387,31350,45369
57.0,27560,31476,45369
58.0,27853,31714,45369
59.0,28143,31966,45369
60.0,28441,32246,45369
61.0,28750,32511,45369
62.0,29083,32798,45369
63.0,29302,32988,45369
64.0,29643,33292,45369
65.0,30020,33625,45369
66.0,30231,33801,45369
67.0,30558,34061,45369
68.0,30725,34210,45369
69.0,30954,34411,45369
70.0,31033,34485,45369
71.0,31161,34593,45369
72.0,31220,34643,45369
73.0,31258,34680,45369
74.0,31295,34725,45369
75.0,31324,34810,45369
76.0,31315,34847,45369
77.0,31316,34876,45369
78.0,31331,34920,45369
79.0,31327,34932,45369
80.0,31324,34942,45369
81.0,31334,34966,45369
82.0,31353,34980,45369
83.0,31369,34993,45369
84.0,31405,35012,45369
85.0,31460,35040,45369
86.0,31472,35053,45369
87.0,31515,35088,45369
88.0,31551,35132,45369
89.0,31557,35176,45369
90.0,31564,35214,45369
91.0,31574,35277,45369
92.0,31573,35349,45369
