t,own_known,merged_known,total
1.0,0,0,45369
2.0,1922,3303,45369
3.0,3398,5612,45369
4.0,4778,6569,45369
5.0,5625,7210,45369
6.0,6061,7668,45369
7.0,6324,8082,45369
8.0,6573,8565,45369
9.0,6714,8976,45369
10.0,7045,9460,45369
11.0,7362,10024,45369
12.0,7682,10881,45369
13.0,8003,11850,45369
14.0,8414,12676,45369
15.0,8915,13297,45369
16.0,9530,13678,45369
17.0,10148,14210,45369
18.0,10936,14777,45369
19.0,11702,15426,45369
20.0,12378,16141,45369
21.0,12784,16838,45369
22.0,13336,17419,45369
23.0,13875,18309,45369
24.0,14360,19086,45369
25.0,14643,19883,45369
26.0,15128,20448,45369
27.0,15591,21099,45369
28.0,16094,21712,45369
29.0,16906,22294,45369
30.0,17767,22803,45369
31.0,18592,23446,45369
32.0,19292,24236,45369
33.0,19952,24958,45369
34.0,20398,25798,45369
35.0,21005,26708,45369
36.0,21455,27552,45369
37.0,21671,28183,45369
38.0,21879,28461,45369
39.0,22084,28771,45369
40.0,22338,29077,45369
41.0,22662,29287,45369
42.0,23149,29490,45369
43.0,23641,29663,45369
44.0,24072,29813,45369
45.0,24512,30040,45369
46.0,24721,30174,45369
47.0,25045,30347,45369
48.0,25361,30504,45369
49.0,25539,30583,45369
50.0,25733,30675,45369
51.0,25868,30743,45369
52.0,25931,30814,45369
53.0,25980,30886,45369
54.0,26001,30983,45369
55.0,26066,31070,45369
56.0,26115,31203,45369
57.0,26133,31343,45369
58.0,26166,31472,45369
59.0,26189,31714,45369
60.0,26237,31958,45369
61.0,26327,32231,45369
62.0,26444,32492,45369
63.0,26581,32780,45369
64.0,26689,32974,45369
65.0,26842,33279,45369
66.0,27079,33604,45369
67.0,27312,33801,45369
68.0,27548,34064,45369
69.0,27790,34228,45369
70.0,27924,34404,45369
71.0,27992,34483,45369
72.0,28031,34584,45369
73.0,28062,34628,45369
74.0,28075,34673,45369
75.0,28087,34756,45369
76.0,28073,34823,45369
77.0,28073,34852,45369
78.0,28081,34890,45369
79.0,28086,34911,45369
80.0,28088,34921,45369
81.0,28093,34938,45369
82.0,28103,34950,45369
83.0,28106,34964,45369
84.0,28107,34975,45369
85.0,28109,34998,45369
86.0,28112,35028,45369
87.0,28121,35055,45369
88.0,28133,35097,45369
89.0,28145,35147,45369
90.0,28165,35186,45369
91.0,28168,35245,45369
92.0,28177,35320,45369
93.0,28191,35380,45369
94.0,28194,35398,45369
95.0,28206,35409,45369
96.0,28210,35414,45369
97.0,28216,35415,45369
98.0,28225,35417,45369
99.0,28227,35418,45369
100.0,28225,35422,45369
101.0,28221,35422,45369
102.0,28219,35423,45369
103.0,28229,35426,45369
104.0,28268,35450,45369
105.0,28300,35516,45369
106.0,28378,35623,45369
107.0,28518,35941,45369
108.0,28752,36208,45369
109.0,28910,36749,45369
110.0,29183,37353,45369
111.0,29508,37772,45369
112.0,29745,38413,45369
113.0,30210,38888,45369
114.0,30702,39488,45369
115.0,31102,40029,45369
116.0,31982,40356,45369
117.0,32812,40841,45369
118.0,33372,41164,45369
119.0,34140,41368,45369
120.0,34687,41524,45369
121.0,34938,41667,45369
122.0,35262,41827,45369
123.0,35468,41911,45369
124.0,35623,41984,45369
125.0,35705,42027,45369
126.0,35790,42054,45369
127.0,35845,42070,45369
128.0,35879,42086,45369
129.0,35952,42110,45369
130.0,36137,42138,45369
131.0,36389,42199,45369
132.0,36612,42238,45369
133.0,36887,42276,45369
134.0,37172,42340,45369
135.0,37367,42376,45369
136.0,37529,42407,45369
137.0,37677,42440,45369
138.0,37782,42465,45369
139.0,37876,42497,45369
140.0,37951,42531,45369
141.0,37989,42555,45369
142.0,38013,42571,45369
143.0,38024,42574,45369
144.0,38027,42579,45369
145.0,38034,42583,45369
146.0,38036,42582,45369
147.0,38044,42584,45369
148.0,38051,42592,45369
149.0,38050,42594,45369
150.0,38062,42603,45369
151.0,38083,42620,45369
152.0,38112,42637,45369
153.0,38125,42648,45369
154.0,38145,42678,45369
155.0,38159,42703,45369
156.0,38153,42731,45369
157.0,38157,42769,45369
158.0,38158,42791,45369
159.0,38164,42813,45369
160.0,38170,42819,45369
161.0,38179,42830,45369
162.0,38192,42832,45369
163.0,38189,42836,45369
164.0,38184,42838,45369
