t,tx,rx,relayed,dup_dropped
2.0,7,12,12,12
4.0,17,32,32,31
6.0,27,52,52,51
8.0,37,72,72,71
10.0,48,92,92,91
12.0,57,113,112,110
14.0,67,133,132,130
16.0,77,153,152,150
18.0,87,173,172,170
20.0,97,195,192,190
22.0,107,217,212,210
24.0,117,239,232,230
26.0,127,259,252,248
28.0,137,279,272,268
30.0,147,301,292,287
32.0,157,323,312,306
34.0,167,346,332,326
36.0,177,369,352,346
38.0,187,390,372,365
40.0,198,414,394,383
42.0,210,442,418,403
44.0,220,466,440,425
46.0,230,488,460,445
48.0,240,510,480,465
50.0,250,532,500,485
52.0,260,555,520,505
54.0,270,577,540,525
56.0,280,601,560,540
58.0,290,623,580,558
60.0,300,645,600,578
62.0,310,668,619,596
64.0,320,691,639,616
66.0,330,713,659,636
68.0,341,737,681,658
70.0,352,761,703,680
72.0,364,787,727,704
74.0,376,813,751,728
76.0,387,838,773,750
78.0,399,864,797,774
80.0,410,890,820,796
82.0,420,912,840,816
84.0,430,934,860,836
86.0,440,956,880,856
88.0,450,978,900,876
90.0,460,1000,920,896
92.0,470,1022,940,916
94.0,480,1044,960,936
96.0,490,1066,980,956
98.0,500,1088,1000,976
100.0,510,1110,1020,996
102.0,520,1131,1040,1016
104.0,530,1152,1060,1035
106.0,540,1174,1080,1055
108.0,550,1194,1100,1074
110.0,560,1216,1120,1094
112.0,570,1240,1140,1114
114.0,580,1263,1160,1134
116.0,592,1289,1184,1158
118.0,603,1313,1206,1180
120.0,615,1339,1230,1204
122.0,627,1365,1254,1228
124.0,638,1389,1276,1250
126.0,651,1416,1300,1274
128.0,661,1438,1320,1294
130.0,671,1460,1340,1314
132.0,681,1482,1360,1334
134.0,691,1505,1380,1354
136.0,701,1527,1400,1374
138.0,711,1549,1420,1394
140.0,721,1571,1440,1414
142.0,731,1592,1460,1434
144.0,741,1615,1480,1454
146.0,751,1636,1499,1473
148.0,761,1656,1519,1493
150.0,771,1676,1539,1513
152.0,781,1697,1559,1533
154.0,791,1717,1579,1553
156.0,801,1737,1599,1573
158.0,811,1757,1619,1593
160.0,821,1777,1639,1613
162.0,831,1798,1659,1633
164.0,841,1819,1679,1653
166.0,851,1839,1699,1673
168.0,861,1859,1719,1693
170.0,871,1879,1739,1713
172.0,881,1900,1759,1733
174.0,891,1920,1779,1753
176.0,901,1940,1799,1773
178.0,911,1960,1819,1793
180.0,921,1980,1839,1813
182.0,931,2001,1859,1833
184.0,941,2022,1879,1852
186.0,951,2042,1899,1872
188.0,961,2062,1919,1892
190.0,971,2082,1939,1912
192.0,981,2104,1959,1932
194.0,991,2125,1979,1952
196.0,1001,2145,1999,1972
198.0,1011,2166,2019,1992
200.0,1021,2186,2039,2012
202.0,1031,2206,2059,2032
204.0,1041,2226,2079,2052
206.0,1051,2246,2099,2072
208.0,1061,2266,2119,2092
210.0,1071,2287,2139,2112
212.0,1081,2308,2159,2132
214.0,1091,2329,2179,2152
216.0,1101,2349,2199,2172
218.0,1111,2369,2219,2192
220.0,1121,2389,2239,2212
222.0,1131,2411,2259,2232
224.0,1141,2432,2278,2251
226.0,1151,2453,2298,2271
228.0,1161,2473,2318,2291
230.0,1171,2493,2338,2311
232.0,1181,2513,2358,2331
234.0,1191,2533,2378,2351
236.0,1201,2553,2398,2371
238.0,1211,2574,2418,2391
240.0,1221,2594,2438,2411
242.0,1231,2616,2458,2431
244.0,1241,2637,2478,2451
246.0,1251,2657,2498,2471
248.0,1261,2678,2518,2491
250.0,1271,2699,2538,2511
252.0,1281,2721,2558,2531
254.0,1291,2742,2578,2551
256.0,1301,2762,2598,2571
258.0,1311,2783,2618,2591
260.0,1321,2804,2637,2610
262.0,1331,2824,2657,2630
264.0,1341,2845,2677,2650
266.0,1351,2865,2697,2670
268.0,1361,2886,2717,2690
270.0,1371,2907,2737,2710
272.0,1381,2927,2757,2730
274.0,1391,2947,2777,2750
276.0,1401,2968,2797,2770
