t,own_known,merged_known,total
1.0,0,0,45369
2.0,28,28,45369
3.0,3306,3984,45369
4.0,4446,6114,45369
5.0,5001,7098,45369
6.0,5700,7751,45369
7.0,6303,8239,45369
8.0,6607,8526,45369
9.0,7023,8990,45369
10.0,7436,9666,45369
11.0,7874,10820,45369
12.0,8195,11480,45369
13.0,8494,12246,45369
14.0,8985,12969,45369
15.0,9829,13733,45369
16.0,10467,14424,45369
17.0,11191,14878,45369
18.0,11842,15544,45369
19.0,12442,16279,45369
20.0,12999,17173,45369
21.0,13609,18032,45369
22.0,14192,18994,45369
23.0,14754,19817,45369
24.0,15315,20676,45369
25.0,15919,21278,45369
26.0,16532,22037,45369
27.0,17122,22744,45369
28.0,17752,23438,45369
29.0,18437,24213,45369
30.0,19032,24965,45369
31.0,19601,25806,45369
32.0,20110,26554,45369
33.0,20673,27374,45369
34.0,21200,28258,45369
35.0,21542,29080,45369
36.0,22126,29893,45369
37.0,22585,30231,45369
38.0,23176,30864,45369
39.0,23763,31315,45369
40.0,24350,31726,45369
41.0,24955,32114,45369
42.0,25432,32426,45369
43.0,25757,32666,45369
44.0,25953,32844,45369
45.0,26068,32988,45369
46.0,26151,33068,45369
47.0,26227,33137,45369
48.0,26296,33178,45369
49.0,26341,33225,45369
50.0,26457,33244,45369
51.0,26582,33266,45369
52.0,26697,33302,45369
53.0,26841,33337,45369
54.0,27024,33416,45369
55.0,27222,33558,45369
56.0,27469,33652,45369
57.0,27680,33827,45369
58.0,27950,34083,45369
59.0,28248,34257,45369
60.0,28571,34541,45369
61.0,28865,34820,45369
62.0,29193,35127,45369
63.0,29523,35472,45369
64.0,29906,35687,45369
65.0,30246,36033,45369
66.0,30686,36260,45369
67.0,30937,36457,45369
68.0,31325,36566,45369
69.0,31609,36677,45369
70.0,31823,36750,45369
71.0,31991,36799,45369
72.0,32137,36872,45369
73.0,32242,37041,45369
74.0,32314,37158,45369
75.0,32390,37361,45369
76.0,32440,37490,45369
77.0,32459,37547,45369
78.0,32477,37599,45369
79.0,32485,37631,45369
80.0,32501,37646,45369
81.0,32513,37650,45369
82.0,32524,37658,45369
83.0,32556,37661,45369
84.0,32612,37663,45369
85.0,32663,37663,45369
86.0,32744,37664,45369
87.0,32859,37666,45369
88.0,32935,37667,45369
89.0,33007,37667,45369
90.0,33057,37667,45369
91.0,33095,37670,45369
92.0,33141,37670,45369
93.0,33186,37671,45369
94.0,33263,37676,45369
95.0,33308,37681,45369
96.0,33370,37686,45369
97.0,33415,37689,45369
98.0,33456,37701,45369
99.0,33475,37710,45369
100.0,33489,37719,45369
101.0,33521,37744,45369
102.0,33548,37761,45369
103.0,33615,37805,45369
104.0,33663,37842,45369
105.0,33690,37868,45369
106.0,33730,37913,45369
107.0,33753,37961,45369
108.0,33799,38115,45369
109.0,33901,38520,45369
110.0,33991,38914,45369
111.0,34204,39499,45369
112.0,34501,40100,45369
113.0,34882,40491,45369
114.0,35269,41140,45369
115.0,35692,41730,45369
116.0,36194,42111,45369
117.0,36573,42508,45369
118.0,37079,42741,45369
119.0,37578,42944,45369
120.0,37966,43155,45369
121.0,38194,43322,45369
122.0,38319,43406,45369
123.0,38395,43489,45369
124.0,38441,43517,45369
125.0,38459,43531,45369
126.0,38483,43548,45369
127.0,38503,43554,45369
128.0,38519,43559,45369
129.0,38541,43570,45369
130.0,38547,43590,45369
131.0,38558,43602,45369
132.0,38568,43615,45369
133.0,38573,43615,45369
134.0,38576,43622,45369
135.0,38585,43628,45369
136.0,38600,43637,45369
137.0,38622,43656,45369
138.0,38644,43676,45369
139.0,38674,43702,45369
140.0,38675,43707,45369
141.0,38694,43720,45369
142.0,38709,43735,45369
143.0,38732,43758,45369
144.0,38755,43780,45369
145.0,38773,43800,45369
146.0,38798,43817,45369
147.0,38799,43823,45369
148.0,38822,43832,45369
149.0,38831,43833,45369
150.0,38826,43835,45369
151.0,38821,43839,45369
152.0,38857,43857,45369
153.0,38891,43884,45369
154.0,38968,43977,45369
155.0,39065,44071,45369
156.0,39139,44117,45369
157.0,39183,44157,45369
158.0,39245,44184,45369
159.0,39269,44191,45369
160.0,39278,44197,45369
161.0,39304,44205,45369
162.0,39323,44209,45369
163.0,39345,44221,45369
164.0,39345,44225,45369
165.0,39356,44229,45369
166.0,39366,44231,45369
