t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
0.5,-10.907,-10.907,-10.912,-10.911,-10.91,-10.913,-10.91,-10.913,0.02019,-10.91,-10.913,0.0,-0.05
1.02,-10.644,-10.641,-10.668,-10.665,-10.665,-10.668,-10.665,-10.668,0.0213,-10.665,-10.668,0.0,-0.05
1.5,-10.358,-10.339,-10.396,-10.377,-10.395,-10.378,-10.471,-10.356,0.04,-10.469,-10.358,0.0042,-0.05
2.0,-10.069,-10.041,-10.121,-10.093,-10.121,-10.094,-10.266,-10.064,0.04302,-10.267,-10.073,0.01,-0.05
2.5,-9.775,-9.746,-9.843,-9.815,-9.841,-9.818,-10.03,-9.782,0.04403,-10.036,-9.798,0.0146,-0.05
3.0,-9.509,-9.483,-9.592,-9.566,-9.591,-9.569,-9.759,-9.544,0.04523,-9.768,-9.56,0.0131,-0.05
3.5,-9.212,-9.192,-9.306,-9.284,-9.306,-9.285,-9.484,-9.293,0.04666,-9.505,-9.319,0.0211,-0.05
4.0,-8.945,-8.929,-9.058,-9.04,-9.057,-9.042,-9.197,-9.035,0.04929,-9.21,-9.049,0.0093,-0.05
4.5,-8.651,-8.635,-8.775,-8.756,-8.775,-8.757,-8.974,-8.799,0.04973,-9.023,-8.849,0.0343,-0.05
5.0,-8.355,-8.343,-8.487,-8.472,-8.489,-8.471,-8.703,-8.557,0.05078,-8.781,-8.629,0.0474,-0.05
5.5,-8.087,-8.082,-8.229,-8.222,-8.228,-8.224,-8.453,-8.309,0.05183,-8.537,-8.389,0.0475,-0.05
6.0,-7.792,-7.789,-7.948,-7.943,-7.943,-7.949,-8.219,-8.065,0.05169,-8.339,-8.185,0.0659,-0.05
6.5,-7.519,-7.568,-7.695,-7.745,-7.691,-7.751,-7.928,-7.834,0.05418,-8.02,-7.923,0.0441,-0.05
7.0,-7.308,-7.575,-7.492,-7.762,-7.488,-7.766,-7.708,-7.823,0.05318,-7.774,-7.883,0.0295,-0.05
7.5,-6.944,-7.731,-7.143,-7.9,-7.139,-7.908,-7.352,-7.961,0.05192,-7.415,-8.006,0.0249,-0.05
8.0,-6.592,-7.75,-6.804,-7.904,-6.801,-7.923,-6.988,-7.974,0.05217,-7.036,-7.999,0.0155,-0.05
8.5,-6.189,-7.672,-6.423,-7.818,-6.418,-7.848,-6.574,-7.906,0.05373,-6.607,-7.912,0.0068,-0.05
9.0,-5.797,-7.54,-6.059,-7.684,-6.053,-7.718,-6.155,-7.763,0.0573,-6.135,-7.732,-0.0132,-0.05
9.5,-5.464,-7.376,-5.737,-7.515,-5.727,-7.555,-5.849,-7.605,0.0572,-5.849,-7.589,-0.0053,-0.05
10.0,-5.118,-7.149,-5.411,-7.291,-5.401,-7.331,-5.503,-7.373,0.05933,-5.477,-7.338,-0.0132,-0.05
10.5,-4.828,-6.915,-5.141,-7.063,-5.13,-7.106,-5.23,-7.121,0.05972,-5.177,-7.076,-0.0191,-0.05
11.0,-4.529,-6.628,-4.862,-6.784,-4.845,-6.832,-4.94,-6.843,0.06289,-4.877,-6.789,-0.0209,-0.05
11.5,-4.245,-6.324,-4.592,-6.487,-4.571,-6.539,-4.651,-6.556,0.06556,-4.575,-6.486,-0.0237,-0.05
12.0,-3.994,-6.047,-4.355,-6.218,-4.329,-6.275,-4.402,-6.283,0.06841,-4.307,-6.199,-0.0272,-0.05
12.5,-3.72,-5.734,-4.11,-5.93,-4.078,-5.991,-4.15,-5.972,0.07178,-4.015,-5.865,-0.034,-0.05
13.0,-3.474,-5.452,-3.882,-5.662,-3.846,-5.728,-3.911,-5.696,0.07486,-3.744,-5.565,-0.039,-0.05
13.5,-3.199,-5.14,-3.623,-5.358,-3.579,-5.431,-3.653,-5.385,0.07132,-3.498,-5.266,-0.0354,-0.05
14.0,-2.924,-4.828,-3.365,-5.058,-3.319,-5.133,-3.365,-5.059,0.07331,-3.132,-4.878,-0.0496,-0.05
14.5,-2.676,-4.547,-3.138,-4.791,-3.087,-4.871,-3.142,-4.787,0.07114,-2.923,-4.619,-0.0454,-0.05
15.0,-2.403,-4.234,-2.884,-4.492,-2.829,-4.574,-2.912,-4.516,0.0673,-2.784,-4.417,-0.0272,-0.05
15.5,-2.128,-3.922,-2.628,-4.193,-2.57,-4.278,-2.637,-4.215,0.0674,-2.486,-4.095,-0.0309,-0.05
16.0,-1.88,-3.642,-2.397,-3.925,-2.335,-4.014,-2.4,-3.931,0.0668,-2.228,-3.798,-0.0337,-0.05
16.5,-1.605,-3.33,-2.145,-3.631,-2.079,-3.724,-2.155,-3.639,0.06529,-2.002,-3.523,-0.0293,-0.05
17.0,-1.355,-3.051,-1.91,-3.359,-1.84,-3.454,-1.907,-3.353,0.0651,-1.725,-3.216,-0.0332,-0.05
17.5,-1.078,-2.741,-1.65,-3.058,-1.576,-3.157,-1.639,-3.042,0.06503,-1.44,-2.892,-0.0351,-0.05
18.0,-0.803,-2.428,-1.393,-2.756,-1.313,-2.861,-1.362,-2.73,0.06556,-1.128,-2.553,-0.0396,-0.05
18.5,-0.556,-2.148,-1.158,-2.479,-1.07,-2.591,-1.131,-2.463,0.06357,-0.929,-2.312,-0.0338,-0.05
19.0,-0.281,-1.835,-0.907,-2.182,-0.814,-2.298,-0.863,-2.138,0.06454,-0.607,-1.948,-0.0408,-0.05
19.5,-0.034,-1.554,-0.678,-1.911,-0.581,-2.032,-0.606,-1.889,0.06429,-0.353,-1.69,-0.0404,-0.05
20.0,0.242,-1.243,-0.42,-1.611,-0.317,-1.736,-0.326,-1.579,0.06494,-0.037,-1.35,-0.0445,-0.05
20.5,0.519,-0.933,-0.162,-1.31,-0.053,-1.44,-0.065,-1.312,0.06251,0.161,-1.126,-0.0356,-0.05
21.0,0.767,-0.652,0.069,-1.04,0.182,-1.174,0.184,-1.021,0.06308,0.456,-0.799,-0.041,-0.05
21.5,1.043,-0.341,0.325,-0.741,0.446,-0.881,0.444,-0.699,0.06323,0.743,-0.461,-0.0433,-0.05
22.0,1.32,-0.031,0.585,-0.438,0.71,-0.583,0.679,-0.389,0.06189,0.945,-0.185,-0.0376,-0.05
22.5,1.57,0.248,0.823,-0.164,0.95,-0.31,0.914,-0.117,0.06085,1.163,0.073,-0.0348,-0.05
23.0,1.847,0.558,1.076,0.131,1.209,-0.021,1.185,0.19,0.06145,1.466,0.407,-0.0382,-0.05
23.5,2.093,0.84,1.307,0.406,1.446,0.248,1.413,0.473,0.06082,1.69,0.683,-0.0369,-0.05
24.0,2.367,1.153,1.559,0.703,1.704,0.541,1.692,0.772,0.06261,2.003,1.019,-0.0405,-0.05
24.5,2.643,1.465,1.817,1.004,1.963,0.84,1.947,1.089,0.06212,2.265,1.34,-0.0405,-0.05
25.0,2.893,1.743,2.05,1.272,2.201,1.104,2.167,1.342,0.06038,2.437,1.55,-0.0342,-0.05
25.5,3.17,2.053,2.302,1.565,2.458,1.393,2.44,1.651,0.06114,2.749,1.893,-0.0381,-0.05
26.0,3.418,2.334,2.534,1.835,2.696,1.658,2.696,1.921,0.06115,3.024,2.184,-0.04,-0.05
26.5,3.694,2.645,2.786,2.129,2.955,1.945,2.952,2.237,0.06025,3.297,2.51,-0.0412,-0.05
27.0,3.971,2.955,3.048,2.431,3.222,2.243,3.208,2.545,0.05933,3.538,2.803,-0.039,-0.05
27.5,4.218,3.236,3.277,2.699,3.454,2.508,3.46,2.799,0.0576,3.88,3.153,-0.046,-0.05
28.0,4.496,3.546,3.534,2.997,3.718,2.8,3.733,3.099,0.05736,4.156,3.458,-0.046,-0.05
