t,own_known,merged_known,total
1.1,0,0,45369
2.0,21,21,45369
3.0,3330,3373,45369
4.0,4634,5591,45369
5.0,5372,6720,45369
6.0,5895,7206,45369
7.0,6194,7756,45369
8.0,6386,8080,45369
9.0,6678,8480,45369
10.0,7102,9031,45369
11.0,7367,9696,45369
12.0,7769,10652,45369
13.0,8099,11536,45369
14.0,8435,12311,45369
15.0,8866,12807,45369
16.0,9386,13501,45369
17.0,10324,14122,45369
18.0,11044,14879,45369
19.0,11692,15562,45369
20.0,12411,16319,45369
21.0,12983,17001,45369
22.0,13381,17886,45369
23.0,13883,18805,45369
24.0,14487,19730,45369
25.0,15091,20567,45369
26.0,15701,21098,45369
27.0,16377,21833,45369
28.0,16943,22565,45369
29.0,17602,23319,45369
30.0,18238,24066,45369
31.0,18918,24853,45369
32.0,19572,25479,45369
33.0,20136,26303,45369
34.0,20689,27166,45369
35.0,21244,28102,45369
36.0,21594,28782,45369
37.0,22150,29631,45369
38.0,22715,30358,45369
39.0,23324,30875,45369
40.0,23835,31320,45369
41.0,24542,31684,45369
42.0,25215,31914,45369
43.0,25555,32133,45369
44.0,25909,32359,45369
45.0,26080,32511,45369
46.0,26260,32592,45369
47.0,26382,32664,45369
48.0,26455,32719,45369
49.0,26523,32734,45369
50.0,26567,32748,45369
51.0,26632,32753,45369
52.0,26721,32771,45369
53.0,26803,32803,45369
54.0,26894,32855,45369
55.0,27050,32913,45369
56.0,27195,33016,45369
57.0,27322,33165,45369
58.0,27550,33309,45369
59.0,27817,33508,45369
60.0,28063,33739,45369
61.0,28256,34025,45369
62.0,28571,34228,45369
63.0,28917,34564,45369
64.0,29285,34882,45369
65.0,29551,35126,45369
66.0,29882,35525,45369
67.0,30281,35849,45369
68.0,30591,35963,45369
69.0,31003,36112,45369
70.0,31272,36220,45369
71.0,31583,36285,45369
72.0,31795,36392,45369
73.0,31933,36528,45369
74.0,32085,36739,45369
75.0,32206,36848,45369
76.0,32270,36989,45369
77.0,32319,37082,45369
78.0,32363,37123,45369
79.0,32387,37155,45369
80.0,32410,37168,45369
