t,tx,rx,relayed,dup_dropped
2.0,3,7,7,7
4.0,13,27,27,27
6.0,23,47,47,46
8.0,33,67,67,66
10.0,43,88,87,86
12.0,53,109,107,106
14.0,63,129,127,125
16.0,73,149,147,145
18.0,83,169,167,165
20.0,93,191,186,183
22.0,103,213,205,201
24.0,113,235,225,221
26.0,123,256,245,240
28.0,133,278,265,260
30.0,143,298,285,279
32.0,153,320,305,298
34.0,163,344,325,318
36.0,173,367,345,337
38.0,184,391,367,358
40.0,195,417,389,378
42.0,207,443,412,401
44.0,218,469,435,424
46.0,228,491,455,444
48.0,238,513,475,464
50.0,249,536,495,484
52.0,259,558,515,504
54.0,268,580,535,524
56.0,278,603,555,544
58.0,288,626,575,564
60.0,298,649,595,583
62.0,308,669,615,603
64.0,318,691,635,623
66.0,328,712,655,642
68.0,339,736,677,663
70.0,350,761,700,686
72.0,362,787,723,709
74.0,374,813,747,733
76.0,385,838,770,756
78.0,397,865,793,779
80.0,409,891,817,803
82.0,420,913,837,823
84.0,430,936,857,843
86.0,440,958,877,863
88.0,450,981,897,883
90.0,460,1003,917,903
92.0,470,1025,937,923
94.0,480,1047,957,943
96.0,490,1069,977,963
98.0,500,1091,997,983
100.0,510,1113,1017,1003
102.0,520,1134,1037,1023
104.0,530,1154,1057,1043
106.0,540,1176,1077,1063
108.0,550,1199,1097,1083
110.0,560,1223,1117,1103
112.0,570,1244,1137,1123
114.0,580,1267,1157,1143
116.0,590,1289,1177,1163
118.0,602,1315,1201,1187
120.0,613,1339,1223,1209
122.0,625,1365,1247,1233
124.0,637,1391,1271,1257
126.0,648,1416,1293,1279
128.0,660,1442,1317,1303
130.0,671,1467,1340,1326
132.0,681,1489,1360,1346
134.0,691,1511,1380,1366
136.0,701,1534,1400,1386
138.0,711,1557,1420,1406
140.0,721,1579,1440,1426
142.0,731,1601,1460,1446
144.0,741,1623,1480,1466
146.0,751,1646,1500,1486
148.0,761,1667,1520,1506
150.0,771,1688,1540,1526
152.0,781,1709,1560,1546
154.0,791,1730,1580,1566
156.0,801,1751,1600,1586
158.0,811,1771,1620,1606
160.0,821,1791,1640,1626
162.0,831,1811,1660,1646
164.0,841,1831,1680,1666
166.0,851,1851,1700,1686
168.0,861,1873,1720,1706
170.0,871,1893,1740,1726
172.0,881,1913,1760,1746
174.0,891,1933,1780,1766
176.0,901,1953,1800,1786
178.0,911,1974,1820,1806
180.0,921,1994,1840,1826
182.0,931,2014,1860,1846
184.0,941,2034,1880,1866
186.0,951,2054,1900,1886
188.0,961,2074,1920,1906
190.0,972,2095,1940,1926
192.0,981,2115,1960,1946
194.0,991,2135,1980,1966
196.0,1001,2156,2000,1986
198.0,1011,2176,2020,2006
200.0,1021,2196,2040,2026
202.0,1031,2216,2060,2046
204.0,1041,2236,2080,2066
206.0,1051,2257,2100,2086
208.0,1061,2278,2120,2106
210.0,1071,2299,2140,2126
212.0,1081,2320,2160,2146
214.0,1091,2340,2180,2166
216.0,1101,2362,2200,2186
218.0,1111,2382,2220,2206
220.0,1121,2402,2240,2226
222.0,1131,2422,2260,2246
224.0,1141,2442,2280,2266
226.0,1151,2462,2300,2286
228.0,1161,2482,2320,2306
230.0,1171,2502,2340,2326
232.0,1181,2522,2360,2346
234.0,1191,2543,2380,2366
236.0,1201,2563,2400,2386
238.0,1211,2584,2420,2406
240.0,1221,2605,2440,2426
242.0,1231,2625,2460,2446
244.0,1241,2645,2480,2466
246.0,1251,2665,2499,2485
248.0,1261,2685,2519,2505
250.0,1271,2705,2539,2525
252.0,1281,2726,2559,2545
254.0,1291,2747,2579,2565
256.0,1301,2767,2599,2585
258.0,1311,2787,2619,2605
260.0,1321,2808,2639,2625
262.0,1331,2828,2659,2645
264.0,1341,2848,2679,2664
266.0,1351,2868,2699,2684
268.0,1361,2888,2719,2704
270.0,1371,2909,2739,2724
272.0,1381,2929,2759,2744
274.0,1391,2950,2779,2764
276.0,1401,2972,2799,2784
