t,tx,rx,relayed,dup_dropped
2.0,4,6,6,6
4.0,14,27,26,26
6.0,24,47,46,46
8.0,34,67,66,66
10.0,44,87,86,86
12.0,54,108,106,106
14.0,64,128,126,120
16.0,74,148,146,140
18.0,84,168,166,160
20.0,94,190,186,179
22.0,104,210,205,197
24.0,114,231,225,215
26.0,124,253,243,233
28.0,134,276,263,252
30.0,144,298,282,270
32.0,154,320,301,289
34.0,164,342,321,309
36.0,174,365,341,329
38.0,185,389,363,349
40.0,197,413,385,370
42.0,208,439,409,394
44.0,220,463,431,416
46.0,230,485,451,436
48.0,240,507,471,456
50.0,250,530,491,476
52.0,260,552,511,496
54.0,270,575,531,516
56.0,280,598,551,536
58.0,290,622,571,556
60.0,300,646,591,576
62.0,310,669,610,595
64.0,320,691,630,615
66.0,330,713,650,635
68.0,341,738,672,657
70.0,353,762,694,678
72.0,364,788,718,702
74.0,376,816,742,726
76.0,388,840,764,748
78.0,399,866,788,772
80.0,411,892,812,796
82.0,421,916,833,817
84.0,431,939,853,837
86.0,441,961,873,857
88.0,451,983,893,877
90.0,461,1005,913,897
92.0,471,1027,933,916
94.0,481,1049,953,936
96.0,491,1071,973,956
98.0,501,1093,993,976
100.0,511,1116,1013,995
102.0,521,1137,1033,1015
104.0,531,1159,1053,1035
106.0,541,1180,1073,1055
108.0,551,1202,1093,1073
110.0,561,1225,1113,1092
112.0,571,1246,1133,1110
114.0,581,1268,1153,1130
116.0,591,1290,1172,1148
118.0,603,1316,1196,1170
120.0,614,1340,1217,1191
122.0,626,1366,1241,1215
124.0,638,1392,1265,1239
126.0,649,1416,1287,1261
128.0,661,1443,1311,1285
130.0,672,1468,1334,1308
132.0,682,1490,1354,1328
134.0,692,1512,1374,1348
136.0,702,1534,1394,1368
138.0,712,1556,1414,1388
140.0,722,1578,1434,1408
142.0,732,1600,1454,1428
144.0,742,1622,1474,1448
146.0,752,1643,1494,1468
148.0,762,1663,1514,1488
150.0,772,1683,1534,1508
152.0,782,1704,1554,1528
154.0,792,1725,1574,1548
156.0,802,1745,1594,1568
158.0,812,1766,1614,1588
160.0,822,1786,1634,1608
162.0,832,1806,1654,1628
164.0,842,1826,1674,1648
166.0,852,1846,1694,1668
168.0,862,1866,1714,1688
170.0,872,1886,1734,1708
172.0,882,1907,1754,1728
174.0,892,1927,1774,1748
176.0,902,1947,1794,1768
178.0,912,1967,1814,1788
180.0,922,1987,1834,1808
182.0,932,2007,1854,1828
184.0,942,2027,1874,1848
186.0,952,2047,1894,1868
188.0,962,2067,1914,1888
190.0,972,2087,1934,1908
192.0,982,2107,1954,1928
194.0,992,2128,1974,1948
196.0,1002,2148,1994,1968
198.0,1012,2168,2014,1988
200.0,1022,2188,2034,2008
202.0,1032,2208,2054,2028
204.0,1042,2228,2074,2048
206.0,1052,2248,2094,2068
208.0,1062,2269,2114,2088
210.0,1072,2289,2134,2108
212.0,1082,2309,2154,2128
214.0,1092,2329,2174,2148
216.0,1102,2349,2194,2168
218.0,1112,2370,2214,2188
220.0,1122,2390,2234,2208
222.0,1132,2410,2254,2228
224.0,1142,2430,2274,2248
226.0,1152,2450,2294,2268
228.0,1162,2470,2314,2288
230.0,1172,2491,2334,2308
232.0,1182,2512,2354,2328
234.0,1192,2532,2374,2347
236.0,1202,2552,2394,2367
238.0,1212,2572,2414,2387
240.0,1222,2592,2434,2407
242.0,1232,2612,2454,2427
244.0,1242,2632,2474,2447
246.0,1252,2652,2494,2467
248.0,1262,2672,2514,2487
250.0,1272,2692,2534,2507
252.0,1282,2712,2554,2527
254.0,1292,2733,2574,2547
256.0,1302,2754,2594,2567
258.0,1312,2774,2614,2587
260.0,1322,2795,2634,2607
262.0,1332,2815,2654,2627
264.0,1342,2835,2674,2647
266.0,1352,2855,2694,2667
268.0,1362,2876,2714,2687
270.0,1372,2897,2734,2707
272.0,1382,2917,2754,2727
274.0,1392,2937,2774,2747
276.0,1402,2957,2794,2767
