t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
1.5,-10.2,-12.8,-10.2,-12.8,-10.2,-12.8,-10.218,-12.752,0.04001,-10.218,-12.752,0.0,-0.0778
2.0,-10.2,-12.8,-10.2,-12.799,-10.2,-12.799,-10.202,-12.809,0.04002,-10.202,-12.809,-0.0,-0.0778
2.5,-10.224,-12.777,-10.223,-12.778,-10.223,-12.778,-10.212,-12.805,0.04004,-10.212,-12.805,0.0,-0.0778
3.0,-10.265,-12.76,-10.261,-12.764,-10.261,-12.764,-10.25,-12.792,0.04009,-10.25,-12.792,0.0,-0.0778
3.5,-10.273,-12.757,-10.269,-12.759,-10.269,-12.76,-10.258,-12.788,0.04012,-10.258,-12.788,0.0,-0.0778
4.0,-10.313,-12.687,-10.302,-12.691,-10.304,-12.692,-10.318,-12.724,0.04011,-10.318,-12.724,-0.0003,-0.0778
4.5,-10.268,-12.484,-10.255,-12.512,-10.258,-12.514,-10.241,-12.524,0.04036,-10.241,-12.524,-0.0001,-0.0778
5.0,-10.111,-12.229,-10.102,-12.271,-10.104,-12.273,-10.078,-12.321,0.04094,-10.079,-12.322,0.0019,-0.0778
5.5,-9.933,-12.014,-9.934,-12.072,-9.936,-12.075,-9.948,-12.128,0.04128,-9.948,-12.129,0.0026,-0.0778
6.0,-9.697,-11.775,-9.712,-11.849,-9.711,-11.854,-9.696,-11.835,0.04208,-9.692,-11.832,-0.0065,-0.0778
6.5,-9.473,-11.574,-9.502,-11.66,-9.499,-11.668,-9.52,-11.639,0.04258,-9.516,-11.638,-0.0053,-0.0778
7.0,-9.174,-11.322,-9.225,-11.428,-9.225,-11.433,-9.264,-11.373,0.04398,-9.255,-11.371,-0.0085,-0.0778
7.5,-8.886,-11.08,-8.965,-11.208,-8.965,-11.212,-8.995,-11.154,0.04627,-8.983,-11.148,-0.0094,-0.0778
8.0,-8.691,-10.862,-8.793,-11.004,-8.793,-11.009,-8.793,-10.947,0.04767,-8.776,-10.932,-0.0149,-0.0778
8.5,-8.647,-10.501,-8.764,-10.673,-8.76,-10.678,-8.758,-10.649,0.05006,-8.75,-10.634,-0.0082,-0.0778
9.0,-8.714,-10.122,-8.824,-10.334,-8.82,-10.34,-8.786,-10.314,0.05027,-8.778,-10.285,-0.0127,-0.0778
9.5,-8.753,-9.913,-8.857,-10.144,-8.856,-10.15,-8.835,-10.037,0.04752,-8.799,-9.984,-0.035,-0.0778
10.0,-8.657,-9.764,-8.762,-10.011,-8.76,-10.018,-8.726,-9.919,0.04782,-8.695,-9.866,-0.0312,-0.0778
10.5,-8.408,-9.664,-8.527,-9.918,-8.524,-9.929,-8.453,-9.828,0.04782,-8.415,-9.765,-0.0356,-0.0778
11.0,-8.001,-9.617,-8.157,-9.874,-8.154,-9.891,-8.113,-9.779,0.04934,-8.062,-9.727,-0.0327,-0.0778
11.5,-7.586,-9.603,-7.767,-9.855,-7.764,-9.876,-7.682,-9.769,0.05051,-7.614,-9.703,-0.0385,-0.0778
12.0,-7.214,-9.578,-7.423,-9.823,-7.419,-9.856,-7.35,-9.728,0.0523,-7.266,-9.672,-0.0388,-0.0778
12.5,-6.802,-9.525,-7.041,-9.766,-7.036,-9.801,-6.975,-9.674,0.05565,-6.886,-9.624,-0.0354,-0.0778
13.0,-6.437,-9.448,-6.702,-9.687,-6.696,-9.728,-6.648,-9.597,0.05901,-6.557,-9.557,-0.0314,-0.0778
13.5,-6.04,-9.327,-6.339,-9.569,-6.332,-9.614,-6.298,-9.511,0.06406,-6.23,-9.478,-0.0211,-0.0778
14.0,-5.652,-9.182,-5.986,-9.43,-5.978,-9.477,-5.97,-9.36,0.06823,-5.919,-9.348,-0.0137,-0.0778
14.5,-5.314,-9.024,-5.679,-9.279,-5.668,-9.334,-5.632,-9.235,0.07083,-5.558,-9.197,-0.02,-0.0778
15.0,-4.953,-8.819,-5.352,-9.086,-5.338,-9.144,-5.312,-9.039,0.07234,-5.246,-9.009,-0.0166,-0.0778
15.5,-4.606,-8.592,-5.033,-8.87,-5.015,-8.935,-4.965,-8.813,0.07159,-4.859,-8.761,-0.0262,-0.0778
16.0,-4.307,-8.367,-4.767,-8.663,-4.747,-8.732,-4.684,-8.625,0.07027,-4.579,-8.561,-0.0261,-0.0778
16.5,-3.988,-8.101,-4.468,-8.408,-4.444,-8.481,-4.34,-8.371,0.06789,-4.195,-8.267,-0.0366,-0.0778
17.0,-3.705,-7.856,-4.211,-8.18,-4.183,-8.258,-4.026,-8.159,0.06572,-3.842,-8.005,-0.0476,-0.0778
17.5,-3.403,-7.571,-3.931,-7.91,-3.9,-7.991,-3.747,-7.893,0.05886,-3.597,-7.755,-0.0401,-0.0778
18.0,-3.111,-7.275,-3.666,-7.635,-3.636,-7.715,-3.434,-7.631,0.05768,-3.269,-7.452,-0.0463,-0.0778
18.5,-2.85,-7.007,-3.417,-7.375,-3.385,-7.457,-3.156,-7.376,0.05385,-2.996,-7.181,-0.0473,-0.0778
19.0,-2.562,-6.706,-3.151,-7.091,-3.116,-7.176,-2.912,-7.101,0.04907,-2.789,-6.939,-0.037,-0.0778
19.5,-2.302,-6.437,-2.917,-6.844,-2.882,-6.93,-2.629,-6.845,0.04743,-2.497,-6.651,-0.0434,-0.0778
20.0,-2.017,-6.134,-2.662,-6.568,-2.624,-6.656,-2.312,-6.592,0.04887,-2.174,-6.351,-0.0487,-0.0778
20.5,-1.734,-5.829,-2.399,-6.279,-2.359,-6.369,-2.074,-6.313,0.04721,-1.955,-6.095,-0.0409,-0.0778
21.0,-1.481,-5.553,-2.17,-6.025,-2.127,-6.119,-1.912,-6.042,0.04556,-1.805,-5.88,-0.0309,-0.0778
21.5,-1.201,-5.246,-1.919,-5.745,-1.871,-5.842,-1.655,-5.783,0.04644,-1.557,-5.62,-0.0281,-0.0778
22.0,-0.929,-4.931,-1.674,-5.457,-1.623,-5.557,-1.375,-5.51,0.04721,-1.281,-5.327,-0.0295,-0.0778
22.5,-0.685,-4.648,-1.447,-5.189,-1.394,-5.291,-1.087,-5.226,0.04729,-0.979,-5.001,-0.0371,-0.0778
23.0,-0.418,-4.329,-1.204,-4.893,-1.15,-4.995,-0.815,-4.886,0.04734,-0.684,-4.637,-0.0432,-0.0778
23.5,-0.177,-4.042,-0.985,-4.629,-0.931,-4.732,-0.559,-4.605,0.04736,-0.417,-4.329,-0.0475,-0.0778
24.0,0.095,-3.728,-0.735,-4.337,-0.677,-4.443,-0.313,-4.316,0.04804,-0.171,-4.043,-0.0453,-0.0778
24.5,0.366,-3.413,-0.486,-4.045,-0.424,-4.155,-0.045,-4.007,0.04818,0.108,-3.721,-0.0473,-0.0778
25.0,0.612,-3.13,-0.258,-3.78,-0.196,-3.89,0.194,-3.754,0.04864,0.343,-3.461,-0.046,-0.0778
25.5,0.884,-2.816,-0.004,-3.485,0.058,-3.596,0.473,-3.46,0.04923,0.626,-3.148,-0.0471,-0.0778
26.0,1.125,-2.529,0.212,-3.225,0.276,-3.336,0.73,-3.166,0.04873,0.901,-2.823,-0.0525,-0.0778
26.5,1.389,-2.208,0.452,-2.93,0.519,-3.045,0.983,-2.863,0.04889,1.16,-2.512,-0.0528,-0.0778
27.0,1.648,-1.883,0.695,-2.624,0.763,-2.738,1.26,-2.564,0.0497,1.44,-2.186,-0.054,-0.0778
27.5,1.881,-1.59,0.91,-2.352,0.978,-2.467,1.512,-2.231,0.04872,1.721,-1.822,-0.0607,-0.0778
28.0,2.148,-1.271,1.156,-2.056,1.228,-2.175,1.737,-1.905,0.04874,1.956,-1.512,-0.0592,-0.0778
28.5,2.422,-0.958,1.405,-1.769,1.478,-1.889,2.0,-1.582,0.04849,2.234,-1.178,-0.0613,-0.0778
29.0,2.67,-0.678,1.64,-1.5,1.718,-1.625,2.285,-1.285,0.04812,2.536,-0.85,-0.0656,-0.0778
