t,tx,rx,relayed,dup_dropped
2.0,5,10,10,10
4.0,15,30,30,30
6.0,25,50,50,50
8.0,35,70,70,70
10.0,45,90,90,90
12.0,55,111,110,110
14.0,65,132,128,125
16.0,75,152,148,144
18.0,85,173,168,164
20.0,95,194,188,184
22.0,105,214,207,203
24.0,115,237,227,222
26.0,125,258,247,242
28.0,135,279,266,260
30.0,145,299,286,279
32.0,155,321,306,299
34.0,165,343,325,316
36.0,175,367,345,336
38.0,186,392,367,357
40.0,197,416,387,376
42.0,209,442,411,399
44.0,220,467,434,422
46.0,230,489,454,442
48.0,240,511,474,462
50.0,250,533,494,482
52.0,260,555,514,502
54.0,270,579,534,522
56.0,280,601,554,540
58.0,290,623,574,560
60.0,300,645,593,579
62.0,310,667,613,599
64.0,320,690,633,619
66.0,330,714,653,639
68.0,341,737,675,660
70.0,353,763,699,684
72.0,365,789,722,707
74.0,376,813,745,730
76.0,388,839,769,753
78.0,399,864,792,776
80.0,411,889,815,799
82.0,423,913,837,821
84.0,433,935,857,841
86.0,443,957,877,861
88.0,453,979,897,881
90.0,463,1001,917,901
92.0,473,1023,937,920
94.0,483,1045,957,940
96.0,493,1067,977,960
98.0,503,1089,997,980
100.0,513,1110,1017,1000
102.0,523,1130,1037,1020
104.0,533,1151,1057,1040
106.0,543,1172,1077,1060
108.0,553,1193,1097,1080
110.0,563,1216,1117,1100
112.0,573,1237,1137,1120
114.0,583,1259,1157,1140
116.0,593,1282,1177,1160
118.0,605,1308,1201,1184
120.0,617,1334,1225,1208
122.0,628,1358,1247,1230
124.0,640,1384,1271,1254
126.0,652,1410,1295,1278
128.0,663,1434,1317,1300
130.0,674,1460,1341,1324
132.0,684,1482,1361,1344
134.0,694,1504,1381,1364
136.0,704,1526,1401,1384
138.0,714,1548,1421,1404
140.0,724,1570,1441,1424
142.0,734,1592,1461,1444
144.0,744,1614,1481,1463
146.0,754,1636,1501,1482
148.0,764,1658,1521,1502
150.0,774,1679,1541,1522
152.0,784,1700,1561,1542
154.0,794,1721,1580,1561
156.0,804,1741,1600,1581
158.0,814,1761,1620,1601
160.0,824,1781,1640,1621
162.0,834,1801,1660,1641
164.0,844,1821,1680,1661
166.0,854,1842,1700,1681
168.0,864,1862,1720,1701
170.0,874,1882,1740,1721
172.0,884,1902,1760,1741
174.0,894,1922,1780,1761
176.0,904,1943,1800,1781
178.0,914,1963,1820,1801
180.0,924,1983,1840,1821
182.0,934,2005,1860,1841
184.0,944,2025,1880,1861
186.0,954,2047,1900,1881
188.0,964,2068,1920,1901
190.0,974,2089,1940,1921
192.0,984,2110,1960,1941
194.0,994,2130,1980,1961
196.0,1004,2150,2000,1981
198.0,1014,2172,2020,2001
200.0,1024,2193,2040,2021
202.0,1034,2214,2060,2041
204.0,1044,2234,2080,2061
206.0,1054,2254,2100,2081
208.0,1064,2276,2120,2101
210.0,1074,2296,2140,2121
212.0,1084,2316,2160,2141
214.0,1094,2336,2180,2161
216.0,1104,2356,2200,2181
218.0,1114,2376,2220,2201
220.0,1124,2397,2240,2221
222.0,1134,2417,2260,2241
224.0,1144,2437,2280,2261
226.0,1154,2458,2300,2281
228.0,1164,2479,2320,2301
230.0,1174,2500,2340,2321
232.0,1184,2521,2360,2341
234.0,1194,2541,2380,2361
236.0,1204,2562,2400,2381
238.0,1214,2582,2420,2401
240.0,1224,2602,2440,2421
242.0,1234,2623,2460,2441
244.0,1244,2643,2480,2461
246.0,1254,2664,2500,2481
248.0,1264,2685,2520,2501
250.0,1274,2705,2540,2521
252.0,1284,2725,2560,2541
254.0,1294,2745,2580,2561
256.0,1304,2765,2600,2581
258.0,1314,2786,2620,2601
260.0,1324,2807,2640,2621
262.0,1334,2828,2660,2641
264.0,1344,2849,2680,2661
266.0,1354,2870,2700,2681
268.0,1364,2891,2720,2701
270.0,1374,2911,2740,2721
272.0,1384,2931,2760,2741
274.0,1394,2952,2780,2761
276.0,1404,2972,2800,2781
