t,own_known,merged_known,total
1.0,0,0,45369
2.0,21,3011,45369
3.0,3346,5271,45369
4.0,4491,6455,45369
5.0,5286,7156,45369
6.0,5819,7632,45369
7.0,6096,8100,45369
8.0,6448,8427,45369
9.0,6770,8885,45369
10.0,7158,9352,45369
11.0,7529,10034,45369
12.0,7738,10939,45369
13.0,8078,11904,45369
14.0,8508,12476,45369
15.0,9066,13215,45369
16.0,9775,13834,45369
17.0,10523,14445,45369
18.0,11353,15029,45369
19.0,12122,15698,45369
20.0,12844,16419,45369
21.0,13465,17097,45369
22.0,13953,17817,45369
23.0,14431,18594,45369
24.0,14960,19280,45369
25.0,15573,20003,45369
26.0,16197,20637,45369
27.0,16882,21253,45369
28.0,17507,21854,45369
29.0,17921,22416,45369
30.0,18559,23016,45369
31.0,19230,23704,45369
32.0,19779,24387,45369
33.0,20169,25159,45369
34.0,20678,25839,45369
35.0,21229,26669,45369
36.0,21571,27473,45369
37.0,22120,28289,45369
38.0,22735,28834,45369
39.0,23443,29140,45369
40.0,24170,29425,45369
41.0,24873,29729,45369
42.0,25431,30037,45369
43.0,25766,30227,45369
44.0,26002,30380,45369
45.0,26151,30502,45369
46.0,26226,30564,45369
47.0,26327,30627,45369
48.0,26450,30685,45369
49.0,26556,30733,45369
50.0,26671,30764,45369
51.0,26727,30812,45369
52.0,26761,30848,45369
53.0,26781,30927,45369
54.0,26816,31048,45369
55.0,26833,31199,45369
56.0,26858,31288,45369
57.0,26884,31504,45369
58.0,26955,31756,45369
59.0,27011,31911,45369
60.0,27106,32172,45369
61.0,27235,32460,45369
62.0,27319,32692,45369
63.0,27499,32923,45369
64.0,27746,33255,45369
65.0,27963,33637,45369
66.0,28108,33971,45369
67.0,28366,34297,45369
68.0,28624,34477,45369
69.0,28823,34699,45369
70.0,29105,34785,45369
71.0,29372,34851,45369
72.0,29650,34931,45369
73.0,29899,34976,45369
74.0,30206,35049,45369
75.0,30452,35147,45369
76.0,30510,35186,45369
77.0,30668,35240,45369
78.0,30759,35276,45369
79.0,30818,35299,45369
80.0,30866,35329,45369
81.0,30897,35345,45369
82.0,30924,35364,45369
83.0,30944,35374,45369
84.0,30952,35379,45369
85.0,30946,35385,45369
86.0,30961,35401,45369
87.0,30975,35418,45369
88.0,30986,35430,45369
89.0,31008,35448,45369
90.0,31028,35465,45369
91.0,31037,35493,45369
92.0,31046,35522,45369
93.0,31064,35544,45369
94.0,31077,35561,45369
95.0,31083,35579,45369
96.0,31105,35587,45369
97.0,31120,35592,45369
98.0,31137,35593,45369
99.0,31144,35594,45369
100.0,31150,35597,45369
101.0,31151,35601,45369
102.0,31153,35605,45369
103.0,31166,35611,45369
104.0,31204,35627,45369
105.0,31229,35658,45369
106.0,31324,35698,45369
107.0,31423,35818,45369
108.0,31575,35961,45369
109.0,31729,36356,45369
110.0,31995,36795,45369
111.0,32355,37178,45369
112.0,32892,37771,45369
113.0,33253,38378,45369
114.0,33782,38764,45369
115.0,34343,39282,45369
116.0,34840,39826,45369
117.0,35134,40298,45369
118.0,35609,40541,45369
119.0,36073,40837,45369
120.0,36398,41009,45369
121.0,36898,41135,45369
122.0,37358,41291,45369
123.0,37646,41363,45369
124.0,37946,41393,45369
125.0,38126,41451,45369
126.0,38234,41471,45369
127.0,38334,41490,45369
128.0,38400,41532,45369
129.0,38424,41549,45369
130.0,38454,41562,45369
131.0,38495,41573,45369
132.0,38537,41575,45369
133.0,38557,41601,45369
134.0,38582,41622,45369
135.0,38614,41646,45369
136.0,38657,41671,45369
137.0,38739,41705,45369
138.0,38837,41722,45369
139.0,38898,41731,45369
140.0,38976,41734,45369
141.0,39018,41741,45369
142.0,39052,41748,45369
143.0,39074,41764,45369
144.0,39091,41794,45369
145.0,39115,41830,45369
146.0,39128,41865,45369
147.0,39148,41903,45369
148.0,39164,41938,45369
149.0,39170,41968,45369
150.0,39165,41996,45369
151.0,39173,42025,45369
152.0,39179,42058,45369
153.0,39184,42096,45369
154.0,39182,42135,45369
155.0,39180,42154,45369
156.0,39199,42179,45369
157.0,39245,42198,45369
158.0,39284,42213,45369
159.0,39309,42232,45369
160.0,39328,42248,45369
161.0,39344,42273,45369
162.0,39346,42286,45369
163.0,39355,42301,45369
164.0,39362,42309,45369
165.0,39363,42310,45369
166.0,39362,42310,45369
167.0,39368,42313,45369
168.0,39366,42321,45369
169.0,39374,42327,45369
170.0,39376,42330,45369
171.0,39366,42330,45369
172.0,39367,42330,45369
173.0,39369,42330,45369
174.0,39362,42330,45369
175.0,39360,42330,45369
176.0,39362,42331,45369
177.0,39364,42332,45369
178.0,39364,42332,45369
179.0,39368,42332,45369
180.0,39373,42332,45369
181.0,39380,42332,45369
182.0,39379,42332,45369
183.0,39380,42332,45369
184.0,39386,42333,45369
185.0,39385,42334,45369
186.0,39385,42334,45369
187.0,39385,42334,45369
188.0,39382,42334,45369
189.0,39378,42338,45369
190.0,39379,42339,45369
191.0,39389,42340,45369
192.0,39390,42340,45369
193.0,39397,42341,45369
194.0,39401,42341,45369
195.0,39400,42341,45369
196.0,39399,42341,45369
197.0,39403,42341,45369
198.0,39404,42341,45369
199.0,39404,42341,45369
200.0,39403,42341,45369
201.0,39408,42341,45369
202.0,39405,42341,45369
203.0,39401,42341,45369
204.0,39404,42341,45369
205.0,39404,42341,45369
206.0,39413,42341,45369
207.0,39403,42341,45369
208.0,39406,42341,45369
209.0,39409,42341,45369
210.0,39411,42341,45369
211.0,39408,42341,45369
212.0,39402,42341,45369
213.0,39405,42341,45369
214.0,39403,42341,45369
215.0,39402,42341,45369
216.0,39406,42341,45369
217.0,39407,42341,45369
218.0,39409,42341,45369
219.0,39409,42341,45369
220.0,39407,42341,45369
221.0,39409,42341,45369
222.0,39405,42341,45369
223.0,39407,42341,45369
224.0,39410,42341,45369
225.0,39410,42341,45369
226.0,39414,42341,45369
227.0,39419,42342,45369
228.0,39402,42342,45369
229.0,39409,42343,45369
230.0,39418,42343,45369
231.0,39423,42343,45369
232.0,39421,42343,45369
233.0,39424,42343,45369
234.0,39421,42343,45369
235.0,39421,42343,45369
236.0,39419,42343,45369
237.0,39417,42343,45369
238.0,39417,42343,45369
239.0,39423,42343,45369
240.0,39420,42343,45369
241.0,39425,42343,45369
242.0,39421,42343,45369
243.0,39425,42343,45369
244.0,39423,42343,45369
245.0,39425,42343,45369
246.0,39418,42343,45369
247.0,39420,42343,45369
248.0,39428,42343,45369
249.0,39425,42343,45369
250.0,39425,42343,45369
251.0,39430,42343,45369
252.0,39424,42343,45369
253.0,39429,42343,45369
254.0,39423,42343,45369
255.0,39425,42343,45369
256.0,39425,42343,45369
257.0,39424,42343,45369
258.0,39419,42343,45369
259.0,39421,42343,45369
260.0,39423,42344,45369
261.0,39419,42344,45369
262.0,39422,42344,45369
263.0,39414,42345,45369
264.0,39421,42347,45369
265.0,39424,42347,45369
266.0,39421,42348,45369
267.0,39421,42348,45369
268.0,39414,42348,45369
269.0,39417,42348,45369
270.0,39419,42348,45369
271.0,39423,42348,45369
272.0,39416,42348,45369
273.0,39412,42348,45369
274.0,39416,42348,45369
275.0,39420,42348,45369
276.0,39421,42348,45369
