t,gt_x,gt_y,dr_x,dr_y,cdr_x,cdr_y,fused_x,fused_y,P_trace,fb_x,fb_y,b_hat,b_true
1.18,-12.306,-9.746,-12.35,-9.789,-12.351,-9.788,-12.288,-9.845,0.04,-12.288,-9.844,-0.0009,-0.0865
1.5,-12.208,-9.663,-12.266,-9.717,-12.267,-9.715,-12.21,-9.764,0.04065,-12.21,-9.764,-0.001,-0.0865
2.0,-12.208,-9.663,-12.266,-9.717,-12.268,-9.715,-12.165,-9.794,0.04002,-12.165,-9.792,-0.0026,-0.0865
2.5,-12.182,-9.738,-12.244,-9.789,-12.245,-9.787,-12.159,-9.852,0.03991,-12.158,-9.851,-0.0023,-0.0865
3.0,-12.221,-9.925,-12.292,-9.959,-12.288,-9.958,-12.137,-10.02,0.03958,-12.137,-10.019,-0.0076,-0.0865
3.5,-12.281,-10.024,-12.35,-10.045,-12.343,-10.046,-12.214,-10.113,0.03981,-12.214,-10.112,-0.0059,-0.0865
4.0,-12.281,-10.024,-12.349,-10.044,-12.343,-10.045,-12.16,-10.063,0.04002,-12.16,-10.062,-0.0098,-0.0865
4.5,-12.281,-10.024,-12.349,-10.044,-12.343,-10.045,-12.158,-10.096,0.04002,-12.158,-10.095,-0.0093,-0.0865
5.0,-12.281,-10.024,-12.35,-10.045,-12.343,-10.045,-12.151,-10.156,0.04002,-12.151,-10.155,-0.0087,-0.0865
5.5,-12.246,-10.033,-12.317,-10.051,-12.311,-10.052,-12.046,-10.186,0.04009,-12.047,-10.185,-0.0114,-0.0865
6.0,-11.973,-9.927,-12.069,-9.947,-12.062,-9.946,-11.82,-10.077,0.0411,-11.817,-10.075,-0.0104,-0.0865
6.5,-11.717,-9.695,-11.836,-9.735,-11.832,-9.732,-11.64,-9.855,0.04196,-11.637,-9.852,-0.0062,-0.0865
7.0,-11.44,-9.392,-11.584,-9.461,-11.584,-9.455,-11.342,-9.557,0.04273,-11.333,-9.547,-0.0136,-0.0865
7.5,-11.188,-9.091,-11.353,-9.19,-11.356,-9.18,-11.032,-9.189,0.04405,-11.001,-9.16,-0.0347,-0.0865
8.0,-10.963,-8.807,-11.144,-8.929,-11.15,-8.918,-10.826,-8.884,0.04641,-10.781,-8.842,-0.0402,-0.0865
8.5,-10.744,-8.456,-10.938,-8.603,-10.945,-8.591,-10.596,-8.57,0.04976,-10.547,-8.511,-0.042,-0.0865
9.0,-10.503,-8.119,-10.716,-8.301,-10.727,-8.287,-10.408,-8.266,0.05458,-10.355,-8.207,-0.0354,-0.0865
9.5,-10.265,-7.832,-10.493,-8.041,-10.508,-8.023,-10.151,-8.008,0.05805,-10.089,-7.928,-0.0414,-0.0865
10.0,-9.963,-7.556,-10.222,-7.804,-10.241,-7.781,-9.888,-7.769,0.06271,-9.821,-7.687,-0.0385,-0.0865
10.5,-9.655,-7.357,-9.943,-7.632,-9.964,-7.606,-9.63,-7.55,0.0697,-9.521,-7.444,-0.0479,-0.0865
11.0,-9.279,-7.221,-9.59,-7.515,-9.613,-7.487,-9.289,-7.403,0.07723,-9.139,-7.279,-0.0543,-0.0865
11.5,-8.898,-7.165,-9.233,-7.472,-9.256,-7.436,-8.938,-7.337,0.08423,-8.755,-7.205,-0.0573,-0.0865
12.0,-8.544,-7.157,-8.894,-7.47,-8.917,-7.432,-8.606,-7.315,0.09141,-8.387,-7.178,-0.0606,-0.0865
12.5,-8.268,-7.194,-8.653,-7.511,-8.675,-7.468,-8.363,-7.355,0.09581,-8.131,-7.223,-0.0598,-0.0865
13.0,-8.268,-7.194,-8.653,-7.511,-8.675,-7.468,-8.365,-7.35,0.09516,-8.131,-7.218,-0.0602,-0.0865
13.5,-8.21,-7.309,-8.6,-7.618,-8.616,-7.572,-8.283,-7.471,0.09424,-8.036,-7.332,-0.065,-0.0865
14.0,-7.987,-7.543,-8.403,-7.846,-8.41,-7.791,-8.068,-7.697,0.0961,-7.805,-7.568,-0.0663,-0.0865
14.5,-7.731,-7.795,-8.188,-8.083,-8.181,-8.015,-7.843,-7.919,0.09763,-7.578,-7.809,-0.0634,-0.0865
15.0,-7.379,-7.979,-7.864,-8.268,-7.847,-8.181,-7.524,-8.08,0.10081,-7.287,-7.998,-0.0527,-0.0865
15.5,-6.985,-8.093,-7.516,-8.384,-7.494,-8.281,-7.114,-8.186,0.09383,-6.776,-8.073,-0.0745,-0.0865
16.0,-6.62,-8.119,-7.182,-8.423,-7.158,-8.303,-6.692,-8.208,0.07914,-6.274,-8.072,-0.0957,-0.0865
16.5,-6.211,-8.075,-6.811,-8.399,-6.789,-8.256,-6.318,-8.156,0.07484,-5.943,-8.04,-0.0845,-0.0865
17.0,-5.86,-7.972,-6.478,-8.314,-6.461,-8.155,-5.972,-8.047,0.06802,-5.632,-7.943,-0.0779,-0.0865
17.5,-5.499,-7.779,-6.136,-8.147,-6.129,-7.97,-5.654,-7.879,0.06452,-5.368,-7.786,-0.0649,-0.0865
