t,tx,rx,relayed,dup_dropped
2.0,3,13,12,12
4.0,13,33,32,32
6.0,23,53,52,52
8.0,33,73,72,72
10.0,43,93,92,92
12.0,53,113,112,111
14.0,63,133,132,129
16.0,73,153,152,149
18.0,83,173,172,169
20.0,93,194,192,189
22.0,103,215,212,206
24.0,113,236,232,226
26.0,123,256,252,246
28.0,133,276,272,265
30.0,143,298,292,285
32.0,153,319,312,305
34.0,163,341,332,324
36.0,173,363,352,344
38.0,184,387,374,366
40.0,195,410,395,385
42.0,207,436,419,409
44.0,218,461,442,432
46.0,228,483,462,452
48.0,238,505,482,472
50.0,248,527,502,492
52.0,258,549,522,512
54.0,268,571,542,532
56.0,278,593,561,549
58.0,288,616,581,569
60.0,298,639,601,588
62.0,308,661,621,607
64.0,318,683,641,626
66.0,328,707,661,645
68.0,339,731,683,667
70.0,351,756,707,690
72.0,362,781,730,713
74.0,374,806,753,736
76.0,386,832,777,760
78.0,397,857,800,783
80.0,409,882,822,805
82.0,420,907,845,828
84.0,430,929,865,848
86.0,440,951,885,868
88.0,450,973,905,888
90.0,460,995,925,908
92.0,470,1017,945,928
94.0,480,1039,965,948
96.0,490,1061,985,968
98.0,500,1083,1005,988
100.0,510,1105,1025,1007
102.0,520,1126,1045,1027
104.0,530,1147,1065,1047
106.0,540,1170,1085,1067
108.0,550,1193,1105,1087
110.0,560,1217,1125,1107
112.0,570,1242,1145,1127
114.0,580,1264,1165,1147
116.0,590,1287,1185,1166
118.0,602,1313,1209,1190
120.0,614,1339,1233,1214
122.0,625,1363,1255,1236
124.0,637,1389,1279,1260
126.0,649,1415,1303,1284
128.0,660,1439,1325,1306
130.0,672,1465,1348,1329
132.0,682,1487,1368,1349
134.0,692,1509,1388,1369
136.0,702,1531,1408,1389
138.0,712,1553,1428,1409
140.0,722,1575,1448,1429
142.0,732,1597,1468,1449
144.0,742,1619,1488,1469
146.0,752,1641,1508,1489
148.0,762,1664,1528,1509
150.0,772,1685,1548,1529
152.0,782,1706,1568,1549
154.0,792,1727,1588,1568
156.0,802,1747,1608,1588
158.0,812,1768,1628,1608
160.0,822,1789,1648,1628
162.0,832,1809,1668,1648
164.0,842,1829,1688,1668
166.0,852,1849,1708,1688
168.0,862,1871,1728,1708
170.0,872,1894,1748,1728
172.0,882,1914,1768,1748
174.0,892,1934,1788,1768
176.0,902,1955,1808,1788
178.0,912,1975,1828,1808
180.0,922,1995,1848,1828
182.0,932,2015,1868,1848
184.0,942,2036,1888,1868
186.0,952,2056,1908,1888
188.0,962,2076,1928,1908
190.0,972,2097,1948,1928
192.0,982,2117,1968,1948
194.0,992,2137,1988,1968
196.0,1002,2157,2008,1988
198.0,1012,2177,2028,2008
200.0,1022,2197,2048,2028
202.0,1032,2217,2068,2048
204.0,1042,2237,2088,2068
206.0,1052,2257,2108,2088
208.0,1062,2278,2128,2107
210.0,1072,2299,2148,2127
212.0,1082,2320,2168,2147
214.0,1092,2341,2188,2167
216.0,1102,2361,2208,2187
218.0,1112,2381,2228,2207
220.0,1122,2401,2248,2227
222.0,1132,2421,2268,2246
224.0,1142,2442,2288,2266
226.0,1152,2462,2308,2286
228.0,1162,2482,2328,2306
230.0,1172,2503,2348,2326
232.0,1182,2523,2368,2346
234.0,1192,2544,2388,2366
236.0,1202,2564,2408,2386
238.0,1212,2584,2428,2406
240.0,1222,2604,2448,2426
242.0,1232,2624,2468,2446
244.0,1242,2645,2488,2466
246.0,1252,2665,2508,2486
248.0,1262,2685,2528,2506
250.0,1272,2705,2548,2526
252.0,1282,2725,2568,2546
254.0,1292,2746,2588,2566
256.0,1302,2767,2608,2586
258.0,1312,2787,2628,2606
260.0,1322,2807,2648,2626
262.0,1332,2827,2668,2646
264.0,1342,2848,2688,2666
266.0,1352,2868,2708,2686
268.0,1362,2888,2728,2706
270.0,1372,2908,2748,2726
272.0,1382,2929,2768,2746
274.0,1392,2950,2788,2766
276.0,1402,2970,2808,2786
