t,own_known,merged_known,total
1.0,0,0,45369
2.0,0,0,45369
3.0,3930,3961,45369
4.0,5780,6332,45369
5.0,6517,7243,45369
6.0,7299,7861,45369
7.0,7812,8406,45369
8.0,8259,8904,45369
9.0,8581,9344,45369
10.0,9469,10326,45369
11.0,10175,11202,45369
12.0,11122,12218,45369
13.0,11951,13086,45369
14.0,12614,13776,45369
15.0,13078,14266,45369
16.0,13710,14945,45369
17.0,14314,15592,45369
18.0,14890,16261,45369
19.0,15474,17077,45369
20.0,16098,17960,45369
21.0,16727,18869,45369
22.0,17361,19722,45369
23.0,18036,20583,45369
24.0,18635,21364,45369
25.0,19226,22111,45369
26.0,19783,22794,45369
27.0,20280,23364,45369
28.0,20740,24040,45369
29.0,21209,24816,45369
30.0,21672,25647,45369
31.0,22240,26602,45369
32.0,22832,27532,45369
33.0,23456,28401,45369
34.0,24147,29280,45369
35.0,24807,30009,45369
36.0,25369,30703,45369
37.0,25725,31137,45369
38.0,25816,31413,45369
39.0,26000,31798,45369
40.0,26112,32102,45369
41.0,26158,32499,45369
42.0,26202,32839,45369
43.0,26264,33056,45369
44.0,26326,33185,45369
45.0,26374,33274,45369
46.0,26441,33341,45369
47.0,26523,33446,45369
48.0,26585,33521,45369
49.0,26678,33553,45369
50.0,26764,33590,45369
51.0,26865,33628,45369
52.0,27023,33665,45369
53.0,27195,33734,45369
54.0,27347,33818,45369
55.0,27605,33948,45369
56.0,27841,34092,45369
57.0,28097,34240,45369
58.0,28417,34442,45369
59.0,28582,34583,45369
60.0,28883,34814,45369
61.0,29228,35133,45369
62.0,29440,35344,45369
63.0,29811,35652,45369
64.0,30221,35999,45369
65.0,30480,36206,45369
66.0,30856,36523,45369
67.0,31085,36701,45369
68.0,31230,36809,45369
69.0,31432,36951,45369
70.0,31534,37002,45369
71.0,31624,37080,45369
72.0,31688,37217,45369
73.0,31724,37327,45369
74.0,31762,37523,45369
75.0,31784,37651,45369
76.0,31788,37777,45369
77.0,31807,37833,45369
78.0,31836,37873,45369
79.0,31855,37895,45369
80.0,31895,37917,45369
81.0,31955,37928,45369
82.0,31970,37930,45369
83.0,32005,37939,45369
84.0,32029,37945,45369
85.0,32037,37949,45369
86.0,32055,37950,45369
87.0,32063,37954,45369
88.0,32067,37958,45369
89.0,32066,37966,45369
90.0,32071,37968,45369
91.0,32072,37974,45369
92.0,32075,37974,45369
93.0,32091,37974,45369
94.0,32092,37974,45369
95.0,32091,37974,45369
96.0,32102,37974,45369
97.0,32121,37975,45369
98.0,32134,37975,45369
99.0,32169,37979,45369
100.0,32206,37983,45369
101.0,32269,37984,45369
102.0,32455,38006,45369
103.0,32804,38127,45369
104.0,33266,38341,45369
105.0,33832,38649,45369
106.0,34220,38885,45369
107.0,34833,39319,45369
108.0,35503,39823,45369
109.0,35956,40212,45369
110.0,36674,40840,45369
111.0,37345,41446,45369
112.0,37708,41780,45369
113.0,38120,42173,45369
114.0,38435,42458,45369
115.0,38642,42659,45369
116.0,38708,42766,45369
117.0,38805,42903,45369
118.0,38887,43065,45369
119.0,38949,43165,45369
120.0,38972,43210,45369
121.0,39005,43254,45369
122.0,39017,43290,45369
123.0,39036,43311,45369
124.0,39048,43325,45369
125.0,39076,43348,45369
126.0,39082,43356,45369
127.0,39097,43370,45369
128.0,39144,43392,45369
129.0,39182,43401,45369
130.0,39208,43401,45369
131.0,39224,43409,45369
132.0,39248,43414,45369
133.0,39260,43416,45369
134.0,39275,43421,45369
